charid,名前,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18
20,玄爺,0.0036764705882352,0.0007900974453515,0.0,0.0001709596535217,0.0002370857971661,0.0001924098175185,0.0001526896277935,0.000118511495615,0.0001172397083076,0.00015985623963,0.0001442446389075,0.0001812415043044,0.0001548461169503,0.0001843140008425,0.0001918281220026,0.0001725487048815,0.0002286989455592,0.000211539623844
21,里香,0.0036764705882352,0.0,0.0,0.0002849327558696,6.973111681356689e-05,0.0001616242467155,0.0001628689363131,0.0001564351742118,0.000191491523569,0.0003693230363865,0.0003472556121849,0.000337484180429,0.0004267710052534,0.000430066001966,0.0004400762798885,0.000389237776128,0.0003014667918735,0.0003434084802663
22,マイ,0.0018382352941176,0.0,0.0,0.0002279462046956,0.0004741715943322,0.0004386943839422,0.0006209378196939,0.0007679544915856,0.0005588426095995,0.0005677652648928,0.0006143753138656,0.0005562239270034,0.0005967240604428,0.0005397767167532,0.0006544724162444,0.0006059268473746,0.0004816538398899,0.0004258265155303
23,岡崎 夢美,0.0018382352941176,0.0,0.0,0.000683838614087,0.0013806761129086,0.0026090771255512,0.0032726476890424,0.003868215216876,0.0040994818004892,0.0040294796955014,0.0038198117340342,0.0032748464915707,0.0030742619316486,0.0027427678696812,0.003035397930513,0.0028129451656266,0.0021518491695802,0.0020192418639662
24,幻月,0.0018382352941176,0.0002633658151171,0.0,0.0002279462046956,0.0002370857971661,0.0007619428773733,0.0008855998412027,0.0011661531168523,0.0013365326747067,0.001212702507538,0.0016401149683196,0.0017967907754324,0.0019941158475558,0.0019221317230726,0.0020424052989697,0.0019461888806404,0.0016563347875352,0.0013461612426441
25,プリズムリバー三姉妹,0.0,0.0684751119304714,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
26,魂魄 妖夢,0.0,0.0668949170397682,0.1000408329930584,0.0499772053795304,0.0302493584737253,0.0252210788803287,0.0229543407116354,0.0246551315477601,0.0274809876273027,0.0269881430768467,0.0290786507249628,0.0302142087089667,0.0320833600852031,0.0304381407105743,0.0327292628158111,0.0394895768543969,0.0448769703626957,0.0420963851449733
27,八雲 藍,0.0,0.0621543323676586,0.0404246631278072,0.0213699566902211,0.0295520473055896,0.0186637522992973,0.013848949240878,0.0142593031524057,0.0129002759041135,0.0120002425405015,0.0112297122586573,0.0102338952861584,0.0104011269775926,0.0090533281842437,0.0087168955439455,0.0088441243153227,0.008018323636729,0.0088242243089247
28,ルナサ・プリズムリバー,0.0,0.0424018962338688,0.0104124132298897,0.0151584226122635,0.0112685484770724,0.0083890680438078,0.006947378064608,0.0059066129414553,0.0048849878461502,0.0042499710605083,0.0042365184686561,0.0040029373623111,0.0037314137450477,0.0038310981603707,0.0033287821171054,0.0031179149696033,0.0031290173915152,0.0028516640201319
29,西行寺 幽々子,0.0,0.0371345799315248,0.0828909759085341,0.0622293138819238,0.0414621220573468,0.0305777682000446,0.026842836566112,0.0250912538516236,0.0238113847572747,0.020494672377393,0.0189601564252973,0.0174054341202756,0.0174069695859565,0.0159826569302064,0.0172758149874183,0.0182219457876045,0.0206348821334146,0.0191209841812317
30,八雲 紫,0.0,0.0287068738477745,0.0353205389955083,0.051002963300661,0.0402627468481535,0.0344105717650137,0.0268173882948131,0.0245555818914434,0.0226546196353063,0.0194197769729842,0.0169086771163893,0.0156461415871131,0.0162399586069892,0.0195328956607218,0.0186186118414371,0.0163279227944864,0.0158391345477478,0.0146759048126638
31,リリーホワイト,0.0,0.0094811693442191,0.0065332788893425,0.0080351037155231,0.0032215775967867,0.0022319538832149,0.0023157926882026,0.0024982223275657,0.0022353704383983,0.0020119837056881,0.0016401149683196,0.0014811805696607,0.0017146374901332,0.0020362308664513,0.0026686676972726,0.0031861318994402,0.0025988516540824,0.0022417705591788
32,リリカ・プリズムリバー,0.0,0.0071108770081643,0.0012249897917517,0.0023934351493047,0.0035144482874037,0.0026398626963542,0.0024430340446973,0.00202891680493,0.0015514721399373,0.0016206115328008,0.0016454573623532,0.001406184085121,0.0013898383179934,0.001514007864064,0.0016418230441994,0.0014526193294677,0.0013756588088943,0.0012005560470112
33,メルラン・プリズムリバー,0.0,0.0044772188569923,0.0012249897917517,0.0033052199680875,0.0029984380229833,0.002378185344529,0.0022699857998646,0.0020952832424745,0.0016687118482449,0.0013560218947925,0.0013943648427733,0.0012405668484289,0.0014200521944716,0.0016017764358938,0.001455636925785,0.00150478521699,0.0016667301941515,0.00146978829554
34,その他（中国）,0.0,0.0028970239662891,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
35,北白河 ちゆり,0.0,0.0023702923360547,0.0020416496529195,0.0011967175746523,0.0009762356353899,0.0008850851605852,0.0007634481389679,0.0005735956387769,0.0005080387359996,0.0005236669918914,0.0006304024959664,0.0006155961439307,0.0006647052825186,0.000653875860132,0.0007221764593042,0.0007182841435765,0.0006237243969797,0.0005686844433211
36,ゲイツ,0.0,0.0021069265209375,0.0002041649652919,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
37,小悪魔,0.0,0.0018435607058203,0.0028583095140873,0.0084340095737405,0.0063455316300345,0.0063341311927099,0.0052474335418395,0.0053282768428537,0.0056704938918111,0.0040790902526279,0.0039800835550426,0.0048685217880411,0.0051288055321607,0.0051256845948602,0.0048634070931269,0.0042896410585662,0.0039537196497441,0.0050302474189418
38,ユキ＆マイ,0.0,0.0015801948907031,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
39,その他（毛玉）,0.0,0.0015801948907031,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
40,ＶＩＶＩＴ,0.0,0.0013168290755859,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
41,岡崎　夢美,0.0,0.0010534632604687,0.0004083299305839,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
42,エレン,0.0,0.0007900974453515,0.0002041649652919,0.0003419193070435,8.367734017628026e-05,0.0003001593153289,0.0002239447874305,0.0003365726475468,0.0003790750568612,0.000352786184011,0.0004915002510925,0.0004781025889411,0.000528742838367,0.0005748841454851,0.0007560284808341,0.0005657992415882,0.0005440262795879,0.0004148374441617
43,ミューズ,0.0,0.0005267316302343,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
44,カナ・アナベラル,0.0,0.0005267316302343,0.0,0.0005128789605653,0.0004881178176949,0.0008081212335778,0.0007227309048896,0.0007584735719364,0.0007737820748301,0.0008103057664004,0.0010631364126892,0.000859334718685,0.0010612624112939,0.001092718719281,0.0011340427212511,0.0011195602014405,0.0010048893062452,0.0008956093165347
45,神綺,0.0,0.0002633658151171,0.0010208248264597,0.0051857761568269,0.0044627914760682,0.0034710731080342,0.0036747303755655,0.003247214979853,0.0032670798715052,0.0031034159624723,0.0029970830528576,0.0034873365311001,0.0033952843692286,0.0031684454430557,0.0031990160345741,0.0029132641800926,0.0022904545911313,0.0025302336826026
46,ルイズ,0.0,0.0002633658151171,0.0,5.698655117392296e-05,0.0001673546803525,0.0001385350686133,0.000117062047975,0.0001706565536857,0.0001250556888614,0.0001708808078803,0.0003098588539496,0.0001906160648719,0.0002794783574226,0.0002062561438,0.000270816172239,0.0002528039164543,0.0002113732678653,0.0006071461931109
47,ビビット（オリジナル）,0.0,0.0002633658151171,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
48,鈴仙・優曇華院・イナバ,0.0,0.0,0.0634953042057982,0.0507750170959653,0.0207659265870802,0.016054675173746,0.0134519562086147,0.0149324484474994,0.0129041838943904,0.0129318185576557,0.0171971663942045,0.0168148368045247,0.0182756185347025,0.0163074006459766,0.0154985838570993,0.0170823217832708,0.0181884964430383,0.0180632860620113
49,上白沢 慧音,0.0,0.0,0.041649652919559,0.0351037155231365,0.0255215887537654,0.0170398134394409,0.0138896664749563,0.0128845698032709,0.0119037383834989,0.0088637528732781,0.0080883845668921,0.0071934128087745,0.0067074805781425,0.0059419323128774,0.0060877218717911,0.0054051884994281,0.0053882857627976,0.0049780493299413
50,藤原 妹紅,0.0,0.0,0.0222539812168231,0.0209140642808297,0.0354791922347428,0.0320323864204847,0.0276928088274963,0.0253567196018013,0.0239520724072438,0.0216853257484303,0.0282612644378198,0.0235426464384482,0.0237858742573995,0.0225740766746243,0.0215693797181255,0.0227001865933669,0.022831778064999,0.0239781537261193
51,八意 永琳,0.0,0.0,0.0128623928133932,0.0220537953043081,0.0181021979248019,0.0121679968598717,0.0089832397685225,0.007963972505333,0.0067412832276873,0.0062454179138209,0.0055240354307572,0.005262253331875,0.0056839855124462,0.0051169077376772,0.0057209916385506,0.0054011757388495,0.0059738936688508,0.0055247556305254
52,蓬莱山 輝夜,0.0,0.0,0.0100040832993058,0.0129929336676544,0.0187158317527613,0.0136610970438155,0.0129379011283763,0.0122209054278264,0.0117591427432528,0.0114655509803597,0.0103589020311782,0.0088433354686499,0.0093776319118963,0.0090313860412863,0.0090384897484794,0.0082181336650548,0.0083890931393781,0.0073956450310166
53,因幡 てゐ,0.0,0.0,0.0057166190281747,0.008832915431958,0.0103759901818587,0.0071730379970907,0.0054764679835298,0.0058734297226831,0.0046817723517503,0.0046358309492704,0.004792127448152,0.0046622814555567,0.0050797079828838,0.0045420235921921,0.0042935647307071,0.0040087478180614,0.0040749993936012,0.0039890329067742
54,ミスティア・ローレライ,0.0,0.0,0.0046957942017149,0.0168680191474811,0.0113661720406114,0.010228505899285,0.0091970052474335,0.0086845223986726,0.0084295350273168,0.0070722605325968,0.0066245686016817,0.0064278236957642,0.0069756287318858,0.0057137340261199,0.0058676837318468,0.0046026363837001,0.0038428353125032,0.0038489222468255
55,リグル・ナイトバグ,0.0,0.0,0.0022458146182115,0.0056986551173922,0.0057179515787124,0.0055798847080373,0.0048962473979142,0.0040578336098601,0.0037360387047357,0.0033239073274792,0.00329625711874,0.0027686202209271,0.0032479917213978,0.0027427678696812,0.0029846198982182,0.0026403964607451,0.0031082265782826,0.0031978197682404
56,森近 霖之助,0.0,0.0,0.0012249897917517,0.0079211306131752,0.0091905611960281,0.0094280810584079,0.0083826605658677,0.0073856364067314,0.0061746246375339,0.004911445155529,0.0046371980211772,0.0038998171960689,0.0040939802627851,0.0038310981603707,0.0034529061960483,0.0039204670853313,0.0034755309453929,0.0035110083022434
57,蓮子,0.0,0.0,0.0010208248264597,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
58,名無しの本読み妖怪,0.0,0.0,0.0010208248264597,0.0010257579211306,0.0006694187214102,0.0011236733343082,0.0018017376079642,0.0022754207158094,0.0019852590606754,0.0015875378280498,0.0013516256905044,0.0011186975610518,0.0013634011760751,0.0010971071478724,0.001258166800194,0.0012880961457434,0.0012474487939595,0.0012197869219061
59,大妖精,0.0,0.0,0.0004083299305839,0.0024504217004786,0.0033192011603257,0.0045562644788387,0.0061279437287825,0.0076463616970846,0.0083982711051014,0.0059422422869364,0.0054599267023538,0.0053559989375498,0.0051552426740791,0.0051344614520432,0.0060200178287313,0.0054814309504223,0.0044111175408626,0.0040220001208797
60,ユキ,0.0,0.0,0.0002041649652919,0.0,0.0003904942541559,0.0004079088131392,0.0005191447344981,0.0006162597771983,0.000386891037415,0.000446495014139,0.0005342394033614,0.0005062262706435,0.0005023056964487,0.0004958924308383,0.0006601144198327,0.0004855440300154,0.0004573978911185,0.0003763756943719
61,メリー,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
62,VIVIT,0.0,0.0,0.0002041649652919,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
63,エリー,0.0,0.0,0.0002041649652919,0.0001709596535217,0.0005717951578712,0.0006926753430667,0.0006769240165515,0.0006304811566721,0.0005783825609841,0.0005567406966424,0.0005983481317648,0.0006218458509757,0.0005249661038073,0.0004607850021064,0.0004344342763001,0.0004975823117513,0.0004573978911185,0.0004120901763196
64,毛玉,0.0,0.0,0.0,0.0010827444723045,0.0010459667522035,0.0005849258452563,0.0005802205856156,0.0006115193173737,0.0005627505998765,0.0004134213093879,0.0004060219465546,0.000509351124166,0.0004418779434924,0.0003335205729532,0.0003610882296521,0.0005176461146445,0.0005648170928205,0.0004450573904252
65,上海人形,0.0,0.0,0.0,0.0061545475267836,0.0026497824389155,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
66,夢月,0.0,0.0,0.0002041649652919,0.0001709596535217,0.0001115697869017,0.0001847134248177,0.0002799309842882,0.0003318321877222,0.0004572348623996,0.0005181547077662,0.0008547830453782,0.0009624548849272,0.0011858946517661,0.001083941862098,0.0010381286602498,0.0010272667081318,0.0008697490202329,0.0008214330847971
67,くるみ,0.0,0.0,0.0,5.698655117392296e-05,0.0001673546803525,0.0002385881737229,0.0003002896013273,0.0003507940270206,0.0005393026582149,0.0004134213093879,0.0005182122212605,0.0005187256847335,0.0006080542641221,0.000645099002949,0.0007334604664808,0.0006982203406833,0.0007103527854492,0.0006346188715322
68,明羅,0.0,0.0,0.0,5.698655117392296e-05,0.0001952471270779,0.0003309448861318,0.0003969930322633,0.0003744963261436,0.0003243631929843,0.0001874176602558,0.0002991740658824,0.0002687374029342,0.0003247991721397,0.0003510742873191,0.0003949402511819,0.0003049698039766,0.0002772108431021,0.0002994521947922
69,マリー,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
70,サラ,0.0,0.0,0.0,0.0,9.762356353899364e-05,5.387474890518814e-05,0.0001068827394555,0.0001611756340365,0.0001133317180306,0.0002039545126313,0.0001175326687395,0.000171866943737,0.0001623995860698,0.0001711487150681,0.0002031121291793,0.0001605104231456,0.0001524659637061,0.0001126379815273
71,夢子,0.0,0.0,0.0,0.0005128789605653,0.0004462791476068,0.0004002124204385,0.0006056688569145,0.000644702536146,0.0006682663373533,0.0006890355156466,0.0007212231945379,0.0007624642594878,0.0009668440472998,0.0007328675747788,0.0009817086243666,0.0007704500310988,0.0007657949540696,0.0007472568530596
72,その他1票項目,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
73,射命丸 文,0.0,0.0,0.0,0.0504900843400957,0.0526330469708802,0.0287691159153704,0.0207454307628882,0.0266413842142687,0.027418459782872,0.0255659737725521,0.0247887083159705,0.0238270081089948,0.0244581330090377,0.021845597528437,0.0222125681271933,0.0212234907004273,0.0200943209893654,0.0181511986329595
74,伊吹 萃香,0.0,0.0,0.0,0.0240483245953954,0.0202778087693852,0.0188099837606114,0.0144291698264936,0.0131547760132732,0.0109228328239919,0.0094756164111722,0.0080029062623542,0.0086120963079855,0.0078971519644684,0.008061543322567,0.0082203992281739,0.0098713910234545,0.0093004237860763,0.0091374128429277
75,風見 幽香,0.0,0.0,0.0,0.0157852746751766,0.0211564208412361,0.0308240527664683,0.0293367671534072,0.0340933870585446,0.0284853411284712,0.0214152238262969,0.0163744377130279,0.0147711826008155,0.0137699742049029,0.0124060876281421,0.0119610476072262,0.0108344535623282,0.011570087563975,0.0111484129033676
76,小野塚 小町,0.0,0.0,0.0,0.0135058126282197,0.0119240209751199,0.0132993665868807,0.0101182326684548,0.0091917515999051,0.0087304502786397,0.0066367900867082,0.0058285518906732,0.0050935112416605,0.0047851226872221,0.0043138253054346,0.0047957030500671,0.004526393932706,0.0037769977372664,0.0034588102132429
77,四季映姫・ヤマザナドゥ,0.0,0.0,0.0,0.0128219740141326,0.0221187102532634,0.0169320639416305,0.0147040111565221,0.011784783123963,0.0118763824515604,0.011189936774101,0.011774636450086,0.0119025670671687,0.0119873554926939,0.011760988625193,0.0129483982351812,0.0129933187536365,0.0122492541295752,0.0121346820586926
78,メディスン・メランコリー,0.0,0.0,0.0,0.0052997492591748,0.0042675443489902,0.0038481963503705,0.0043567440463769,0.0046029864896895,0.0040994818004892,0.0039853814225,0.0033283114829417,0.0027248722716122,0.0029458529566166,0.0029446355848897,0.0026122476613895,0.003053710800345,0.0024117343349885,0.0028269386095528
79,宇佐見蓮子,0.0,0.0,0.0,0.005128789605653,0.0070288965748075,0.0061648105532936,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
80,マエリベリー・ハーン,0.0,0.0,0.0,0.001424663779348,0.0026497824389155,0.0021472935635067,0.0026008133267507,0.0034368333728371,0.0034038595311974,0.0051209119522856,0.0065764870553792,0.0060965892223802,0.0066470528251862,0.0068810560314562,0.0076054208370476,0.0068417567865813,0.0049308878716791,0.0045824427606745
81,魂魄 妖忌,0.0,0.0,0.0,0.0010257579211306,0.0008088809550373,0.0008235140189793,0.0007990757187864,0.0006162597771983,0.000535394667938,0.0003968844570124,0.0004167067346219,0.0004843522959861,0.000513635900128,0.0004520081449234,0.0004231502691235,0.00050159507233,0.000696492243294,0.000609893460953
82,レイラ・プリズムリバー,0.0,0.0,0.0,0.0007978117164349,0.0004881178176949,0.000384819635037,0.0,0.0,0.0,0.0,0.0003419132181513,0.0003124853522491,0.0003285759066995,0.0003422974301362,0.0003723722368287,0.000300957043398,0.0002737457075633,0.0003379139445821
83,スターサファイア,0.0,0.0,0.0,0.0006268520629131,0.0011854289858306,0.0009466563021911,0.0009924825806582,0.0021569092201943,0.0019735350898446,0.0021167171040664,0.0017042236967229,0.0017842913613424,0.0018166093232469,0.0017860904367364,0.0020818993240879,0.0021147248249433,0.0016390091098413,0.0014093484030132
84,ルナチャイルド,0.0,0.0,0.0,0.0003989058582174,0.0030960615865223,0.0028476652992742,0.0028603856939998,0.004560322351268,0.0035367312006127,0.002552187549955,0.0018057291833616,0.0019905316938268,0.0020092227857949,0.0017334292936385,0.0024881235824465,0.0022872735298248,0.0016979164140005,0.0014258320100659
85,ザコ妖精,0.0,0.0,0.0,0.0003419193070435,0.0002649782438915,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
86,サニーミルク,0.0,0.0,0.0,0.0003419193070435,0.0023569117482985,0.0017470811430682,0.0018729927676012,0.0025266650865133,0.0020907747981523,0.0020560819786895,0.0015279246936137,0.0015624267612455,0.0016466562680575,0.0015578921499789,0.0017941571410839,0.001950201641219,0.0011954717608779,0.0011401161544843
87,サリエル,0.0,0.0,0.0,0.0001709596535217,0.0001952471270779,0.0001000531051096,0.0004224413035622,0.0004882673619341,0.0004728668235073,0.0005402038442669,0.0006197177078992,0.0006280955580207,0.0008535420105068,0.0007899171464681,0.0010719806817797,0.0009670752994522,0.0006895619722165,0.0008049494777443
88,化け化け,0.0,0.0,0.0,0.0001709596535217,9.762356353899364e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
89,るーこと,0.0,0.0,0.0,0.0001139731023478,0.0001255160102644,0.0001000531051096,0.0001984965161316,0.0001232519554396,0.0001602276013537,0.0001378071031293,0.0002297229434454,0.0002406137212318,0.0003172457030202,0.0002545288583064,0.000378014240417,0.0004133143395999,0.0004054208580368,0.0003653866230034
90,大ガマ,0.0,0.0,0.0,0.0001139731023478,0.0001673546803525,3.8481963503705815e-05,4.071723407828906e-05,4.266413842142688e-05,3.517191249228172e-05,3.858598887621064e-05,5.342394033614343e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0
91,オレンジ,0.0,0.0,0.0,5.698655117392296e-05,0.0001255160102644,0.0001308386759125,0.0001475999735337,0.0001659160938611,0.0001328716694152,0.0001819053761307,0.0002190381553781,0.0001499929690795,0.0001510693823905,0.0002413635725319,0.0003215942045339,0.0002407656347184,0.0002044429967878,0.0001703306062121
92,東風谷 早苗,0.0,0.0,0.0,0.0,0.029775186879393,0.0409063272044392,0.0367523934099156,0.0306518132258829,0.0268869731052109,0.0252076753044158,0.0222083319977348,0.0193397184506976,0.019231132378323,0.0188965735149557,0.0185565498019656,0.019008446861018,0.0182300780695036,0.0169918516035802
93,洩矢 諏訪子,0.0,0.0,0.0,0.0,0.0277111458217114,0.0207109927576944,0.0209693755503188,0.0178999762977008,0.0144204841218355,0.0121600987801315,0.0114220384438674,0.0105338812243176,0.0106239543166187,0.0104576253335205,0.0109736969792712,0.0125719788928793,0.0125056741594447,0.0137720536926027
94,鍵山 雛,0.0,0.0,0.0,0.0,0.015229275912083,0.0149694838029415,0.0139558319803335,0.0147286086750414,0.012826024088852,0.0093984444334198,0.007618253891934,0.0070277955720825,0.0078065103350341,0.0067845106024434,0.007091998510511,0.0064605445316105,0.0063238723582672,0.0070110275331183
95,河城 にとり,0.0,0.0,0.0,0.0,0.0130257726207742,0.0162855669547683,0.0159815143757284,0.0193884806826262,0.0162650555325418,0.0126837657720229,0.0119509354531952,0.0105838788806774,0.0106428379894175,0.0093429644712821,0.0089651437018313,0.0092654641760799,0.0082158363624393,0.008535761185501
