,初出作品,キャラ集計ポイント比率,音楽集計ポイント比率,名前,回,回n,名前n
41,秘封ナイトメアダイアリー,,0.0,秘封ナイトメアダイアリー,7.0,0.3684210526315789,0.9210526315789473
42,稀翁玉,,0.0003651672205035858,稀翁玉,7.0,0.3684210526315789,0.9473684210526315
43,黄昏酒場,,0.0008451012817369,黄昏酒場,7.0,0.3684210526315789,0.9736842105263158
0,CD,0.011206447025361301,,,,,
1,ダブルスポイラー,0.0091301256221853,0.027892417109085,ダブルスポイラー,8.0,0.42105263157894735,0.02631578947368421
2,儚月抄,0.004986963735482301,,,,,
3,剛欲異聞,0.0,0.0,東方剛欲異聞,8.0,0.42105263157894735,0.15789473684210525
4,地霊殿,0.1087414079165676,0.1127015927076023,東方地霊殿,8.0,0.42105263157894735,0.18421052631578946
5,天空璋,0.0,0.0,東方天空璋,8.0,0.42105263157894735,0.23684210526315788
6,妖々夢,0.1134534249822228,0.12353000100170197,東方妖々夢,8.0,0.42105263157894735,0.2631578947368421
7,妖精大戦争,0.0092438966579756,0.0261494540719217,妖精大戦争,8.0,0.42105263157894735,0.10526315789473684
8,封魔録,0.0319981038160701,0.0021536612240805877,東方封魔録,8.0,0.42105263157894735,0.2894736842105263
9,幺樂団の歴史,0.0039772457928419,,,,,
10,幻想郷,0.0340933870585446,0.014224181107882776,東方幻想郷,8.0,0.42105263157894735,0.3157894736842105
11,心綺楼,0.0,0.0,東方心綺楼,8.0,0.42105263157894735,0.3684210526315789
12,怪綺談,0.0302109504621948,0.018857056996894096,東方怪綺談,8.0,0.42105263157894735,0.39473684210526316
13,憑依華,0.0,0.0,東方憑依華,8.0,0.42105263157894735,0.42105263157894735
14,星蓮船,0.0807205498933393,0.10018531503555962,東方星蓮船,8.0,0.42105263157894735,0.47368421052631576
15,永夜抄,0.0919744015169468,0.0830662125613532,東方永夜抄,8.0,0.42105263157894735,0.5
16,深秘録,0.0,0.0,東方深秘録,8.0,0.42105263157894735,0.5263157894736842
17,神霊廟,0.0,0.0002404086947811,東方神霊廟,8.0,0.42105263157894735,0.5526315789473685
18,紅魔郷,0.1715145769139603,0.1303165381147944,東方紅魔郷,8.0,0.42105263157894735,0.5789473684210527
19,紺珠伝,0.0,0.0,東方紺珠伝,8.0,0.42105263157894735,0.6052631578947368
20,緋想天,0.031689973927470805,0.0126915756786536,東方緋想天,8.0,0.42105263157894735,0.631578947368421
21,花映塚,0.0522209054278263,0.05440248422317892,東方花映塚,8.0,0.42105263157894735,0.6578947368421053
22,茨歌仙,0.0043754444181085,,,,,
23,萃夢想,0.0131547760132732,0.013482920965641399,東方萃夢想,8.0,0.42105263157894735,0.6842105263157895
24,虹龍洞,0.0,0.0,東方虹龍洞,8.0,0.42105263157894735,0.7105263157894737
25,輝針城,0.0,0.0002404086947811,東方輝針城,8.0,0.42105263157894735,0.7368421052631579
26,鈴奈庵,0.0,,,,,
27,靈異伝,0.0387532590661294,0.0018832014424520125,東方靈異伝,8.0,0.42105263157894735,0.7631578947368421
28,風神録,0.1204313818440385,0.1431383351697877,東方風神録,8.0,0.42105263157894735,0.8157894736842105
29,香霖堂,0.0073856364067314,,,,,
30,鬼形獣,0.0,0.0,東方鬼形獣,8.0,0.42105263157894735,0.8421052631578947
31,Cradle,,0.0044976459981969,Cradle,8.0,0.42105263157894735,0.0
32,トルテルマジック,,0.0006711409395971683,トルテルマジック,8.0,0.42105263157894735,0.05263157894736842
33,メニュー,,0.0005509365922065845,メニュー,8.0,0.42105263157894735,0.07894736842105263
34,弾幕アマノジャク,,0.0109836722428127,弾幕アマノジャク,8.0,0.42105263157894735,0.13157894736842105
35,夢時空,,0.011569668436341364,東方夢時空,8.0,0.42105263157894735,0.21052631578947367
36,幻想麻雀,,0.0011469498146849,東方幻想麻雀,8.0,0.42105263157894735,0.34210526315789475
37,文花帖,,0.0227787238305117,東方文花帖,8.0,0.42105263157894735,0.4473684210526316
38,非想天則,,0.1003906641290184,東方非想天則,8.0,0.42105263157894735,0.7894736842105263
39,神魔討綺伝 ,,0.0003806471000701,神魔討綺伝 ,8.0,0.42105263157894735,0.868421052631579
40,秋霜玉,,0.0038815987178198144,秋霜玉,8.0,0.42105263157894735,0.8947368421052632
41,秘封ナイトメアダイアリー,,0.0,秘封ナイトメアダイアリー,8.0,0.42105263157894735,0.9210526315789473
42,稀翁玉,,0.0004708003606129484,稀翁玉,8.0,0.42105263157894735,0.9473684210526315
43,黄昏酒場,,0.0007663027146148,黄昏酒場,8.0,0.42105263157894735,0.9736842105263158
0,CD,0.0110713364545148,,,,,
1,ダブルスポイラー,0.0071828861289793,0.0224207815474188,ダブルスポイラー,9.0,0.47368421052631576,0.02631578947368421
2,儚月抄,0.0044590169059658,,,,,
3,剛欲異聞,0.0,0.0,東方剛欲異聞,9.0,0.47368421052631576,0.15789473684210525
4,地霊殿,0.100361098301587,0.1029268838875816,東方地霊殿,9.0,0.47368421052631576,0.18421052631578946
5,天空璋,0.0,0.0,東方天空璋,9.0,0.47368421052631576,0.23684210526315788
6,妖々夢,0.1072508851597973,0.12156757361997425,東方妖々夢,9.0,0.47368421052631576,0.2631578947368421
7,妖精大戦争,0.0076010410886096,0.02224610905833556,妖精大戦争,9.0,0.47368421052631576,0.10526315789473684
8,封魔録,0.0313733459431152,0.00214981525025167,東方封魔録,9.0,0.47368421052631576,0.2894736842105263
9,幺樂団の歴史,0.0050569394183347,,,,,
10,幻想郷,0.0284853411284712,0.014045459634978528,東方幻想郷,9.0,0.47368421052631576,0.3157894736842105
11,心綺楼,0.0,0.0,東方心綺楼,9.0,0.47368421052631576,0.3684210526315789
12,怪綺談,0.0362075299156655,0.0182913447542264,東方怪綺談,9.0,0.47368421052631576,0.39473684210526316
13,憑依華,0.0,0.0,東方憑依華,9.0,0.47368421052631576,0.42105263157894735
14,星蓮船,0.0634735780777372,0.07788153622214686,東方星蓮船,9.0,0.47368421052631576,0.47368421052631576
15,永夜抄,0.084107766739876,0.0785667898331643,東方永夜抄,9.0,0.47368421052631576,0.5
16,深秘録,0.0,0.0,東方深秘録,9.0,0.47368421052631576,0.5263157894736842
17,神霊廟,0.0557865612030354,0.06651886686821068,東方神霊廟,9.0,0.47368421052631576,0.5526315789473685
18,紅魔郷,0.1702476884237506,0.1294815810099643,東方紅魔郷,9.0,0.47368421052631576,0.5789473684210527
19,紺珠伝,0.0,0.0,東方紺珠伝,9.0,0.47368421052631576,0.6052631578947368
20,緋想天,0.0313928858944998,0.0107401186877168,東方緋想天,9.0,0.47368421052631576,0.631578947368421
21,花映塚,0.0521247743135613,0.052141977382151275,東方花映塚,9.0,0.47368421052631576,0.6578947368421053
22,茨歌仙,0.0137600337650359,,,,,
23,萃夢想,0.0109228328239919,0.0121822864180942,東方萃夢想,9.0,0.47368421052631576,0.6842105263157895
24,虹龍洞,0.0,0.0,東方虹龍洞,9.0,0.47368421052631576,0.7105263157894737
25,輝針城,0.0,0.0002373754338819,東方輝針城,9.0,0.47368421052631576,0.7368421052631579
26,鈴奈庵,0.0,,,,,
27,靈異伝,0.0374502708237261,0.0021811667226513862,東方靈異伝,9.0,0.47368421052631576,0.7631578947368421
28,風神録,0.10706330162650521,0.1364460866644265,東方風神録,9.0,0.47368421052631576,0.8157894736842105
29,香霖堂,0.0061746246375339,,,,,
30,鬼形獣,0.0,0.0,東方鬼形獣,9.0,0.47368421052631576,0.8421052631578947
31,Cradle,,0.0041070428843354,Cradle,9.0,0.47368421052631576,0.0
32,トルテルマジック,,0.0006225506662187293,トルテルマジック,9.0,0.47368421052631576,0.05263157894736842
33,メニュー,,0.0005284962490202479,メニュー,9.0,0.47368421052631576,0.07894736842105263
34,弾幕アマノジャク,,0.0105475310715485,弾幕アマノジャク,9.0,0.47368421052631576,0.13157894736842105
35,夢時空,,0.010887918486171152,東方夢時空,9.0,0.47368421052631576,0.21052631578947367
36,幻想麻雀,,0.0013839435673496,東方幻想麻雀,9.0,0.47368421052631576,0.34210526315789475
37,文花帖,,0.0228820960698688,東方文花帖,9.0,0.47368421052631576,0.4473684210526316
38,非想天則,,0.08416974582913367,東方非想天則,9.0,0.47368421052631576,0.7894736842105263
39,神魔討綺伝 ,,0.0003717388870227,神魔討綺伝 ,9.0,0.47368421052631576,0.868421052631579
40,秋霜玉,,0.004030903594221919,秋霜玉,9.0,0.47368421052631576,0.8947368421052632
41,秘封ナイトメアダイアリー,,0.0,秘封ナイトメアダイアリー,9.0,0.47368421052631576,0.9210526315789473
42,稀翁玉,,0.00047027208599253323,稀翁玉,9.0,0.47368421052631576,0.9473684210526315
43,黄昏酒場,,0.0006942111745605,黄昏酒場,9.0,0.47368421052631576,0.9736842105263158
0,CD,0.020343836480003298,,,,,
1,ダブルスポイラー,0.0050432199677319,0.013974450626301359,ダブルスポイラー,11.0,0.5789473684210527,0.02631578947368421
2,儚月抄,0.0046799371734461,,,,,
3,剛欲異聞,0.0,0.0,東方剛欲異聞,11.0,0.5789473684210527,0.15789473684210525
4,地霊殿,0.1114156275710267,0.0949553973828978,東方地霊殿,11.0,0.5789473684210527,0.18421052631578946
5,天空璋,0.0,0.0,東方天空璋,11.0,0.5789473684210527,0.23684210526315788
6,妖々夢,0.0936895641674943,0.11213129021228867,東方妖々夢,11.0,0.5789473684210527,0.2631578947368421
7,妖精大戦争,0.0050378775736982,0.01833835825070665,妖精大戦争,11.0,0.5789473684210527,0.10526315789473684
8,封魔録,0.0386094816809308,0.001864917788207376,東方封魔録,11.0,0.5789473684210527,0.2894736842105263
9,幺樂団の歴史,0.0041937793163872,,,,,
10,幻想郷,0.0163744377130279,0.012432785254715827,東方幻想郷,11.0,0.5789473684210527,0.3157894736842105
11,心綺楼,0.0190242651537006,0.006732353215429,東方心綺楼,11.0,0.5789473684210527,0.3684210526315789
12,怪綺談,0.0264181384962229,0.014061480123083876,東方怪綺談,11.0,0.5789473684210527,0.39473684210526316
13,憑依華,0.0,0.0,東方憑依華,11.0,0.5789473684210527,0.42105263157894735
14,星蓮船,0.0593005737731189,0.0582351661330921,東方星蓮船,11.0,0.5789473684210527,0.47368421052631576
15,永夜抄,0.0841427060294255,0.0852143101358271,東方永夜抄,11.0,0.5789473684210527,0.5
16,深秘録,0.0072870254618499,0.0047120256115376,東方深秘録,11.0,0.5789473684210527,0.5263157894736842
17,神霊廟,0.048396747550511904,0.04503154819258296,東方神霊廟,11.0,0.5789473684210527,0.5526315789473685
18,紅魔郷,0.1550416172495214,0.1411929257451894,東方紅魔郷,11.0,0.5789473684210527,0.5789473684210527
19,紺珠伝,0.0,0.0,東方紺珠伝,11.0,0.5789473684210527,0.6052631578947368
20,緋想天,0.027614834759752502,0.009324588941037399,東方緋想天,11.0,0.5789473684210527,0.631578947368421
21,花映塚,0.0457202081396714,0.052429055419139656,東方花映塚,11.0,0.5789473684210527,0.6578947368421053
22,茨歌仙,0.0113953264736993,,,,,
23,萃夢想,0.0080029062623542,0.011742765673079799,東方萃夢想,11.0,0.5789473684210527,0.6842105263157895
24,虹龍洞,0.0,0.0,東方虹龍洞,11.0,0.5789473684210527,0.7105263157894737
25,輝針城,0.0480815463025288,0.05964628725950283,東方輝針城,11.0,0.5789473684210527,0.7368421052631579
26,鈴奈庵,0.0055667745830261,,,,,
27,靈異伝,0.0391704330544603,0.002554937369844092,東方靈異伝,11.0,0.5789473684210527,0.7631578947368421
28,風神録,0.07986879080253399,0.1019861374444401,東方風神録,11.0,0.5789473684210527,0.8157894736842105
29,香霖堂,0.0046371980211772,,,,,
30,鬼形獣,0.0,0.0,東方鬼形獣,11.0,0.5789473684210527,0.8421052631578947
31,Cradle,,0.0040966027414291,Cradle,11.0,0.5789473684210527,0.0
32,トルテルマジック,,0.0007521835079103502,トルテルマジック,11.0,0.5789473684210527,0.05263157894736842
33,メニュー,,0.0009138097162214502,メニュー,11.0,0.5789473684210527,0.07894736842105263
34,弾幕アマノジャク,,0.0245982656264566,弾幕アマノジャク,11.0,0.5789473684210527,0.13157894736842105
35,夢時空,,0.009647841357659784,東方夢時空,11.0,0.5789473684210527,0.21052631578947367
36,幻想麻雀,,0.0009138097162216,東方幻想麻雀,11.0,0.5789473684210527,0.34210526315789475
37,文花帖,,0.0179902402635747,東方文花帖,11.0,0.5789473684210527,0.4473684210526316
38,非想天則,,0.05898734964100281,東方非想天則,11.0,0.5789473684210527,0.7894736842105263
39,神魔討綺伝 ,,0.0002921704534858,神魔討綺伝 ,11.0,0.5789473684210527,0.868421052631579
40,秋霜玉,,0.0031019799210515345,秋霜玉,11.0,0.5789473684210527,0.8947368421052632
41,秘封ナイトメアダイアリー,,0.0,秘封ナイトメアダイアリー,11.0,0.5789473684210527,0.9210526315789473
42,稀翁玉,,0.0004289310912876754,稀翁玉,11.0,0.5789473684210527,0.9473684210526315
43,黄昏酒場,,0.0004786622323065,黄昏酒場,11.0,0.5789473684210527,0.9736842105263158
0,CD,0.0178897864162617,,,,,
1,ダブルスポイラー,0.0047779010358889,0.011428003268694534,ダブルスポイラー,12.0,0.631578947368421,0.02631578947368421
2,儚月抄,0.004537287314657,,,,,
3,剛欲異聞,0.0,0.0,東方剛欲異聞,12.0,0.631578947368421,0.15789473684210525
4,地霊殿,0.1002671749761726,0.0850202429149788,東方地霊殿,12.0,0.631578947368421,0.18421052631578946
5,天空璋,0.0,0.0,東方天空璋,12.0,0.631578947368421,0.23684210526315788
6,妖々夢,0.0898645375997995,0.1048716602297397,東方妖々夢,12.0,0.631578947368421,0.2631578947368421
7,妖精大戦争,0.0053372498164147,0.016334152578446646,妖精大戦争,12.0,0.631578947368421,0.10526315789473684
8,封魔録,0.0342765182882052,0.001910881460099501,東方封魔録,12.0,0.631578947368421,0.2894736842105263
9,幺樂団の歴史,0.0043466712497851,,,,,
10,幻想郷,0.0147711826008155,0.012201677225710082,東方幻想郷,12.0,0.631578947368421,0.3157894736842105
11,心綺楼,0.0176272987203724,0.0048346854502689,東方心綺楼,12.0,0.631578947368421,0.3684210526315789
12,怪綺談,0.0244801024951955,0.011546073993057994,東方怪綺談,12.0,0.631578947368421,0.39473684210526316
13,憑依華,0.0,0.0,東方憑依華,12.0,0.631578947368421,0.42105263157894735
14,星蓮船,0.0532756277049509,0.04962388260041372,東方星蓮船,12.0,0.631578947368421,0.47368421052631576
15,永夜抄,0.0755152102245203,0.0814750140597368,東方永夜抄,12.0,0.631578947368421,0.5
16,深秘録,0.0060434667124978,0.0025758060657281,東方深秘録,12.0,0.631578947368421,0.5263157894736842
17,神霊廟,0.042391762886114404,0.038661947980523526,東方神霊廟,12.0,0.631578947368421,0.5526315789473685
18,紅魔郷,0.1520678718185081,0.1602312943347795,東方紅魔郷,12.0,0.631578947368421,0.5789473684210527
19,紺珠伝,0.0584878833804661,0.06131599143676465,東方紺珠伝,12.0,0.631578947368421,0.6052631578947368
20,緋想天,0.0252081933659359,0.0087279122299519,東方緋想天,12.0,0.631578947368421,0.631578947368421
21,花映塚,0.0435479586894362,0.053834036061284146,東方花映塚,12.0,0.631578947368421,0.6578947368421053
22,茨歌仙,0.0098714122775494,,,,,
23,萃夢想,0.0086120963079855,0.006304355256166801,東方萃夢想,12.0,0.631578947368421,0.6842105263157895
24,虹龍洞,0.0,0.0,東方虹龍洞,12.0,0.631578947368421,0.7105263157894737
25,輝針城,0.0428261175257406,0.04683679208056051,東方輝針城,12.0,0.631578947368421,0.7368421052631579
26,鈴奈庵,0.0053997468868646,,,,,
27,靈異伝,0.0482071152914707,0.0022215938926362384,東方靈異伝,12.0,0.631578947368421,0.7631578947368421
28,風神録,0.0720403731075102,0.0971566705298569,東方風神録,12.0,0.631578947368421,0.8157894736842105
29,香霖堂,0.0038998171960689,,,,,
30,鬼形獣,0.0,0.0,東方鬼形獣,12.0,0.631578947368421,0.8421052631578947
31,Cradle,,0.0040019761310709,Cradle,12.0,0.631578947368421,0.0
32,トルテルマジック,,0.0006959958488818033,トルテルマジック,12.0,0.631578947368421,0.05263157894736842
33,メニュー,,0.0009228159246333689,メニュー,12.0,0.631578947368421,0.07894736842105263
34,弾幕アマノジャク,,0.019668096979563898,弾幕アマノジャク,12.0,0.631578947368421,0.13157894736842105
35,夢時空,,0.008634698500190682,東方夢時空,12.0,0.631578947368421,0.21052631578947367
36,幻想麻雀,,0.0006742459786043,東方幻想麻雀,12.0,0.631578947368421,0.34210526315789475
37,文花帖,,0.017499324200459,東方文花帖,12.0,0.631578947368421,0.4473684210526316
38,非想天則,,0.06545778816247709,東方非想天則,12.0,0.631578947368421,0.7894736842105263
39,神魔討綺伝 ,,0.0001802132108712,神魔討綺伝 ,12.0,0.631578947368421,0.868421052631579
40,秋霜玉,,0.0026224129306084316,秋霜玉,12.0,0.631578947368421,0.8947368421052632
41,秘封ナイトメアダイアリー,,0.0055213599261747,秘封ナイトメアダイアリー,12.0,0.631578947368421,0.9210526315789473
42,稀翁玉,,0.00041946178392423785,稀翁玉,12.0,0.631578947368421,0.9473684210526315
43,黄昏酒場,,0.0004412116542019,黄昏酒場,12.0,0.631578947368421,0.9736842105263158
0,CD,0.0188874495333843,,,,,
1,ダブルスポイラー,0.0058426083639563,0.011256614943044,ダブルスポイラー,13.0,0.6842105263157895,0.02631578947368421
2,儚月抄,0.0048568806438574995,,,,,
3,剛欲異聞,0.0,0.0,東方剛欲異聞,13.0,0.6842105263157895,0.15789473684210525
4,地霊殿,0.0971791569573112,0.0817263132717425,東方地霊殿,13.0,0.6842105263157895,0.18421052631578946
5,天空璋,0.0,0.0,東方天空璋,13.0,0.6842105263157895,0.23684210526315788
6,妖々夢,0.0924506852884853,0.10465437856907853,東方妖々夢,13.0,0.6842105263157895,0.2631578947368421
7,妖精大戦争,0.0054724883770993,0.015659102460608802,妖精大戦争,13.0,0.6842105263157895,0.10526315789473684
8,封魔録,0.0339528436922867,0.0022311418064397495,東方封魔録,13.0,0.6842105263157895,0.2894736842105263
9,幺樂団の歴史,0.0048266667673795,,,,,
10,幻想郷,0.0137699742049029,0.012239513259783423,東方幻想郷,13.0,0.6842105263157895,0.3157894736842105
11,心綺楼,0.0168782267475895,0.005146201453045,東方心綺楼,13.0,0.6842105263157895,0.3684210526315789
12,怪綺談,0.0247867089157372,0.012359105450413497,東方怪綺談,13.0,0.6842105263157895,0.39473684210526316
13,憑依華,0.0,0.0,東方憑依華,13.0,0.6842105263157895,0.42105263157894735
14,星蓮船,0.0540526250193553,0.04808353514515417,東方星蓮船,13.0,0.6842105263157895,0.47368421052631576
15,永夜抄,0.0791339192307544,0.0828998116422988,東方永夜抄,13.0,0.6842105263157895,0.5
16,深秘録,0.0058501618330758,0.0017452985320058,東方深秘録,13.0,0.6842105263157895,0.5263157894736842
17,神霊廟,0.0405810128446738,0.037260441893143474,東方神霊廟,13.0,0.6842105263157895,0.5526315789473685
18,紅魔郷,0.1516056786980837,0.1594425509014255,東方紅魔郷,13.0,0.6842105263157895,0.5789473684210527
19,紺珠伝,0.054619135203320096,0.060592130833855964,東方紺珠伝,13.0,0.6842105263157895,0.6052631578947368
20,緋想天,0.0239293901706705,0.0087377044279008,東方緋想天,13.0,0.6842105263157895,0.631578947368421
21,花映塚,0.0441764641455703,0.05426495649833995,東方花映塚,13.0,0.6842105263157895,0.6578947368421053
22,茨歌仙,0.0088413356044097,,,,,
23,萃夢想,0.0078971519644684,0.0063084880557298,東方萃夢想,13.0,0.6842105263157895,0.6842105263157895
24,虹龍洞,0.0,0.0,東方虹龍洞,13.0,0.6842105263157895,0.7105263157894737
25,輝針城,0.042586458895909,0.04477232636708748,東方輝針城,13.0,0.6842105263157895,0.7368421052631579
26,鈴奈庵,0.0058539385676356,,,,,
27,靈異伝,0.0403128646909309,0.0026534517296018818,東方靈異伝,13.0,0.6842105263157895,0.7631578947368421
28,風神録,0.0762522707616536,0.0963875683917832,東方風神録,13.0,0.6842105263157895,0.8157894736842105
29,香霖堂,0.0040939802627851,,,,,
30,鬼形獣,0.0,0.0,東方鬼形獣,13.0,0.6842105263157895,0.8421052631578947
31,Cradle,,0.0044398600771369,Cradle,13.0,0.6842105263157895,0.0
32,トルテルマジック,,0.0007848237510090219,トルテルマジック,13.0,0.6842105263157895,0.05263157894736842
33,メニュー,,0.00078856100696595,メニュー,13.0,0.6842105263157895,0.07894736842105263
34,弾幕アマノジャク,,0.0203717822226206,弾幕アマノジャク,13.0,0.6842105263157895,0.13157894736842105
35,夢時空,,0.008838610338744321,東方夢時空,13.0,0.6842105263157895,0.21052631578947367
36,幻想麻雀,,0.0007026041199509,東方幻想麻雀,13.0,0.6842105263157895,0.34210526315789475
37,文花帖,,0.0178005501240764,東方文花帖,13.0,0.6842105263157895,0.4473684210526316
38,非想天則,,0.06425090441594106,東方非想天則,13.0,0.6842105263157895,0.7894736842105263
39,神魔討綺伝 ,,0.0001831255419021,神魔討綺伝 ,13.0,0.6842105263157895,0.868421052631579
40,秋霜玉,,0.0028440517834182615,秋霜玉,13.0,0.6842105263157895,0.8947368421052632
41,秘封ナイトメアダイアリー,,0.0052358955960175,秘封ナイトメアダイアリー,13.0,0.6842105263157895,0.9210526315789473
42,稀翁玉,,0.0003812001076329598,稀翁玉,13.0,0.6842105263157895,0.9473684210526315
43,黄昏酒場,,0.0005269530899632,黄昏酒場,13.0,0.6842105263157895,0.9736842105263158
0,CD,0.0186332677994663,,,,,
1,ダブルスポイラー,0.0051300730234517,0.010465777832661996,ダブルスポイラー,14.0,0.7368421052631579,0.02631578947368421
2,儚月抄,0.0039846931610726995,,,,,
3,剛欲異聞,0.0,0.0,東方剛欲異聞,14.0,0.7368421052631579,0.15789473684210525
4,地霊殿,0.089150926836118,0.0762286152801226,東方地霊殿,14.0,0.7368421052631579,0.18421052631578946
5,天空璋,0.0025847844403875,0.038286311574099806,東方天空璋,14.0,0.7368421052631579,0.23684210526315788
6,妖々夢,0.0916611079904503,0.09912719029368469,東方妖々夢,14.0,0.7368421052631579,0.2631578947368421
7,妖精大戦争,0.0050774118803538,0.014558589391326279,妖精大戦争,14.0,0.7368421052631579,0.10526315789473684
8,封魔録,0.0324129335767448,0.00192732613268962,東方封魔録,14.0,0.7368421052631579,0.2894736842105263
9,幺樂団の歴史,0.0043050484482516,,,,,
10,幻想郷,0.0124060876281421,0.01147133929319512,東方幻想郷,14.0,0.7368421052631579,0.3157894736842105
11,心綺楼,0.0160002106445723,0.0049351897997256,東方心綺楼,14.0,0.7368421052631579,0.3684210526315789
12,怪綺談,0.0225916303889903,0.011912375021500141,東方怪綺談,14.0,0.7368421052631579,0.39473684210526316
13,憑依華,0.0,0.0099674074596783,東方憑依華,14.0,0.7368421052631579,0.42105263157894735
14,星蓮船,0.0483912020783595,0.044271166407189706,東方星蓮船,14.0,0.7368421052631579,0.47368421052631576
15,永夜抄,0.071970228900435,0.077670802111678,東方永夜抄,14.0,0.7368421052631579,0.5
16,深秘録,0.0061438000280859,0.0015568561209143,東方深秘録,14.0,0.7368421052631579,0.5263157894736842
17,神霊廟,0.0395265763235497,0.035992925786917034,東方神霊廟,14.0,0.7368421052631579,0.5526315789473685
18,紅魔郷,0.1442169288021341,0.14818800471026058,東方紅魔郷,14.0,0.7368421052631579,0.5789473684210527
19,紺珠伝,0.0546798202499646,0.05990588297557918,東方紺珠伝,14.0,0.7368421052631579,0.6052631578947368
20,緋想天,0.0263700674062631,0.0101658735374151,東方緋想天,14.0,0.7368421052631579,0.631578947368421
21,花映塚,0.0408650470439543,0.05179523593206233,東方花映塚,14.0,0.7368421052631579,0.6578947368421053
22,茨歌仙,0.0073374526049712,,,,,
23,萃夢想,0.008061543322567,0.0062053726972421,東方萃夢想,14.0,0.7368421052631579,0.6842105263157895
24,虹龍洞,0.0,0.0,東方虹龍洞,14.0,0.7368421052631579,0.7105263157894737
25,輝針城,0.0410800800449372,0.04458871213156894,東方輝針城,14.0,0.7368421052631579,0.7368421052631579
26,鈴奈庵,0.0059550975986518,,,,,
27,靈異伝,0.0376263867434349,0.00293288759322361,東方靈異伝,14.0,0.7368421052631579,0.7631578947368421
28,風神録,0.0709784440387582,0.08837914959490777,東方風神録,14.0,0.7368421052631579,0.8157894736842105
29,香霖堂,0.0038310981603707,,,,,
30,鬼形獣,0.0,0.0,東方鬼形獣,14.0,0.7368421052631579,0.8421052631578947
31,Cradle,,0.0041721979897591,Cradle,14.0,0.7368421052631579,0.0
32,トルテルマジック,,0.0007453503808343005,トルテルマジック,14.0,0.7368421052631579,0.05263157894736842
33,メニュー,,0.000890892171174518,メニュー,14.0,0.7368421052631579,0.07894736842105263
34,弾幕アマノジャク,,0.0187131459519532,弾幕アマノジャク,14.0,0.7368421052631579,0.13157894736842105
35,夢時空,,0.008234137047441812,東方夢時空,14.0,0.7368421052631579,0.21052631578947367
36,幻想麻雀,,0.0006350914487582,東方幻想麻雀,14.0,0.7368421052631579,0.34210526315789475
37,文花帖,,0.0150966529798577,東方文花帖,14.0,0.7368421052631579,0.4473684210526316
38,非想天則,,0.061753822677174476,東方非想天則,14.0,0.7368421052631579,0.7894736842105263
39,神魔討綺伝 ,,0.000211697149586,神魔討綺伝 ,14.0,0.7368421052631579,0.868421052631579
40,秋霜玉,,0.002659445441674975,秋霜玉,14.0,0.7368421052631579,0.8947368421052632
41,秘封ナイトメアダイアリー,,0.0141131433057389,秘封ナイトメアダイアリー,14.0,0.7368421052631579,0.9210526315789473
42,稀翁玉,,0.00038811144090782296,稀翁玉,14.0,0.7368421052631579,0.9473684210526315
43,黄昏酒場,,0.000511601444833,黄昏酒場,14.0,0.7368421052631579,0.9736842105263158
0,CD,0.0200855327743987,,,,,
1,ダブルスポイラー,0.005224495322779,0.010955538352798295,ダブルスポイラー,15.0,0.7894736842105263,0.02631578947368421
2,儚月抄,0.0053204093837801005,,,,,
3,剛欲異聞,0.0,0.0,東方剛欲異聞,15.0,0.7894736842105263,0.15789473684210525
4,地霊殿,0.0894426828855458,0.0768738850930622,東方地霊殿,15.0,0.7894736842105263,0.18421052631578946
5,天空璋,0.0026348156757427,0.03142494923316768,東方天空璋,15.0,0.7894736842105263,0.23684210526315788
6,妖々夢,0.0938942237167257,0.09778645395083668,東方妖々夢,15.0,0.7894736842105263,0.2631578947368421
7,妖精大戦争,0.0063641800476183005,0.013732287704889833,妖精大戦争,15.0,0.7894736842105263,0.10526315789473684
8,封魔録,0.0335699213504699,0.002266276238878669,東方封魔録,15.0,0.7894736842105263,0.2894736842105263
9,幺樂団の歴史,0.0042766387199422,,,,,
10,幻想郷,0.0119610476072262,0.011510888223216203,東方幻想郷,15.0,0.7894736842105263,0.3157894736842105
11,心綺楼,0.0153744597781564,0.0045606004510113,東方心綺楼,15.0,0.7894736842105263,0.3684210526315789
12,怪綺談,0.0220489500231322,0.012599149585450243,東方怪綺談,15.0,0.7894736842105263,0.39473684210526316
13,憑依華,0.0,0.0138444795979042,東方憑依華,15.0,0.7894736842105263,0.42105263157894735
14,星蓮船,0.0472404960449549,0.04328363232472753,東方星蓮船,15.0,0.7894736842105263,0.47368421052631576
15,永夜抄,0.071061035194818,0.0768346179305073,東方永夜抄,15.0,0.7894736842105263,0.5
16,深秘録,0.0066293542162692,0.0012565492017546,東方深秘録,15.0,0.7894736842105263,0.5263157894736842
17,神霊廟,0.0375249658658779,0.034280232910369,東方神霊廟,15.0,0.7894736842105263,0.5526315789473685
18,紅魔郷,0.1522268988163072,0.1506344451549923,東方紅魔郷,15.0,0.7894736842105263,0.5789473684210527
19,紺珠伝,0.0525496214215588,0.05939438816151078,東方紺珠伝,15.0,0.7894736842105263,0.6052631578947368
20,緋想天,0.024452443551754,0.0091941256324817,東方緋想天,15.0,0.7894736842105263,0.631578947368421
21,花映塚,0.0425689170738311,0.051193160782201146,東方花映塚,15.0,0.7894736842105263,0.6578947368421053
22,茨歌仙,0.0071935545751007,,,,,
