,名前,12,13,14,15,16,17,18
0,東方紅魔郷,0.11184690377324427,0.1122615472739581,0.10236323542738614,0.10559935992566878,0.10892990198888061,0.11585300050637955,0.1422444554704439
1,東方永夜抄,0.10021303484383463,0.10156046588325146,0.09624117688520133,0.09650152920984373,0.0951835081484878,0.09729128446078879,0.0967735357888083
2,東方妖々夢,0.08987181801769273,0.09069448542813005,0.08431927340831513,0.08349356699487682,0.08259299593053247,0.08405070436565584,0.08625201356651056
3,東方風神録,0.07922007582596137,0.07969832150110222,0.07387753869080584,0.07542811423262057,0.07872413595460538,0.07755908453218001,0.07997172510823981
4,東方地霊殿,0.06830835890955046,0.0660464147471837,0.060757403361090694,0.06352995831774012,0.06434726122924667,0.06051650714327221,0.062245542966280834
5,東方紺珠伝,0.05830655352951796,0.05963270903126139,0.06002235356901916,0.06018763469306113,0.060860510880571636,0.05545271162099566,0.04878098513529128
6,東方鈴奈庵,0.04356743094421376,0.04644946277620593,0.045371703603757814,0.03933360003097134,0.030129344108824823,0.02349269070170924,0.020587655562881047
7,東方輝針城,0.040093879761689835,0.03932408741386194,0.03608792403814204,0.035346040185311844,0.03046369003267037,0.025543112823024496,0.0202885942077253
8,東方星蓮船,0.03767467051814407,0.035748381385499295,0.03174810951234985,0.03134557561523273,0.030282187959725645,0.02770975320222807,0.02429193825742386
9,東方非想天則,0.033471745802491425,0.03220739094964503,0.02981482786744938,0.02584816301247887,0.023709902370990237,0.01881075516963715,0.015999782500832616
10,東方深秘録,0.030236504784257087,0.0312700699519189,0.020450494899962743,0.015382431508175143,0.011367761410748745,0.008948805857400198,0.008264968360667995
11,東方神霊廟,0.028712764036829753,0.02719966673031192,0.025354183238850907,0.025899781910157307,0.0267285684262815,0.026846417572200593,0.023598659661380982
12,東方茨歌仙,0.027044592886802672,0.028813941781951364,0.026028817979519298,0.02658373230439664,0.027932213752125484,0.024671475888862142,0.02448225002888661
13,東方花映塚,0.024813143166636575,0.023667355192584748,0.021366789846243694,0.022918790569227396,0.020118071874820887,0.02127624249769639,0.02243639848566205
14,東方緋想天,0.01916591442498646,0.018243043863151134,0.017631125834482897,0.015885715760539935,0.013689077396305,0.01355602965225837,0.012784872932908304
15,弾幕アマノジャク,0.0175988445567792,0.01559597993438753,0.014761410892833768,0.012053012607915758,0.009323474904950231,0.009065024115288511,0.007795985780991932
16,東方儚月抄,0.015150749232713485,0.01346097099512246,0.01233473966147433,0.012762772450994308,0.011683001853231692,0.010733586246399309,0.01168378339801668
17,東方心綺楼,0.014414154179454776,0.012193851868566767,0.009465024719825198,0.008220309455291583,0.007651745285722474,0.007321750246963798,0.006511381323618371
18,東方三月精,0.014146957934645243,0.012931558209369738,0.013049651103078147,0.015885715760539935,0.011721212815956897,0.009571403667516167,0.008625201356651057
19,東方求聞史紀 / 東方求聞口授,0.013886983209965698,0.011551613407161827,0.0102302820375983,0.010285065362429185,0.008817179648841253,0.007097615035322049,0.00667450569915787
20,東方香霖堂,0.01355479328398628,0.01195084272100814,0.01064311822218642,0.009820495283323225,0.008922259796335569,0.0074130645924474735,0.005519041372419746
21,大空魔術,0.011706084130709515,0.011872732637864297,0.012818060072699445,0.013072485837064949,0.012857988957031772,0.0089072993367258,0.008054266042262807
22,東方文花帖,0.010644520671601373,0.01064032910381698,0.008760182453455237,0.009252687408860384,0.007661298026403775,0.007587391979279945,0.006490990776675933
23,ダブルスポイラー,0.010225672504062104,0.01057089791880023,0.009293848740849637,0.008233214179711193,0.006763340402361437,0.005536969857964686,0.0046218573069524965
24,蓬莱人形,0.009250767286513811,0.010084879623682977,0.010914985953500548,0.012788581899833529,0.01259051221795533,0.010733586246399309,0.010426366336566368
25,妖精大戦争,0.009221881205993862,0.009763760392980507,0.008619214000181246,0.008865545676272082,0.007374715805964731,0.007570789371010186,0.006402631739925371
26,東方幻想郷,0.007878678461816212,0.008409852285153877,0.008246654516528552,0.008839736227432863,0.010918782598727575,0.015847189593485137,0.0180592277420188
27,東方怪綺談,0.007365950532587109,0.007246879936123309,0.007491466373989306,0.008336451975068073,0.0078236946179859,0.007728514149572898,0.007768798385068682
28,東方萃夢想,0.007286513811157249,0.007038586381073059,0.006393926273498937,0.00629750551676969,0.007002158919393974,0.006225978101159692,0.00675606788692762
29,蓮台野夜行,0.006174399711139195,0.005554494801340022,0.0051252101940330065,0.006026506303957879,0.005330429300166218,0.004773249877555764,0.0041868589721804975
30,東方夢時空,0.005683336342300054,0.005476384718196178,0.00517555607020229,0.006129744099314759,0.006266597886933761,0.006715755045117588,0.006531771870560808
31,卯酉東海道,0.005567792020220256,0.005519779208831647,0.005709222357596689,0.00672336142261682,0.006620049292141916,0.005404148991806613,0.005648181503055184
32,The Grimoire of Marisa,0.004426791839682253,0.004391522452309455,0.0041988460725182,0.0040907976410163764,0.003286142794367704,0.0029635655761520133,0.003112956833212123
33,夢違科学世紀,0.004174038635132695,0.00410511881411536,0.004067946794478064,0.004839271657353757,0.004996083376320667,0.0038684077268538886,0.0034188150373486853
34,東方靈異伝,0.004058494313052898,0.004183228897259204,0.004420367927663045,0.005832935437663729,0.005999121147857321,0.00806886761910296,0.009100980785307931
35,伊弉諾物質,0.003769633507853403,0.0033587335751852944,0.003473865455680525,0.0036262275619104154,0.0036395941995758583,0.003420137303570391,0.0026371774045552483
36,鳥船遺跡,0.003228019498104351,0.002655742826890698,0.0027388156636089936,0.0026454685060200538,0.002970902351884756,0.002523596457003395,0.002127413730994311
