,mean,sd,hdi_3%,hdi_97%,mcse_mean,mcse_sd,ess_bulk,ess_tail,r_hat
indivisual[115],22.266,1.524,19.439,25.103,0.051,0.036,897.0,2895.0,1.0
indivisual[116],14.817,1.298,12.174,17.083,0.075,0.053,305.0,2273.0,1.02
indivisual[117],9.677,0.974,7.875,11.476,0.042,0.03,522.0,4027.0,1.01
indivisual[118],34.873,2.062,30.834,38.568,0.086,0.061,581.0,2089.0,1.01
indivisual[119],12.786,1.16,10.474,14.843,0.082,0.058,202.0,2434.0,1.02
indivisual[120],5.397,0.901,3.625,6.981,0.09,0.064,102.0,1158.0,1.03
indivisual[121],0.07,0.02,0.035,0.111,0.0,0.0,1947.0,3904.0,1.0
indivisual[122],2.993,0.785,1.491,4.426,0.101,0.072,61.0,827.0,1.05
indivisual[123],1.045,0.57,0.0,1.95,0.085,0.06,46.0,569.0,1.06
indivisual[124],0.065,0.019,0.03,0.1,0.0,0.0,3158.0,3046.0,1.0
indivisual[125],0.044,0.014,0.019,0.071,0.0,0.0,1116.0,2114.0,1.0
indivisual[126],0.698,0.165,0.407,1.006,0.003,0.002,2246.0,5346.0,1.0
indivisual[127],0.062,0.019,0.029,0.099,0.001,0.0,1204.0,2790.0,1.01
indivisual[128],0.534,0.131,0.313,0.797,0.002,0.002,4336.0,3843.0,1.0
indivisual[129],0.51,0.125,0.289,0.75,0.002,0.001,5701.0,4657.0,1.0
indivisual[130],0.822,0.184,0.496,1.182,0.003,0.002,4157.0,4791.0,1.0
indivisual[131],0.043,0.014,0.019,0.07,0.0,0.0,850.0,1773.0,1.0
indivisual[132],0.386,0.096,0.213,0.566,0.002,0.001,2895.0,4378.0,1.0
indivisual[133],0.566,0.143,0.339,0.873,0.006,0.005,645.0,235.0,1.01
indivisual[134],11.77,1.261,9.522,14.184,0.105,0.075,143.0,759.0,1.02
indivisual[135],16.542,1.378,14.134,19.382,0.087,0.061,247.0,2390.0,1.02
indivisual[136],9.253,1.108,6.894,11.125,0.106,0.075,114.0,61.0,1.03
indivisual[137],5.433,0.908,3.556,7.021,0.085,0.06,118.0,63.0,1.03
indivisual[138],10.331,1.252,8.042,12.89,0.109,0.077,145.0,74.0,1.02
indivisual[139],5.658,1.015,3.755,7.622,0.109,0.078,98.0,64.0,1.03
indivisual[140],13.357,1.105,11.248,15.405,0.023,0.016,2361.0,4074.0,1.0
indivisual[141],3.002,0.638,1.816,4.182,0.042,0.031,231.0,2214.0,1.02
indivisual[142],0.843,0.401,0.009,1.482,0.042,0.029,96.0,463.0,1.03
indivisual[143],1.004,0.223,0.599,1.408,0.005,0.003,2250.0,4812.0,1.0
indivisual[144],0.946,0.218,0.545,1.378,0.004,0.003,2952.0,789.0,1.0
indivisual[145],0.805,0.185,0.447,1.135,0.003,0.002,4940.0,3473.0,1.0
indivisual[146],0.036,0.012,0.014,0.059,0.0,0.0,1786.0,1988.0,1.0
indivisual[147],0.629,0.153,0.355,0.91,0.002,0.002,4053.0,5254.0,1.0
indivisual[148],0.376,0.1,0.198,0.566,0.002,0.001,4444.0,5158.0,1.0
indivisual[149],0.482,0.127,0.256,0.716,0.004,0.003,937.0,927.0,1.0
indivisual[150],0.024,0.009,0.008,0.043,0.0,0.0,693.0,1324.0,1.0
indivisual[151],0.167,0.047,0.085,0.26,0.001,0.001,4316.0,3688.0,1.0
indivisual[152],6.521,0.914,4.604,8.031,0.056,0.039,281.0,93.0,1.01
indivisual[153],11.433,1.074,9.504,13.464,0.038,0.027,805.0,1513.0,1.0
indivisual[154],0.029,0.011,0.009,0.048,0.0,0.0,671.0,1643.0,1.01
indivisual[155],0.037,0.013,0.014,0.063,0.0,0.0,1033.0,1367.0,1.0
indivisual[156],0.037,0.013,0.015,0.063,0.0,0.0,1102.0,2092.0,1.0
indivisual[157],12.838,1.347,9.79,14.964,0.075,0.053,337.0,69.0,1.01
indivisual[158],7.197,1.153,5.138,9.724,0.109,0.077,123.0,80.0,1.03
indivisual[159],11.373,1.392,8.483,13.661,0.114,0.081,158.0,77.0,1.02
indivisual[160],3.512,0.852,1.934,5.139,0.083,0.059,105.0,799.0,1.03
indivisual[161],4.161,0.895,2.568,5.897,0.086,0.061,110.0,521.0,1.03
indivisual[162],4.251,0.94,2.5,6.029,0.061,0.043,235.0,1198.0,1.02
indivisual[163],4.994,0.833,3.564,6.567,0.045,0.032,350.0,2244.0,1.01
indivisual[164],0.048,0.016,0.018,0.077,0.0,0.0,1938.0,2155.0,1.0
indivisual[165],0.034,0.013,0.011,0.058,0.0,0.0,1166.0,2005.0,1.0
indivisual[166],0.034,0.013,0.01,0.057,0.0,0.0,1261.0,2674.0,1.0
indivisual[167],0.034,0.013,0.01,0.058,0.0,0.0,1480.0,1782.0,1.0
indivisual[168],0.033,0.013,0.009,0.057,0.001,0.0,492.0,108.0,1.0
indivisual[169],22.351,1.725,19.233,25.542,0.062,0.044,764.0,3301.0,1.0
indivisual[170],6.006,1.16,3.84,8.082,0.092,0.065,162.0,313.0,1.02
indivisual[171],8.098,1.188,5.942,10.465,0.095,0.067,163.0,85.0,1.02
indivisual[172],7.465,0.916,5.805,9.244,0.015,0.011,3557.0,3580.0,1.0
indivisual[173],6.16,0.977,4.37,7.981,0.062,0.044,257.0,291.0,1.02
indivisual[174],13.486,1.325,11.078,16.001,0.034,0.025,1517.0,4960.0,1.0
indivisual[175],4.11,1.041,2.23,6.266,0.102,0.072,110.0,73.0,1.03
indivisual[176],3.282,0.78,1.832,4.739,0.071,0.05,123.0,1615.0,1.03
indivisual[177],1.806,0.709,0.493,3.144,0.079,0.056,81.0,1034.0,1.04
indivisual[178],0.918,0.564,0.001,1.867,0.062,0.044,85.0,72.0,1.04
indivisual[179],0.606,0.168,0.308,0.922,0.002,0.001,7311.0,5276.0,1.0
indivisual[180],0.647,0.176,0.318,0.977,0.002,0.002,5517.0,3650.0,1.0
indivisual[181],0.03,0.013,0.005,0.053,0.001,0.0,364.0,94.0,1.01
indivisual[182],0.031,0.012,0.008,0.054,0.0,0.0,1210.0,1477.0,1.0
indivisual[183],0.403,0.118,0.184,0.617,0.002,0.001,4653.0,4258.0,1.0
indivisual[184],0.423,0.127,0.204,0.659,0.004,0.003,1174.0,3685.0,1.0
indivisual[185],0.338,0.102,0.156,0.526,0.001,0.001,5781.0,5189.0,1.0
indivisual[186],0.31,0.094,0.143,0.486,0.001,0.001,5620.0,4739.0,1.0
indivisual[187],0.031,0.012,0.009,0.054,0.0,0.0,632.0,1230.0,1.01
indivisual[188],0.294,0.091,0.135,0.468,0.001,0.001,5987.0,4542.0,1.0
indivisual[189],7.748,0.996,5.974,9.704,0.016,0.011,4062.0,5007.0,1.0
indivisual[190],4.164,0.696,2.884,5.458,0.013,0.01,2782.0,3055.0,1.0
indivisual[191],0.522,0.159,0.231,0.821,0.002,0.001,6200.0,4679.0,1.0
indivisual[192],0.027,0.012,0.006,0.049,0.0,0.0,1060.0,1111.0,1.0
indivisual[193],0.027,0.012,0.006,0.049,0.0,0.0,1190.0,1694.0,1.0
indivisual[194],0.027,0.012,0.006,0.049,0.0,0.0,738.0,1125.0,1.01
indivisual[195],0.027,0.012,0.006,0.048,0.0,0.0,711.0,1478.0,1.0
indivisual[196],0.519,0.158,0.232,0.805,0.002,0.002,3936.0,4220.0,1.0
indivisual[197],0.027,0.012,0.007,0.05,0.0,0.0,1242.0,1579.0,1.0
indivisual[198],0.027,0.012,0.006,0.049,0.0,0.0,929.0,1703.0,1.0
indivisual[199],0.363,0.116,0.145,0.568,0.002,0.002,2289.0,2004.0,1.0
indivisual[200],0.027,0.011,0.007,0.049,0.0,0.0,1445.0,2182.0,1.01
indivisual[201],0.027,0.012,0.007,0.049,0.0,0.0,1284.0,1405.0,1.0
indivisual[202],14.135,1.699,10.895,17.5,0.129,0.091,194.0,66.0,1.02
indivisual[203],10.016,1.369,7.44,12.592,0.04,0.029,1135.0,2014.0,1.01
indivisual[204],13.577,1.58,10.508,16.459,0.063,0.045,632.0,3258.0,1.01
indivisual[205],9.801,1.444,7.108,12.468,0.083,0.059,302.0,2289.0,1.01
indivisual[206],6.978,1.291,4.471,9.339,0.084,0.059,235.0,704.0,1.02
indivisual[207],1.53,0.782,0.021,2.771,0.081,0.058,93.0,860.0,1.04
indivisual[208],2.001,0.847,0.295,3.487,0.088,0.063,94.0,877.0,1.04
indivisual[209],0.029,0.013,0.007,0.054,0.001,0.0,507.0,1612.0,1.01
indivisual[210],0.864,0.256,0.401,1.338,0.003,0.002,6003.0,4550.0,1.0
indivisual[211],0.647,0.202,0.291,1.031,0.003,0.002,5303.0,4566.0,1.0
indivisual[212],0.63,0.197,0.291,1.0,0.006,0.005,1369.0,2088.0,1.0
indivisual[213],0.035,0.015,0.009,0.064,0.0,0.0,818.0,1367.0,1.0
indivisual[214],0.035,0.015,0.007,0.062,0.0,0.0,1354.0,1037.0,1.0
indivisual[215],0.035,0.015,0.008,0.063,0.0,0.0,1824.0,1945.0,1.0
indivisual[216],0.036,0.016,0.007,0.064,0.001,0.0,644.0,1696.0,1.01
indivisual[217],0.035,0.015,0.01,0.064,0.0,0.0,1868.0,2367.0,1.0
indivisual[218],0.403,0.138,0.157,0.65,0.004,0.003,1558.0,4736.0,1.0
indivisual[219],0.421,0.14,0.183,0.694,0.002,0.001,5370.0,4121.0,1.0
indivisual[220],1.932,0.496,1.103,2.91,0.012,0.008,1662.0,3932.0,1.0
indivisual[221],1.854,0.488,0.943,2.733,0.011,0.008,1920.0,4467.0,1.0
indivisual[222],0.845,0.274,0.356,1.358,0.003,0.002,6295.0,4273.0,1.01
indivisual[223],1.075,0.358,0.473,1.77,0.027,0.026,343.0,85.0,1.01
indivisual[224],0.517,0.178,0.201,0.861,0.002,0.002,4619.0,3720.0,1.0
indivisual[225],0.388,0.138,0.136,0.651,0.003,0.002,3666.0,752.0,1.0
indivisual[226],0.412,0.146,0.153,0.68,0.002,0.001,4946.0,4131.0,1.0
indivisual[227],0.013,0.012,0.0,0.036,0.0,0.0,831.0,977.0,1.0
indivisual[228],7.743,1.564,5.034,10.837,0.052,0.037,907.0,3984.0,1.01
indivisual[229],3.933,1.189,1.615,6.044,0.085,0.06,198.0,73.0,1.02
indivisual[230],7.714,1.256,5.338,9.912,0.049,0.035,610.0,80.0,1.01
indivisual[231],1.324,0.73,0.009,2.534,0.03,0.021,553.0,1750.0,1.01
indivisual[232],1.9,0.894,0.258,3.499,0.047,0.033,372.0,1857.0,1.01
indivisual[233],1.693,0.92,0.01,3.178,0.066,0.047,186.0,92.0,1.02
indivisual[234],1.665,0.805,0.173,3.05,0.049,0.035,263.0,152.0,1.02
indivisual[235],0.501,0.403,0.0,1.235,0.02,0.014,257.0,80.0,1.01
indivisual[236],2.305,0.599,1.23,3.459,0.01,0.007,3182.0,3995.0,1.0
indivisual[237],0.888,0.319,0.294,1.483,0.018,0.016,526.0,86.0,1.01
indivisual[238],0.849,0.298,0.324,1.423,0.008,0.006,1529.0,734.0,1.0
indivisual[239],0.623,0.225,0.231,1.043,0.003,0.002,4286.0,3866.0,1.0
indivisual[240],0.644,0.237,0.229,1.074,0.005,0.003,1668.0,4314.0,1.0
indivisual[241],0.613,0.225,0.218,1.031,0.003,0.002,5915.0,4391.0,1.0
indivisual[242],0.542,0.201,0.199,0.914,0.006,0.004,1545.0,2292.0,1.0
indivisual[243],0.593,0.225,0.227,1.055,0.009,0.007,865.0,333.0,1.01
indivisual[244],0.567,0.204,0.206,0.96,0.002,0.001,8610.0,4790.0,1.0
indivisual[245],0.58,0.212,0.193,0.963,0.003,0.002,4262.0,3644.0,1.0
indivisual[246],0.436,0.164,0.15,0.738,0.002,0.002,5727.0,3957.0,1.01
indivisual[247],15.747,2.008,11.955,19.447,0.033,0.023,3731.0,3913.0,1.0
indivisual[248],8.683,1.831,5.431,12.128,0.047,0.033,1443.0,3740.0,1.0
indivisual[249],6.975,1.561,4.188,9.922,0.042,0.03,1337.0,4063.0,1.0
indivisual[250],5.165,1.558,2.13,7.982,0.037,0.026,1745.0,2695.0,1.0
indivisual[251],4.157,1.484,1.087,6.637,0.08,0.057,357.0,83.0,1.01
indivisual[252],2.909,1.254,0.536,5.206,0.038,0.027,1081.0,2669.0,1.01
indivisual[253],4.014,1.084,2.038,6.058,0.018,0.013,3531.0,4304.0,1.0
indivisual[254],1.462,0.552,0.491,2.511,0.007,0.005,5982.0,3891.0,1.0
indivisual[255],0.751,0.546,0.0,1.725,0.027,0.019,492.0,2169.0,1.01
indivisual[256],0.905,0.584,0.007,1.949,0.034,0.024,298.0,2442.0,1.01
indivisual[257],1.21,0.46,0.366,2.067,0.006,0.004,6391.0,4374.0,1.0
indivisual[258],0.789,0.348,0.19,1.429,0.005,0.004,4552.0,3798.0,1.0
indivisual[259],0.748,0.334,0.184,1.386,0.005,0.003,4625.0,4021.0,1.0
indivisual[260],7.041,2.075,3.29,10.914,0.053,0.037,1483.0,3678.0,1.0
indivisual[261],5.921,1.886,2.437,9.523,0.041,0.029,2069.0,3460.0,1.0
indivisual[262],5.51,1.885,2.334,9.2,0.071,0.05,648.0,2735.0,1.01
indivisual[263],3.723,1.656,0.688,6.742,0.067,0.048,555.0,1385.0,1.01
indivisual[264],2.728,1.286,0.507,5.219,0.046,0.032,807.0,2211.0,1.01
indivisual[265],1.808,0.987,0.043,3.468,0.021,0.015,1940.0,2512.0,1.0
indivisual[266],1.289,0.869,0.001,2.808,0.035,0.025,468.0,328.0,1.01
indivisual[267],0.788,0.579,0.0,1.809,0.014,0.01,1536.0,1661.0,1.0
indivisual[268],6.725,2.626,1.878,11.659,0.033,0.024,5366.0,2613.0,1.0
indivisual[269],1.6,0.935,0.107,3.323,0.012,0.008,4932.0,2741.0,1.0
bookpow,0.107,0.106,0.0,0.31,0.003,0.002,397.0,67.0,1.01
hifuupow,0.017,0.011,0.0,0.037,0.0,0.0,2980.0,3237.0,1.0
miscpow,0.006,0.004,0.0,0.014,0.0,0.0,193.0,254.0,1.02
mu_m,0.22,0.151,0.01,0.486,0.013,0.009,110.0,176.0,1.04
mu_b,0.151,0.052,0.057,0.248,0.005,0.003,116.0,186.0,1.06
mu_s,0.718,0.17,0.397,1.027,0.008,0.006,414.0,486.0,1.01
mu_t,0.36,0.217,0.001,0.692,0.041,0.029,30.0,87.0,1.11
sigma_m,0.055,0.05,0.002,0.142,0.004,0.003,90.0,221.0,1.04
sigma_b,0.053,0.028,0.004,0.102,0.002,0.002,116.0,109.0,1.04
sigma_s,0.386,0.112,0.19,0.603,0.005,0.004,442.0,567.0,1.01
sigma_t,0.197,0.135,0.0,0.418,0.023,0.016,33.0,77.0,1.1
