title,1,2,3,4,5,6,7,8,9,11,12,13,14,15,16,17,18
Cradle,0.0,0.0,0.0507237984944991,0.0,0.0094023844446951,0.0073446943734812,0.0052531913006734,0.0044976459981969,0.0041070428843354,0.0040966027414291,0.0040019761310709,0.0044398600771369,0.0041721979897591,0.0040389081484971,0.0033649556474038,0.0034200244596686,0.0030753866263273
ダブルスポイラー,0.0,0.0,0.0,0.0,0.0122419045469931,0.008863480590691,0.0066147433656941,0.027892417109085,0.0224207815474188,0.013974450626301359,0.011428003268694534,0.011256614943044,0.010465777832661996,0.010955538352798295,0.009734764673166918,0.008427402044077582,0.006937978234369552
トルテルマジック,0.0073746312684365,0.0047792444242147,0.0029530978575564304,0.0017070308332443,0.0007709955244648904,0.0007243441958999978,0.0006938177189568009,0.0006711409395971683,0.0006225506662187293,0.0007521835079103502,0.0006959958488818033,0.0007848237510090219,0.0007453503808343005,0.0007516856831924352,0.0007322079470568192,0.0006241183876821233,0.0007460823334165262
メニュー,0.0014749262536873,0.0,0.000810654313838861,0.0010135495572386765,0.0005077287600134614,0.0007243441958997702,0.0005321008070194943,0.0005509365922065845,0.0005284962490202479,0.0009138097162214502,0.0009228159246333689,0.00078856100696595,0.000890892171174518,0.0011331381194393596,0.0010562999891967826,0.0010426023932953701,0.0009164475906533021
妖精大戦争,0.0,0.0,0.0,0.0,0.0001316333822257,0.0002025048289613,0.0008555346308941,0.0261494540719217,0.02224610905833556,0.01833835825070665,0.016334152578446646,0.015659102460608802,0.014558589391326279,0.013732287704889833,0.011919385105369657,0.009549372093610153,0.0085505735140767
弾幕アマノジャク,0.0,0.0,0.0,0.0,0.0122419045469931,0.008863480590691,0.0066147433656941,0.0109836722428127,0.0105475310715485,0.0245982656264566,0.019668096979563898,0.0203717822226206,0.0187131459519532,0.0179170453143052,0.0166487282388195,0.0152494128597245,0.0127068983242518
東方剛欲異聞,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0046174859375229
東方地霊殿,0.0,0.0,0.0,0.0,0.0001316333822257,0.1292837559972575,0.1132435717527497,0.1127015927076023,0.1029268838875816,0.0949553973828978,0.0850202429149788,0.0817263132717425,0.0762286152801226,0.0768738850930622,0.0765017264903223,0.0670945304861982,0.07012292734509175
東方夢時空,0.0044247787610619,0.0061447428311329,0.0026635784597562914,0.0048543689320380765,0.007841588626875284,0.0117686460215584,0.010824599750642502,0.011569668436341364,0.010887918486171152,0.009647841357659784,0.008634698500190682,0.008838610338744321,0.008234137047441812,0.008610727788809495,0.008610445366483484,0.007547142583993952,0.006676555684471482
東方天空璋,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.038286311574099806,0.03142494923316768,0.023490671350662948,0.020491285792106476,0.017688613432418624
東方妖々夢,0.1342182890855454,0.4974965862539818,0.3125651418645039,0.09506027952629839,0.20431381398322498,0.16164558539472773,0.1351170882609163,0.12353000100170197,0.12156757361997425,0.11213129021228867,0.1048716602297397,0.10465437856907853,0.09912719029368469,0.09778645395083668,0.09476291266719673,0.1010891407008153,0.098189134808852
東方封魔録,0.0117994100294984,0.0054619936276738,0.0046902142443540915,0.0017603755467827766,0.0019180864267175973,0.0019237958751320567,0.0019197362449329181,0.0021536612240805877,0.00214981525025167,0.001864917788207376,0.001910881460099501,0.0022311418064397495,0.00192732613268962,0.002266276238878669,0.0023446658851111633,0.0020094447510918692,0.002035571090778056
東方幻想郷,0.0176991150442476,0.0116067364588069,0.008511870295309414,0.004640990077882865,0.013294971604798268,0.016550875443952368,0.015357889959465973,0.014224181107882776,0.014045459634978528,0.012432785254715827,0.012201677225710082,0.012239513259783423,0.01147133929319512,0.011510888223216203,0.011459254428256667,0.012449899166999328,0.011484968203380203
東方幻想麻雀,0.0,0.0,0.0,0.0,0.0,0.0,0.0012415685497123,0.0011469498146849,0.0013839435673496,0.0009138097162216,0.0006742459786043,0.0007026041199509,0.0006350914487582,0.0005833978436718,0.0006561863569253,0.0004148763848754,0.0004229758110708
東方心綺楼,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.006732353215429,0.0048346854502689,0.005146201453045,0.0049351897997256,0.0045606004510113,0.0035129976913443,0.0036328740832132,0.0031870052431375003
東方怪綺談,0.0516224188790556,0.0229858898497945,0.01146496815286553,0.011789181692093888,0.014836962653728204,0.016636550563897512,0.021284032280781923,0.018857056996894096,0.0182913447542264,0.014061480123083876,0.011546073993057994,0.012359105450413497,0.011912375021500141,0.012599149585450243,0.011715327152910735,0.0099029189259385,0.008823745392059731
東方憑依華,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0099674074596783,0.0138444795979042,0.0107190442085552,0.0099534256162718,0.0097431303147351
東方文花帖,0.0,0.0,0.0,0.0507308225754827,0.060325698597164,0.0365754875693185,0.0256816889505613,0.0227787238305117,0.0228820960698688,0.0179902402635747,0.017499324200459,0.0178005501240764,0.0150966529798577,0.015656378670077,0.0138199248586596,0.0125436973061891,0.0113733495865702
東方星蓮船,0.0,0.0,0.0,0.0,0.0001316333822257,0.0002025048289613,0.10708267907539576,0.10018531503555962,0.07788153622214686,0.0582351661330921,0.04962388260041372,0.04808353514515417,0.044271166407189706,0.04328363232472753,0.03996334959128295,0.03425796652849408,0.03154107124498728
