,Unnamed: 0_x,Number,Track Name,Notes,title,名前,Unnamed: 0_y,1,2,3,4,5,6,7,8,9,11,12,13,14,15,16,17,18
31,3.0,03,クリスタライズシルバー,１面ボス・レティ・ホワイトロックのテーマ,東方妖々夢　～ Perfect Cherry Blossom.,レティ・ホワイトロック,22.0,0.0073746312684365,0.0106964041875284,0.0048639258830341,0.0037341299477221,0.0051148971379141,0.0037073960994454,0.0028796043673999,0.0025944104978463,0.002414063374762,0.001927081714481,0.0017306682492286,0.001790145603492,0.0014951111189517,0.0012621587964053,0.0015444386205682,0.0014214025707905,0.0013482353977881
32,4.0,04,遠野幻想物語,２面テーマ,東方妖々夢　～ Perfect Cherry Blossom.,橙,9.0,0.0309734513274336,0.0141101502048247,0.0092067168500289,0.0088552224474554,0.0070517883335213,0.005958315159823,0.0062860928672408,0.0058449363918661,0.0065121486955548,0.0067572187859385,0.0069133516239385,0.0069475588244087,0.006597894495433,0.0063668899285337,0.0054895590347658,0.0046105393032241,0.0043178780713477
33,5.0,05,ティアオイエツォン,２面ボス・橙のテーマ,東方妖々夢　～ Perfect Cherry Blossom.,橙,12.0,0.0162241887905604,0.0154756486117432,0.0045165026056745,0.003307372239411,0.0029335439467448,0.0027493924855131,0.0022014366721789,0.0018431333266553,0.0017422461090583,0.0016349112609952,0.0015380265410559,0.0016219690854187,0.0013098761130639,0.0013182547429122,0.0011803352152011,0.0011796919813413,0.0011896194686366
34,6.0,06,ブクレシュティの人形師,３面テーマ,東方妖々夢　～ Perfect Cherry Blossom.,アリス・マーガトロイド,23.0,0.0073746312684365,0.0097860719162494,0.0061957151129125,0.0055478502080443,0.0050020685245778,0.0058259081562714,0.0053157913956169,0.0049083441851146,0.0045370059343858,0.0034811798713206,0.0031848024334997,0.0037073579095285,0.0032768954613013,0.0031245442204346,0.0025687295191834,0.0026516012424645,0.0025114188782329
35,7.0,07,人形裁判,３面ボス・アリス・マーガトロイドのテーマ,東方妖々夢　～ Perfect Cherry Blossom.,アリス・マーガトロイド,5.0,0.0589970501474926,0.0300409649522075,0.0138969310943833,0.0,0.0120350520892098,0.009346376721291,0.0076059115356324,0.0069117499749574,0.0073496808867987,0.0070742548099337,0.0,0.0,0.0,0.0,0.0,0.0,0.0
36,7.0,07,人形裁判,３面ボス・アリス・マーガトロイドのテーマ,東方妖々夢　～ Perfect Cherry Blossom.,アリス・マーガトロイド,203.0,0.0,0.0,0.0,0.0109890109890109,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
37,7.0,07,人形裁判,３面ボス・アリス・マーガトロイドのテーマ,東方妖々夢　～ Perfect Cherry Blossom.,アリス・マーガトロイド,558.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0072054213105228,0.0076613747122312,0.0067434362857735,0.0069446781775548,0.0064258249342813,0.0072404948212604,0.0072992700729927
38,8.0,08,天空の花の都,４面テーマ,東方妖々夢　～ Perfect Cherry Blossom.,プリズムリバー三姉妹,80.0,0.0,0.0197997269003186,0.0075854082223508,0.0067214339058999,0.0043815111512279,0.0032712318524518,0.0028743876928213,0.0030001001702894,0.003063486731609,0.0033879339819102,0.0028212688874319,0.0029524322061769,0.003047556882583,0.003696722874805,0.0038010795065798,0.0031602757665292,0.0028139640764293
39,9.0,09,幽霊楽団,４面ボス・プリズムリバー三姉妹のテーマ,東方妖々夢　～ Perfect Cherry Blossom.,プリズムリバー三姉妹,74.0,0.0,0.1019572143832498,0.0625361899247249,0.0,0.0311030877430516,0.0230466072652501,0.0177419102418972,0.0157968546529099,0.0161236143768894,0.0144095981102166,0.0148365186536208,0.0139922863037043,0.0132134304199983,0.0131040131040131,0.0123275010102869,0.0183339285907551,0.0161288901290957
40,9.0,09,幽霊楽団,４面ボス・プリズムリバー三姉妹のテーマ,東方妖々夢　～ Perfect Cherry Blossom.,プリズムリバー三姉妹,187.0,0.0,0.0,0.0,0.0447028699455883,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
41,8.0,08,幽霊楽団,プリズムリバー三姉妹のテーマ,東方花映塚　～ Phantasmagoria of Flower View.,プリズムリバー三姉妹,74.0,0.0,0.1019572143832498,0.0625361899247249,0.0,0.0311030877430516,0.0230466072652501,0.0177419102418972,0.0157968546529099,0.0161236143768894,0.0144095981102166,0.0148365186536208,0.0139922863037043,0.0132134304199983,0.0131040131040131,0.0123275010102869,0.0183339285907551,0.0161288901290957
42,8.0,08,幽霊楽団,プリズムリバー三姉妹のテーマ,東方花映塚　～ Phantasmagoria of Flower View.,プリズムリバー三姉妹,187.0,0.0,0.0,0.0,0.0447028699455883,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
43,10.0,10,東方妖々夢,５面テーマ,東方妖々夢　～ Perfect Cherry Blossom.,魂魄 妖夢,84.0,0.0,0.0122894856622667,0.0076433121019108,0.0,0.0070329835646319,0.0056311919745778,0.004220289734106,0.0040518882099569,0.0042638002463329,0.0045690485811083,0.0046327223691201,0.0050864053577301,0.0049616519434239,0.00487473775145,0.0048573794957768,0.0053861777619042,0.0052901349704063
44,10.0,10,東方妖々夢,５面テーマ,東方妖々夢　～ Perfect Cherry Blossom.,魂魄 妖夢,200.0,0.0,0.0,0.0,0.0132828336711831,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
45,5.0,05,東方妖々夢,魂魄 妖夢のテーマ,東方花映塚　～ Phantasmagoria of Flower View.,魂魄 妖夢,84.0,0.0,0.0122894856622667,0.0076433121019108,0.0,0.0070329835646319,0.0056311919745778,0.004220289734106,0.0040518882099569,0.0042638002463329,0.0045690485811083,0.0046327223691201,0.0050864053577301,0.0049616519434239,0.00487473775145,0.0048573794957768,0.0053861777619042,0.0052901349704063
46,5.0,05,東方妖々夢,魂魄 妖夢のテーマ,東方花映塚　～ Phantasmagoria of Flower View.,魂魄 妖夢,200.0,0.0,0.0,0.0,0.0132828336711831,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
47,11.0,11,広有射怪鳥事,５面ボス・魂魄 妖夢のテーマ,東方妖々夢　～ Perfect Cherry Blossom.,魂魄 妖夢,82.0,0.0,0.0177514792899408,0.0078749276201505,0.0,0.0039866110045507,0.0052261823166552,0.0052531913006734,0.0050035059601322,0.005352144216773,0.0051409567028253,0.0053908607045093,0.005968397763626,0.0055349983902195,0.0056264234346426,0.006893957884039,0.0086402516676226,0.0079278591255562
48,11.0,11,広有射怪鳥事,５面ボス・魂魄 妖夢のテーマ,東方妖々夢　～ Perfect Cherry Blossom.,魂魄 妖夢,214.0,0.0,0.0,0.0,0.0051210924997332,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
49,12.0,12,アルティメットトゥルース,６面テーマ,東方妖々夢　～ Perfect Cherry Blossom.,西行寺 幽々子,83.0,0.0,0.015703231679563,0.0075275043427909,0.0058145737757388,0.003328444093422,0.003598355037697,0.003349105079476,0.0035310027045978,0.0035068861269734,0.0033071208777546,0.002957982357748,0.0031654557957365,0.002743242230053,0.0029282084076604,0.0024086840662748,0.0019300770948551,0.0018358325133281
50,13.0,13,幽雅に咲かせ、墨染の桜,６面ボス・西行寺 幽々子のテーマ,東方妖々夢　～ Perfect Cherry Blossom.,西行寺 幽々子,75.0,0.0,0.0760127446517979,0.0686160972785176,0.0,0.0492684944902027,0.0376269549504642,0.0316704313668209,0.0291996393869578,0.0280416526704736,0.0240077083268579,0.0237384298457934,0.0219526414925105,0.0207727828031348,0.0203347806087532,0.0202097395660367,0.0194919748476682,0.0176915507644406
51,13.0,13,幽雅に咲かせ、墨染の桜,６面ボス・西行寺 幽々子のテーマ,東方妖々夢　～ Perfect Cherry Blossom.,西行寺 幽々子,185.0,0.0,0.0,0.0,0.0645471033820548,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
52,14.0,14,ボーダーオブライフ,６面ボス・西行寺 幽々子のテーマ２,東方妖々夢　～ Perfect Cherry Blossom.,西行寺 幽々子,77.0,0.0,0.0373236231224396,0.0196873190503763,0.0132294889576442,0.0109255707247357,0.009042619477849,0.007418111250802,0.0063958729840729,0.0054058895980293,0.0050477108134149,0.004623400996144,0.0049668131671001,0.0047499547938378,0.00438670301684,0.0045853022258321,0.0046249697861763,0.0068351716136233
53,15.0,15,妖々跋扈,EXTRAステージテーマ,東方妖々夢　～ Perfect Cherry Blossom.,八雲 藍,86.0,0.0,0.0111515703231679,0.0033584250144759,0.0021871332550944,0.001447967204483,0.0019627391114711,0.0018623528245684,0.0019583291595712,0.001751203672601,0.0016722096167593,0.0014044201950652,0.001427631775645,0.0012128482528369,0.0010882613622339,0.0009722761264199,0.0008153222867986,0.0007519569974592
54,15.0,15,妖々跋扈,EXTRAステージテーマ,東方妖々夢　～ Perfect Cherry Blossom.,八雲 藍,90.0,0.0,0.003641329085116,0.0017371163867979,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
55,15.0,15,妖々跋扈,EXTRAステージテーマ,東方妖々夢　～ Perfect Cherry Blossom.,八雲 藍,154.0,0.0,0.0,0.0011580775911986,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
56,15.0,15,妖々跋扈,EXTRAステージテーマ,東方妖々夢　～ Perfect Cherry Blossom.,八雲 藍,228.0,0.0,0.0,0.0,0.001386962552011,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
57,15.0,15,妖々跋扈,EXTRAステージテーマ,東方妖々夢　～ Perfect Cherry Blossom.,八雲 藍,312.0,0.0,0.0,0.0,0.0,0.0014291624355936,0.0019160072278646,0.0017736693567318,0.001642792747671,0.0015227858022617,0.0017032915798961,0.0013112064653042,0.0014463180554309,0.0011863861091387,0.0013294739322136,0.0011603295335875,0.0012554520168403,0.0013482353977881
58,17.0,17,妖々跋扈,PHANTASMステージテーマ,東方妖々夢　～ Perfect Cherry Blossom.,八雲 紫,86.0,0.0,0.0111515703231679,0.0033584250144759,0.0021871332550944,0.001447967204483,0.0019627391114711,0.0018623528245684,0.0019583291595712,0.001751203672601,0.0016722096167593,0.0014044201950652,0.001427631775645,0.0012128482528369,0.0010882613622339,0.0009722761264199,0.0008153222867986,0.0007519569974592
59,17.0,17,妖々跋扈,PHANTASMステージテーマ,東方妖々夢　～ Perfect Cherry Blossom.,八雲 紫,90.0,0.0,0.003641329085116,0.0017371163867979,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
60,17.0,17,妖々跋扈,PHANTASMステージテーマ,東方妖々夢　～ Perfect Cherry Blossom.,八雲 紫,154.0,0.0,0.0,0.0011580775911986,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
61,17.0,17,妖々跋扈,PHANTASMステージテーマ,東方妖々夢　～ Perfect Cherry Blossom.,八雲 紫,228.0,0.0,0.0,0.0,0.001386962552011,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
62,17.0,17,妖々跋扈,PHANTASMステージテーマ,東方妖々夢　～ Perfect Cherry Blossom.,八雲 紫,312.0,0.0,0.0,0.0,0.0,0.0014291624355936,0.0019160072278646,0.0017736693567318,0.001642792747671,0.0015227858022617,0.0017032915798961,0.0013112064653042,0.0014463180554309,0.0011863861091387,0.0013294739322136,0.0011603295335875,0.0012554520168403,0.0013482353977881
63,2.0,-,妖々跋扈,東方妖々夢『博麗神社例大祭』スコアアタックより,Cradle - 東方幻樂祀典 -,甘粕・バーレイ・天治,86.0,0.0,0.0111515703231679,0.0033584250144759,0.0021871332550944,0.001447967204483,0.0019627391114711,0.0018623528245684,0.0019583291595712,0.001751203672601,0.0016722096167593,0.0014044201950652,0.001427631775645,0.0012128482528369,0.0010882613622339,0.0009722761264199,0.0008153222867986,0.0007519569974592
64,2.0,-,妖々跋扈,東方妖々夢『博麗神社例大祭』スコアアタックより,Cradle - 東方幻樂祀典 -,甘粕・バーレイ・天治,90.0,0.0,0.003641329085116,0.0017371163867979,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
65,2.0,-,妖々跋扈,東方妖々夢『博麗神社例大祭』スコアアタックより,Cradle - 東方幻樂祀典 -,甘粕・バーレイ・天治,154.0,0.0,0.0,0.0011580775911986,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
66,2.0,-,妖々跋扈,東方妖々夢『博麗神社例大祭』スコアアタックより,Cradle - 東方幻樂祀典 -,甘粕・バーレイ・天治,228.0,0.0,0.0,0.0,0.001386962552011,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
67,2.0,-,妖々跋扈,東方妖々夢『博麗神社例大祭』スコアアタックより,Cradle - 東方幻樂祀典 -,甘粕・バーレイ・天治,312.0,0.0,0.0,0.0,0.0,0.0014291624355936,0.0019160072278646,0.0017736693567318,0.001642792747671,0.0015227858022617,0.0017032915798961,0.0013112064653042,0.0014463180554309,0.0011863861091387,0.0013294739322136,0.0011603295335875,0.0012554520168403,0.0013482353977881
68,16.0,16,少女幻葬,EXTRAステージボス・八雲 藍のテーマ,東方妖々夢　～ Perfect Cherry Blossom.,八雲 藍,79.0,0.0,0.0261720527992717,0.0173711638679791,0.0,0.0073150550979728,0.0059972583961617,0.0048984574293271,0.0045427226284683,0.0047161572052401,0.0036863208280234,0.0037969059255968,0.0036924088856997,0.0037488036905869,0.0035116062513322,0.0032889340572722,0.0031819214909574,0.0027669667640881
69,16.0,16,少女幻葬,EXTRAステージボス・八雲 藍のテーマ,東方妖々夢　～ Perfect Cherry Blossom.,八雲 藍,205.0,0.0,0.0,0.0,0.0105622532806998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
70,18.0,18,ネクロファンタジア,PHANTASMステージボス・八雲 紫のテーマ,東方妖々夢　～ Perfect Cherry Blossom.,八雲 紫,76.0,0.0,0.0707783340919435,0.0572090330052113,0.0456097300757494,0.0446989356500808,0.030523708642283,0.0242314534177043,0.0210457778222979,0.0198410032471167,0.0191091909364995,0.02026777197436,0.0198485663886148,0.0195863966939961,0.0188201900530667,0.0175649884567217,0.0165229029802554,0.0180557799350849
71,19.0,19,春風の夢,エンディングテーマ,東方妖々夢　～ Perfect Cherry Blossom.,エンディング,108.0,0.0,0.0006827492034592,0.0001158077591198,5.33447135388883e-05,3.76095377787807e-05,6.23091781419403e-05,2.6083372893115556e-05,5.008514474606832e-05,4.9266599484940095e-05,8.081310415565848e-05,0.0001056422270624,7.100786318653392e-05,7.0565716528696e-05,7.292473045897703e-05,8.402386277702867e-05,0.0001118362428794,0.0001468666010662
