,名前,1,2,3,4,5,6,7,8,9,11,12,13,14,15,16,17,18
55,幽夢 〜 Inanimate Dream,2.0,7.0,14.0,,131.0,375.0,496.0,605.0,562.0,343.0,630.0,480.0,369.0,297.0,388.0,382,432
56,裏切りの少女 〜 Judas Kiss,2.0,4.0,6.0,,18.0,71.0,106.0,104.0,94.0,73.0,135.0,128.0,76.0,72.0,88.0,107,118
57,恋色マジック,2.0,11.0,64.0,,,,,,,,,,,,,,
58,Magic Shop of Raspberry,1.0,,,2.0,6.0,9.0,28.0,22.0,27.0,33.0,43.0,40.0,41.0,37.0,45.0,37,40
59,Sacred Battle,1.0,3.0,7.0,3.0,6.0,15.0,18.0,23.0,19.0,13.0,17.0,16.0,12.0,17.0,25.0,16,23
60,ひもろぎ、むらさきにもえ,1.0,3.0,6.0,3.0,15.0,14.0,29.0,28.0,36.0,15.0,32.0,29.0,24.0,27.0,32.0,31,40
61,アリスマエステラ,1.0,5.0,39.0,56.0,104.0,171.0,262.0,261.0,331.0,217.0,370.0,293.0,305.0,253.0,287.0,246,291
62,プラスチックマインド,1.0,7.0,22.0,30.0,68.0,163.0,265.0,258.0,327.0,135.0,203.0,174.0,127.0,111.0,129.0,134,127
63,プリムローズシヴァ,1.0,4.0,4.0,2.0,1.0,4.0,6.0,9.0,8.0,1.0,2.0,10.0,3.0,1.0,12.0,3,12
64,怪綺談 〜 Mystic Square,1.0,,,,1.0,9.0,9.0,16.0,14.0,16.0,17.0,9.0,14.0,9.0,13.0,20,25
65,少女神性 〜 Pandora's Box,1.0,2.0,13.0,,16.0,33.0,55.0,55.0,80.0,48.0,84.0,77.0,64.0,69.0,83.0,88,83
66,少女綺想曲　～　Capriccio,1.0,,,,,,,,,,,,,,,,
67,人形の森,1.0,5.0,4.0,5.0,2.0,8.0,18.0,23.0,27.0,28.0,41.0,51.0,29.0,27.0,47.0,46,68
68,戦車むすめのみるゆめ,1.0,2.0,2.0,5.0,14.0,31.0,33.0,35.0,43.0,36.0,85.0,85.0,55.0,52.0,75.0,52,63
69,東方妖恋談,1.0,5.0,13.0,31.0,40.0,165.0,391.0,378.0,314.0,172.0,307.0,264.0,217.0,175.0,238.0,234,241
70,博麗　～Eastern Wind,1.0,1.0,7.0,5.0,,,,,,,,,,,,,
71,夢幻回廊,1.0,,1.0,1.0,1.0,13.0,9.0,10.0,13.0,29.0,82.0,47.0,45.0,37.0,85.0,82,84
72,夢想時空,1.0,3.0,2.0,3.0,6.0,9.0,18.0,23.0,17.0,10.0,30.0,28.0,16.0,20.0,28.0,38,33
73,妖々夢 〜 Snow or Cherry Petal,1.0,15.0,30.0,,36.0,86.0,123.0,131.0,170.0,133.0,360.0,315.0,243.0,210.0,331.0,533,727
74,幽霊楽団 〜 Phantom Ensemble,,448.0,1080.0,,1654.0,2959.0,3401.0,3154.0,3600.0,2318.0,4775.0,3744.0,2996.0,2336.0,3081.0,5082,5491
75,幽雅に咲かせ、墨染の桜 〜 Border of Life,,334.0,1185.0,,2620.0,4831.0,6071.0,5830.0,6261.0,3862.0,7640.0,5874.0,4710.0,3625.0,5051.0,5403,6023
76,ネクロファンタジア,,311.0,988.0,855.0,2377.0,3919.0,4645.0,4202.0,4430.0,3074.0,6523.0,5311.0,4441.0,3355.0,4390.0,4580,6147
77,ボーダーオブライフ,,164.0,340.0,248.0,581.0,1161.0,1422.0,1277.0,1207.0,812.0,1488.0,1329.0,1077.0,782.0,1146.0,1282,2327
78,ラクトガール 〜 少女密室,,137.0,304.0,,599.0,1274.0,1355.0,1249.0,1285.0,830.0,1799.0,1491.0,1064.0,923.0,1317.0,1544,2002
79,少女幻葬 〜 Necro-Fantasy,,115.0,300.0,,389.0,770.0,939.0,907.0,1053.0,593.0,1222.0,988.0,850.0,626.0,822.0,882,942
80,天空の花の都,,87.0,131.0,126.0,233.0,420.0,551.0,599.0,684.0,545.0,908.0,790.0,691.0,659.0,950.0,876,958
81,さくらさくら 〜 Japanize Dream...,,79.0,132.0,,177.0,300.0,317.0,332.0,365.0,249.0,620.0,578.0,477.0,388.0,513.0,958,1062
82,広有射怪鳥事 〜 Till When?,,78.0,136.0,,212.0,671.0,1007.0,999.0,1195.0,827.0,1735.0,1597.0,1255.0,1003.0,1723.0,2395,2699
83,アルティメットトゥルース,,69.0,130.0,109.0,177.0,462.0,642.0,705.0,783.0,532.0,952.0,847.0,622.0,522.0,602.0,535,625
84,東方妖々夢 〜 Ancient Temple,,54.0,132.0,,374.0,723.0,809.0,809.0,952.0,735.0,1491.0,1361.0,1125.0,869.0,1214.0,1493,1801
85,リーインカーネイション,,50.0,126.0,135.0,586.0,1178.0,1596.0,1276.0,1277.0,587.0,1112.0,815.0,600.0,472.0,649.0,640,742
86,妖々跋扈,,49.0,58.0,41.0,77.0,252.0,357.0,391.0,391.0,269.0,452.0,382.0,275.0,194.0,243.0,226,256
87,魔女達の舞踏会 〜 Magus,,22.0,64.0,,,,,,,,,,,,,,
88,紅楼 〜 Eastern Dream...,,17.0,51.0,,147.0,437.0,654.0,659.0,861.0,673.0,1257.0,1075.0,914.0,881.0,1216.0,1082,2905
89,サーカスレヴァリエ（機械サーカス）,,17.0,18.0,14.0,9.0,31.0,25.0,20.0,38.0,,78.0,68.0,68.0,59.0,90.0,105,120
90,妖々跋扈 〜 Who done it?,,16.0,30.0,,,,,,,,,,,,,,
91,桜花之恋塚 〜 Japanese Flower,,12.0,31.0,,,,,,,,,,,,,,
92,夢消失　～Lost Dream,,12.0,26.0,39.0,,,,,,,,,,,,,
93,ヴワル魔法図書館,,9.0,11.0,73.0,113.0,169.0,410.0,416.0,376.0,298.0,657.0,622.0,488.0,434.0,646.0,761,947
94,ディザストラスジェミニ,,9.0,10.0,11.0,10.0,19.0,22.0,23.0,36.0,16.0,21.0,18.0,10.0,12.0,11.0,14,9
95,赤より紅い夢,,9.0,11.0,14.0,29.0,50.0,67.0,74.0,104.0,203.0,594.0,528.0,433.0,392.0,645.0,1168,1579
96,ツェペシュの幼き末裔,,6.0,7.0,14.0,43.0,99.0,172.0,196.0,201.0,168.0,365.0,407.0,348.0,282.0,473.0,615,878
97,天空アーミー,,6.0,1.0,4.0,6.0,20.0,26.0,36.0,38.0,12.0,36.0,25.0,24.0,7.0,7.0,23,42
98,ハーセルヴス,,5.0,,,,,,,,,,,,,,,
99,眠れる恐怖 〜 Sleeping Terror,,5.0,18.0,,115.0,276.0,312.0,322.0,319.0,119.0,232.0,203.0,165.0,110.0,161.0,189,235
100,Maple Dream...,,4.0,6.0,3.0,7.0,14.0,25.0,19.0,29.0,24.0,52.0,35.0,40.0,29.0,53.0,44,49
101,Strawberry Crisis!!,,4.0,8.0,25.0,80.0,315.0,409.0,574.0,682.0,404.0,682.0,541.0,409.0,334.0,422.0,446,522
102,禁じざるをえない遊戯,,4.0,8.0,11.0,19.0,24.0,39.0,35.0,36.0,49.0,99.0,95.0,80.0,53.0,64.0,65,64
103,天鵞絨少女戦 〜 Velvet Battle,,4.0,6.0,,15.0,21.0,36.0,43.0,46.0,30.0,41.0,42.0,30.0,34.0,38.0,34,35
104,Sailor of Time,,3.0,6.0,4.0,12.0,20.0,33.0,25.0,28.0,31.0,54.0,44.0,45.0,42.0,52.0,40,56
105,幻想帝都,,3.0,,,,1.0,6.0,5.0,6.0,14.0,10.0,6.0,2.0,8.0,6.0,3,3
106,紅響曲 〜 Scarlet Phoneme,,3.0,4.0,,3.0,11.0,12.0,19.0,35.0,27.0,67.0,55.0,34.0,39.0,48.0,39,72
107,時の風,,3.0,1.0,3.0,2.0,6.0,10.0,11.0,11.0,6.0,14.0,10.0,14.0,8.0,17.0,11,25
108,春風の夢,,3.0,2.0,1.0,2.0,8.0,5.0,10.0,11.0,13.0,34.0,19.0,16.0,13.0,21.0,31,50
109,悲しき人形 〜 Doll of Misery,,3.0,6.0,,11.0,30.0,42.0,55.0,73.0,70.0,131.0,112.0,103.0,90.0,108.0,107,118
110,霊戦 〜 Perdition crisis,,3.0,1.0,,7.0,20.0,27.0,38.0,62.0,30.0,58.0,48.0,30.0,26.0,31.0,41,35
111,Dim. Dream,,2.0,6.0,10.0,11.0,21.0,46.0,64.0,75.0,38.0,79.0,73.0,60.0,53.0,63.0,79,89
112,Lotus Love,,2.0,,4.0,30.0,59.0,96.0,97.0,109.0,54.0,94.0,76.0,71.0,51.0,64.0,68,89
113,Magical and Hopeless,,2.0,1.0,,1.0,7.0,8.0,10.0,9.0,5.0,12.0,11.0,11.0,11.0,14.0,10,14
114,少女綺想曲 〜 Capriccio,,2.0,7.0,,,,,,,,,,,,,,
115,破邪の小太刀,,2.0,2.0,4.0,5.0,12.0,9.0,15.0,19.0,3.0,23.0,22.0,18.0,13.0,17.0,14,13
116,Dream Land,,1.0,2.0,1.0,6.0,18.0,25.0,32.0,48.0,29.0,52.0,47.0,48.0,31.0,49.0,36,47
117,Lotus Road,,1.0,,,1.0,3.0,1.0,3.0,2.0,5.0,4.0,5.0,2.0,3.0,3.0,3,4
118,Selection,,1.0,,,,2.0,4.0,4.0,7.0,5.0,12.0,7.0,10.0,5.0,8.0,8,9
119,アイリス,,1.0,3.0,2.0,5.0,3.0,5.0,5.0,6.0,4.0,8.0,8.0,7.0,11.0,17.0,14,13
120,いざ、倒れ逝くその時まで,,1.0,2.0,4.0,12.0,77.0,250.0,429.0,526.0,335.0,633.0,557.0,400.0,340.0,429.0,357,477
121,カナベラルの夢幻少女,,1.0,,4.0,,4.0,11.0,14.0,17.0,10.0,19.0,15.0,8.0,11.0,17.0,18,26
122,永遠の満月,,1.0,2.0,2.0,3.0,6.0,6.0,6.0,12.0,14.0,20.0,19.0,18.0,14.0,41.0,54,34
123,乙女戦士 ～ Heart of Valkyrie,,1.0,,,,,,,,,,,,,,,
124,怪綺談 〜 Mystic Spuare,,1.0,5.0,,,,,,,,,,,,,,
125,勝利デモ,,1.0,,,,1.0,2.0,3.0,5.0,0.0,5.0,1.0,7.0,1.0,5.0,1,5
126,真紅の少女 〜 Crimson Dead!!,,1.0,1.0,,8.0,9.0,11.0,20.0,16.0,10.0,30.0,25.0,22.0,19.0,25.0,39,42
127,装飾戦 〜 Decoration Battle,,1.0,,,3.0,5.0,14.0,23.0,16.0,28.0,31.0,40.0,32.0,36.0,28.0,36,36
128,魔法決戦！～Fight it out!,,1.0,2.0,1.0,,,,,,,,,,,,,
129,夢は時空を越えて,,1.0,1.0,1.0,21.0,56.0,70.0,94.0,82.0,64.0,115.0,87.0,67.0,40.0,75.0,79,76
130,恋色マスタースパーク,,,1112.0,,,,,,,,,,,,,,
131,シンデレラケージ 〜 Kagome-Kagome,,,876.0,,500.0,943.0,1007.0,898.0,917.0,659.0,1288.0,1188.0,946.0,720.0,841.0,948,1047
132,月まで届け、不死の煙,,,724.0,493.0,1283.0,3143.0,3934.0,3639.0,3870.0,3521.0,6974.0,5728.0,4424.0,3416.0,4943.0,5921,8154
133,千年幻想郷 〜 History of the Moon,,,633.0,,1173.0,2434.0,2639.0,2539.0,2659.0,2029.0,3552.0,2883.0,2321.0,1904.0,2398.0,2765,3303
134,プレインエイジア,,,615.0,435.0,725.0,1217.0,1339.0,1229.0,1216.0,809.0,1530.0,1236.0,833.0,618.0,808.0,913,998
135,竹取飛翔 〜 Lunatic Princess,,,473.0,,946.0,1837.0,2361.0,2323.0,2551.0,1846.0,3758.0,2960.0,2491.0,1874.0,2730.0,3212,3381
136,もう歌しか聞こえない,,,324.0,226.0,522.0,956.0,1061.0,922.0,1105.0,738.0,1769.0,1460.0,995.0,783.0,1030.0,1037,1337
137,ヴォヤージュ1969,,,321.0,223.0,314.0,722.0,806.0,797.0,811.0,526.0,1022.0,957.0,809.0,676.0,891.0,907,1016
138,少女綺想曲 〜 Dream Battle,,,262.0,,,,,,,,,,,,,,
139,懐かしき東方の血,,,215.0,,,,,,,,,,,,,,
140,ヴォヤージュ1970,,,213.0,74.0,172.0,390.0,436.0,436.0,465.0,309.0,616.0,570.0,433.0,375.0,448.0,471,520
141,狂気の瞳 〜 Invisible Full Moon,,,184.0,,323.0,824.0,897.0,923.0,957.0,903.0,1974.0,1915.0,1668.0,1195.0,1957.0,2385,3357
142,二色蓮花蝶 〜 Red and White,,,149.0,,,,,,,,,,,,,,
143,東方妖怪小町,,,149.0,,131.0,295.0,381.0,448.0,391.0,310.0,566.0,462.0,324.0,319.0,625.0,616,705
144,永夜の報い 〜 Imperishable Night.,,,118.0,,74.0,163.0,213.0,247.0,271.0,305.0,,,,,,,
145,蠢々秋月 〜 Mooned Insect,,,83.0,,106.0,179.0,220.0,232.0,249.0,210.0,419.0,374.0,271.0,238.0,259.0,376,444
146,夜雀の歌声 〜 Night Bird,,,55.0,,60.0,168.0,258.0,270.0,315.0,213.0,418.0,347.0,287.0,241.0,291.0,299,354
147,エクステンドアッシュ 〜 蓬莱人,,,50.0,,81.0,280.0,438.0,495.0,509.0,416.0,786.0,745.0,675.0,470.0,659.0,772,900
148,少女秘封倶楽部,,,49.0,63.0,93.0,313.0,531.0,610.0,815.0,843.0,1245.0,918.0,704.0,574.0,724.0,674,703
149,エニグマティクドール,,,33.0,16.0,33.0,93.0,124.0,173.0,187.0,166.0,293.0,254.0,223.0,181.0,229.0,269,264
150,月の妖鳥、化猫の幻,,,33.0,31.0,36.0,102.0,108.0,150.0,198.0,201.0,294.0,210.0,177.0,141.0,168.0,146,130
151,Eternal Dream 〜 幽玄の槭樹,,,30.0,,36.0,98.0,125.0,121.0,132.0,101.0,,,,,,,
152,幻視の夜 〜 Ghostly Eyes,,,28.0,,48.0,77.0,103.0,111.0,118.0,148.0,240.0,227.0,199.0,146.0,219.0,222,251
153,夜のデンデラ野を逝く,,,25.0,21.0,13.0,56.0,78.0,105.0,130.0,80.0,172.0,147.0,120.0,76.0,126.0,96,141
154,妖々跋扈 ～ Speed Fox!,,,20.0,,,,,,,,,,,,,,
155,魔術師メリー,,,18.0,9.0,15.0,45.0,77.0,100.0,142.0,153.0,271.0,215.0,174.0,140.0,178.0,174,207
156,永夜抄 〜 Eastern Night.,,,17.0,,19.0,30.0,41.0,50.0,58.0,59.0,168.0,149.0,124.0,119.0,161.0,234,310
157,幻想の永遠祭,,,11.0,4.0,7.0,10.0,20.0,19.0,19.0,16.0,27.0,34.0,29.0,29.0,29.0,24,32
158,過去の花 〜 Fairy of Flower,,,10.0,,10.0,34.0,35.0,36.0,42.0,52.0,65.0,53.0,49.0,53.0,75.0,53,46
159,ハーセルヴズ,,,8.0,29.0,27.0,32.0,65.0,60.0,58.0,41.0,61.0,62.0,53.0,37.0,43.0,31,38
160,月見草,,,6.0,7.0,3.0,8.0,18.0,15.0,12.0,22.0,42.0,58.0,69.0,41.0,56.0,54,69
161,古の冥界寺,,,5.0,3.0,5.0,6.0,22.0,10.0,15.0,21.0,25.0,29.0,34.0,26.0,46.0,32,32
162,宵闇の魔術師,,,5.0,9.0,6.0,14.0,18.0,25.0,21.0,37.0,63.0,51.0,40.0,37.0,32.0,31,30
163,夜の鳩山を飛ぶ,,,5.0,6.0,9.0,42.0,46.0,38.0,45.0,30.0,65.0,44.0,41.0,41.0,40.0,59,59
164,幻想科学 〜 Doll's Phantom,,,4.0,,,,,,,,,,,,,,
165,稀翁玉 〜 Fairy Dance,,,3.0,,1.0,3.0,1.0,2.0,5.0,5.0,6.0,1.0,4.0,2.0,7.0,5,4
166,夢幻遊戯　～Dream War,,,3.0,5.0,,,,,,,,,,,,,
167,Maniacal Princess,,,2.0,2.0,,4.0,7.0,19.0,17.0,26.0,34.0,31.0,26.0,23.0,21.0,23,26
168,蓬莱幻想 〜 far East,,,2.0,,8.0,20.0,14.0,20.0,20.0,33.0,57.0,44.0,48.0,51.0,57.0,73,97
169,A Sacred Lot,,,1.0,,4.0,10.0,9.0,8.0,7.0,8.0,27.0,35.0,31.0,27.0,47.0,57,65
170,Bad Apple!!,,,1.0,2.0,105.0,380.0,816.0,586.0,707.0,437.0,996.0,758.0,541.0,431.0,752.0,1400,1508
171,Dreamy pilot,,,1.0,,6.0,6.0,15.0,19.0,18.0,20.0,46.0,47.0,25.0,25.0,31.0,35,32
172,End of Daylight,,,1.0,2.0,4.0,6.0,33.0,27.0,47.0,29.0,54.0,53.0,32.0,36.0,52.0,43,48
173,Inventive City,,,1.0,,1.0,1.0,7.0,6.0,6.0,4.0,7.0,6.0,6.0,7.0,18.0,14,14
174,Selene's light,,,1.0,2.0,4.0,5.0,5.0,5.0,9.0,10.0,19.0,12.0,9.0,8.0,13.0,9,24
175,エキストララブ,,,1.0,1.0,4.0,2.0,10.0,9.0,11.0,7.0,19.0,16.0,20.0,16.0,23.0,7,16
176,かわいい悪魔 〜 Innocence,,,1.0,,12.0,31.0,77.0,100.0,118.0,126.0,233.0,257.0,206.0,159.0,217.0,212,214
177,メイド幻想 〜 Icemilk Magic,,,1.0,,4.0,6.0,14.0,14.0,30.0,42.0,83.0,77.0,63.0,40.0,60.0,56,69
178,星幽天使,,,1.0,,2.0,19.0,24.0,45.0,56.0,,,,,,,,
179,東方封魔録　～浄土曼荼羅,,,1.0,,,,,,,,,,,,,,
180,東方封魔録　～幽幻乱舞,,,1.0,2.0,,,,,,,,,,,,,
181,博麗神社境内,,,1.0,5.0,3.0,14.0,18.0,26.0,36.0,31.0,50.0,39.0,18.0,17.0,27.0,23,31
182,非統一魔法世界論,,,1.0,3.0,1.0,2.0,8.0,7.0,5.0,17.0,46.0,33.0,22.0,15.0,25.0,19,21
183,風の神社,,,1.0,4.0,1.0,9.0,10.0,18.0,21.0,38.0,53.0,60.0,70.0,41.0,65.0,87,80
184,魔鏡,,,1.0,1.0,3.0,16.0,21.0,26.0,38.0,42.0,48.0,47.0,47.0,48.0,80.0,69,72
185,幽雅に咲かせ、墨染の桜 ～ Border of Life,,,,1210.0,,,,,,,,,,,,,
186,風神少女,,,,951.0,1978.0,2662.0,2469.0,2261.0,2647.0,1580.0,3203.0,2571.0,1717.0,1380.0,1834.0,1783,1997
187,幽霊楽団 ～ Phantom Ensemble,,,,838.0,,,,,,,,,,,,,
188,恋色マスタースパーク(恋色マジック),,,,659.0,1281.0,2162.0,2493.0,2143.0,2459.0,,,,,,,,
189,上海紅茶館 ～ Chinese Tea,,,,527.0,,,,,,,,,,,,,
190,六十年目の東方裁判 ～ Fate of Sixty Years,,,,440.0,,,,,,,,,,,,,
191,千年幻想郷 ～ History of the Moon,,,,438.0,,,,,,,,,,,,,
192,竹取飛翔 ～ Lunatic Princess,,,,403.0,,,,,,,,,,,,,
193,月時計 ～ ルナ・ダイアル,,,,376.0,,,,,,,,,,,,,
194,シンデレラケージ ～ Kagome-Kagome,,,,349.0,,,,,,,,,,,,,
195,彼岸帰航 ～ Riverside View,,,,315.0,,,,,,,,,,,,,
196,夜が降りてくる ～ Evening Star,,,,308.0,,,,,,,,,,,,,
197,少女綺想曲,,,,292.0,604.0,1097.0,1286.0,1418.0,1548.0,1313.0,3142.0,2429.0,1946.0,1586.0,2515.0,3138,4031
198,砕月,,,,273.0,736.0,1928.0,2805.0,3476.0,3471.0,2410.0,5037.0,4108.0,3460.0,2796.0,3820.0,3693,5380
199,東方萃夢想,,,,251.0,466.0,651.0,810.0,729.0,728.0,439.0,781.0,629.0,471.0,373.0,463.0,411,390
200,東方妖々夢 ～ Ancient Temple,,,,249.0,,,,,,,,,,,,,
201,今昔幻想郷 ～ Flower Land,,,,249.0,,,,,,,,,,,,,
202,御伽の国の鬼が島 ～ Missing Power,,,,237.0,,,,,,,,,,,,,
203,人形裁判 ～ 人の形弄びし少女,,,,206.0,,,,,,,,,,,,,
204,Demystify Feast,,,,203.0,701.0,958.0,1349.0,1156.0,1210.0,876.0,1355.0,1116.0,898.0,695.0,835.0,766,935
205,少女幻葬 ～ Necro-Fantasy,,,,198.0,,,,,,,,,,,,,
