,mean,sd,hdi_3%,hdi_97%,mcse_mean,mcse_sd,ess_bulk,ess_tail,r_hat
noninttitlepow[1],105.936,55.441,45.001,206.708,26.987,20.583,5.0,15.0,2.87
noninttitlepow[2],48.517,49.094,2.067,134.175,16.0,11.684,7.0,29.0,2.17
noninttitlepow[3],115.58,89.922,32.573,311.789,41.612,31.486,5.0,23.0,2.94
noninttitlepow[4],80.69,48.725,4.425,142.886,24.229,18.547,4.0,17.0,3.59
noninttitlepow[5],101.698,87.354,8.551,256.431,43.518,33.323,4.0,15.0,3.44
noninttitlepow[6],62.45,35.85,26.033,122.859,17.811,13.646,5.0,14.0,2.81
noninttitlepow[7],108.701,55.085,45.807,224.311,25.582,19.368,5.0,15.0,2.79
noninttitlepow[8],154.39,93.906,27.427,271.012,44.222,33.865,5.0,18.0,2.24
noninttitlepow[9],143.883,56.71,78.972,230.664,27.725,21.185,5.0,19.0,3.07
noninttitlepow[10],151.351,105.734,3.854,285.945,50.234,38.163,5.0,22.0,2.13
noninttitlepow[11],80.481,69.413,3.261,208.789,32.72,24.827,5.0,20.0,2.78
noninttitlepow[12],157.495,20.247,128.008,188.534,9.196,6.974,6.0,11.0,1.92
noninttitlepow[13],229.865,57.195,142.246,327.132,28.072,21.443,5.0,12.0,3.01
noninttitlepow[14],142.903,89.417,38.821,253.803,44.201,33.8,5.0,15.0,2.84
noninttitlepow[15],168.439,77.147,98.29,320.052,38.129,29.156,5.0,16.0,2.64
noninttitlepow[16],146.429,83.955,27.724,293.164,41.69,31.935,4.0,14.0,3.36
noninttitlepow[17],253.532,59.731,178.24,349.25,29.206,22.292,4.0,11.0,3.43
indivisual[0],0.087,0.036,0.057,0.15,0.018,0.014,5.0,13.0,2.25
indivisual[1],0.175,0.038,0.119,0.244,0.018,0.014,5.0,21.0,2.94
indivisual[2],0.156,0.032,0.113,0.203,0.016,0.012,5.0,14.0,2.64
indivisual[3],0.031,0.012,0.021,0.053,0.006,0.005,5.0,35.0,2.2
indivisual[4],0.067,0.032,0.029,0.119,0.016,0.012,4.0,11.0,3.57
indivisual[5],0.03,0.016,0.015,0.057,0.008,0.006,4.0,11.0,3.17
indivisual[6],0.08,0.043,0.037,0.152,0.021,0.016,5.0,21.0,2.83
indivisual[7],0.068,0.024,0.046,0.109,0.012,0.009,5.0,12.0,2.39
indivisual[8],0.093,0.045,0.04,0.165,0.022,0.017,4.0,11.0,3.44
indivisual[9],0.202,0.02,0.17,0.246,0.007,0.005,9.0,70.0,1.41
indivisual[10],0.054,0.026,0.026,0.094,0.013,0.01,4.0,11.0,3.49
indivisual[11],0.059,0.014,0.041,0.082,0.007,0.005,5.0,44.0,2.02
indivisual[12],0.002,0.0,0.001,0.003,0.0,0.0,5.0,19.0,2.22
indivisual[13],0.041,0.023,0.021,0.08,0.011,0.009,5.0,44.0,2.77
indivisual[14],0.002,0.0,0.001,0.002,0.0,0.0,6.0,40.0,1.86
indivisual[15],0.002,0.0,0.001,0.002,0.0,0.0,5.0,11.0,2.15
indivisual[16],0.002,0.0,0.001,0.003,0.0,0.0,9.0,12.0,1.37
indivisual[17],0.035,0.006,0.026,0.044,0.003,0.002,6.0,17.0,1.79
indivisual[18],0.002,0.0,0.001,0.002,0.0,0.0,7.0,14.0,1.82
indivisual[19],0.014,0.007,0.008,0.025,0.003,0.003,5.0,26.0,2.2
indivisual[20],0.02,0.004,0.016,0.03,0.002,0.001,5.0,12.0,1.99
indivisual[21],0.013,0.002,0.01,0.016,0.001,0.0,9.0,67.0,1.45
indivisual[22],0.012,0.003,0.008,0.017,0.001,0.001,6.0,19.0,1.94
indivisual[23],0.017,0.003,0.013,0.022,0.001,0.001,6.0,19.0,1.71
indivisual[24],0.03,0.003,0.022,0.034,0.001,0.001,12.0,19.0,1.27
indivisual[25],0.002,0.0,0.001,0.003,0.0,0.0,9.0,17.0,1.43
indivisual[26],0.071,0.013,0.051,0.094,0.006,0.005,5.0,25.0,2.86
indivisual[27],0.032,0.004,0.026,0.04,0.002,0.001,6.0,19.0,1.92
indivisual[28],0.036,0.013,0.017,0.058,0.007,0.005,4.0,16.0,3.28
indivisual[29],0.054,0.006,0.043,0.065,0.003,0.002,6.0,20.0,1.85
indivisual[30],0.048,0.004,0.04,0.055,0.002,0.001,6.0,83.0,1.82
indivisual[31],0.014,0.004,0.008,0.019,0.002,0.001,5.0,13.0,2.6
indivisual[32],0.014,0.008,0.006,0.029,0.004,0.003,5.0,11.0,3.35
indivisual[33],0.014,0.007,0.006,0.027,0.003,0.003,5.0,17.0,2.83
indivisual[34],0.002,0.0,0.002,0.002,0.0,0.0,6.0,26.0,1.75
indivisual[35],0.063,0.012,0.046,0.09,0.005,0.004,7.0,18.0,1.99
indivisual[36],0.002,0.0,0.002,0.003,0.0,0.0,6.0,21.0,1.69
indivisual[37],0.029,0.021,0.013,0.067,0.011,0.008,5.0,14.0,2.19
indivisual[38],0.002,0.0,0.001,0.002,0.0,0.0,5.0,13.0,2.48
indivisual[39],0.002,0.0,0.001,0.002,0.0,0.0,6.0,18.0,1.81
indivisual[40],0.002,0.0,0.001,0.002,0.0,0.0,11.0,24.0,1.34
indivisual[41],0.002,0.0,0.001,0.002,0.0,0.0,5.0,15.0,2.06
indivisual[42],0.049,0.011,0.035,0.07,0.005,0.004,5.0,25.0,2.35
indivisual[43],0.002,0.001,0.001,0.003,0.0,0.0,5.0,12.0,3.09
indivisual[44],0.025,0.005,0.015,0.033,0.003,0.002,5.0,12.0,2.53
indivisual[45],0.174,0.022,0.131,0.215,0.009,0.007,5.0,16.0,2.08
indivisual[46],0.018,0.004,0.011,0.026,0.002,0.002,5.0,12.0,2.37
indivisual[47],0.002,0.0,0.001,0.003,0.0,0.0,6.0,26.0,2.17
indivisual[48],0.053,0.009,0.038,0.071,0.005,0.004,4.0,22.0,3.11
indivisual[49],0.035,0.013,0.022,0.057,0.006,0.005,5.0,26.0,2.46
indivisual[50],0.055,0.006,0.045,0.066,0.003,0.002,6.0,19.0,1.91
indivisual[51],0.018,0.002,0.014,0.023,0.001,0.001,7.0,13.0,1.6
indivisual[52],0.024,0.003,0.019,0.032,0.002,0.001,6.0,18.0,1.85
indivisual[53],0.02,0.002,0.017,0.024,0.001,0.001,7.0,17.0,1.52
indivisual[54],0.042,0.015,0.023,0.065,0.007,0.006,5.0,26.0,2.71
indivisual[55],0.015,0.002,0.01,0.018,0.001,0.001,7.0,16.0,1.66
indivisual[56],0.569,0.077,0.43,0.704,0.035,0.026,5.0,19.0,2.27
indivisual[57],0.002,0.0,0.001,0.003,0.0,0.0,8.0,25.0,1.59
indivisual[58],0.103,0.025,0.064,0.139,0.012,0.009,5.0,12.0,2.98
indivisual[59],0.017,0.005,0.011,0.026,0.002,0.002,5.0,24.0,2.18
indivisual[60],0.022,0.005,0.011,0.029,0.002,0.002,5.0,14.0,2.34
indivisual[61],0.002,0.0,0.001,0.003,0.0,0.0,6.0,14.0,1.87
indivisual[62],0.002,0.001,0.002,0.003,0.0,0.0,5.0,16.0,2.49
indivisual[63],0.05,0.011,0.031,0.063,0.005,0.003,7.0,16.0,1.56
indivisual[64],0.019,0.002,0.016,0.022,0.001,0.0,7.0,21.0,1.67
indivisual[65],0.002,0.0,0.001,0.002,0.0,0.0,5.0,18.0,2.57
indivisual[66],0.052,0.007,0.04,0.066,0.002,0.002,9.0,27.0,1.81
indivisual[67],0.055,0.009,0.04,0.072,0.004,0.003,6.0,25.0,1.91
indivisual[68],0.044,0.009,0.031,0.061,0.004,0.003,5.0,22.0,2.43
indivisual[69],0.002,0.0,0.001,0.002,0.0,0.0,6.0,14.0,1.98
indivisual[70],0.013,0.002,0.011,0.019,0.001,0.001,9.0,25.0,1.51
indivisual[71],0.056,0.007,0.043,0.069,0.002,0.002,10.0,16.0,1.71
indivisual[72],0.002,0.001,0.001,0.003,0.0,0.0,6.0,11.0,1.89
indivisual[73],0.09,0.029,0.048,0.146,0.014,0.011,4.0,11.0,3.13
indivisual[74],0.045,0.01,0.032,0.061,0.005,0.004,5.0,18.0,2.34
indivisual[75],0.973,0.086,0.828,1.141,0.037,0.028,5.0,19.0,2.01
indivisual[76],0.019,0.009,0.011,0.038,0.004,0.003,5.0,14.0,2.67
indivisual[77],0.036,0.012,0.023,0.056,0.006,0.004,5.0,11.0,2.73
indivisual[78],0.021,0.011,0.009,0.038,0.005,0.004,5.0,11.0,3.08
indivisual[79],0.005,0.001,0.004,0.007,0.001,0.0,5.0,11.0,2.74
indivisual[80],0.602,0.081,0.476,0.764,0.034,0.025,7.0,44.0,1.82
indivisual[81],0.05,0.01,0.031,0.066,0.005,0.004,5.0,14.0,3.09
indivisual[82],0.005,0.001,0.003,0.007,0.001,0.0,7.0,44.0,1.8
indivisual[83],0.034,0.014,0.018,0.057,0.007,0.005,5.0,12.0,2.95
indivisual[84],0.045,0.023,0.014,0.077,0.011,0.009,5.0,14.0,2.87
indivisual[85],0.002,0.0,0.001,0.002,0.0,0.0,8.0,29.0,1.74
indivisual[86],0.038,0.021,0.013,0.069,0.01,0.008,5.0,18.0,3.01
indivisual[87],0.053,0.014,0.034,0.076,0.007,0.005,4.0,11.0,3.09
indivisual[88],0.002,0.0,0.002,0.003,0.0,0.0,5.0,16.0,1.99
indivisual[89],0.037,0.008,0.021,0.051,0.003,0.003,6.0,25.0,1.93
indivisual[90],0.004,0.001,0.002,0.005,0.0,0.0,10.0,11.0,2.03
indivisual[91],0.036,0.004,0.029,0.042,0.001,0.001,8.0,21.0,1.82
indivisual[92],0.05,0.005,0.04,0.059,0.002,0.002,6.0,27.0,1.71
indivisual[93],0.033,0.008,0.024,0.05,0.004,0.003,5.0,21.0,2.88
indivisual[94],0.039,0.017,0.015,0.063,0.008,0.006,5.0,21.0,2.56
indivisual[95],0.025,0.003,0.019,0.031,0.002,0.001,5.0,18.0,2.24
indivisual[96],0.041,0.013,0.025,0.062,0.006,0.005,5.0,15.0,2.94
indivisual[97],0.019,0.006,0.011,0.028,0.003,0.002,5.0,24.0,2.58
indivisual[98],0.53,0.077,0.332,0.671,0.029,0.021,7.0,11.0,1.61
indivisual[99],0.017,0.008,0.006,0.028,0.004,0.003,5.0,21.0,2.16
indivisual[100],0.008,0.001,0.007,0.011,0.0,0.0,7.0,12.0,2.04
indivisual[101],0.21,0.038,0.141,0.272,0.018,0.014,5.0,14.0,2.37
indivisual[102],0.141,0.018,0.108,0.163,0.008,0.006,6.0,27.0,1.89
indivisual[103],0.04,0.005,0.032,0.049,0.002,0.001,9.0,34.0,1.5
indivisual[104],0.002,0.0,0.001,0.003,0.0,0.0,5.0,25.0,2.53
indivisual[105],0.32,0.04,0.228,0.384,0.017,0.013,6.0,18.0,1.97
indivisual[106],0.002,0.0,0.002,0.003,0.0,0.0,10.0,24.0,1.73
indivisual[107],0.004,0.001,0.003,0.005,0.0,0.0,5.0,12.0,2.35
indivisual[108],0.002,0.0,0.001,0.003,0.0,0.0,13.0,40.0,1.65
indivisual[109],0.019,0.006,0.013,0.029,0.003,0.002,5.0,13.0,2.41
indivisual[110],0.04,0.014,0.027,0.065,0.006,0.005,6.0,20.0,2.28
indivisual[111],0.038,0.007,0.023,0.049,0.003,0.003,5.0,12.0,2.19
indivisual[112],0.002,0.0,0.001,0.002,0.0,0.0,6.0,24.0,1.96
indivisual[113],0.061,0.014,0.047,0.088,0.007,0.005,5.0,15.0,2.86
indivisual[114],0.037,0.01,0.021,0.054,0.005,0.004,5.0,14.0,2.89
indivisual[115],0.072,0.016,0.048,0.093,0.008,0.006,5.0,16.0,2.71
indivisual[116],0.038,0.01,0.021,0.051,0.005,0.004,5.0,13.0,2.38
indivisual[117],0.045,0.018,0.025,0.069,0.009,0.007,5.0,12.0,2.34
indivisual[118],0.068,0.015,0.05,0.096,0.007,0.005,4.0,12.0,3.24
indivisual[119],0.042,0.02,0.018,0.071,0.009,0.007,5.0,20.0,2.85
indivisual[120],0.016,0.004,0.009,0.023,0.002,0.002,5.0,13.0,2.69
indivisual[121],0.005,0.001,0.003,0.006,0.0,0.0,5.0,13.0,2.41
indivisual[122],0.011,0.003,0.005,0.014,0.001,0.001,5.0,11.0,2.52
indivisual[123],0.006,0.003,0.003,0.011,0.002,0.001,5.0,12.0,2.62
indivisual[124],0.004,0.001,0.003,0.005,0.0,0.0,5.0,11.0,2.54
indivisual[125],0.004,0.001,0.002,0.004,0.0,0.0,6.0,14.0,1.76
indivisual[126],0.034,0.006,0.024,0.045,0.002,0.002,7.0,26.0,1.56
indivisual[127],0.004,0.001,0.003,0.006,0.0,0.0,5.0,12.0,2.08
indivisual[128],0.032,0.004,0.021,0.039,0.002,0.001,8.0,17.0,1.47
indivisual[129],0.029,0.008,0.02,0.046,0.004,0.003,6.0,14.0,2.07
indivisual[130],0.047,0.011,0.031,0.064,0.005,0.004,5.0,15.0,2.08
indivisual[131],0.004,0.001,0.002,0.006,0.0,0.0,5.0,14.0,2.17
indivisual[132],0.023,0.008,0.012,0.034,0.004,0.003,5.0,14.0,2.82
indivisual[133],0.035,0.007,0.023,0.045,0.003,0.003,6.0,13.0,1.91
indivisual[134],0.03,0.005,0.024,0.041,0.002,0.002,5.0,24.0,2.11
indivisual[135],0.046,0.011,0.028,0.058,0.005,0.004,5.0,28.0,2.21
indivisual[136],0.039,0.012,0.019,0.056,0.006,0.004,5.0,11.0,2.71
indivisual[137],0.025,0.007,0.014,0.038,0.003,0.003,5.0,23.0,2.64
indivisual[138],0.027,0.005,0.019,0.034,0.002,0.002,5.0,15.0,2.21
indivisual[139],0.019,0.005,0.011,0.025,0.002,0.002,4.0,16.0,3.19
indivisual[140],1.264,0.125,1.024,1.493,0.046,0.035,7.0,20.0,1.53
indivisual[141],0.011,0.002,0.008,0.015,0.001,0.001,6.0,29.0,1.89
indivisual[142],0.008,0.002,0.005,0.011,0.001,0.0,7.0,19.0,1.66
indivisual[143],0.051,0.01,0.035,0.067,0.004,0.003,7.0,12.0,1.61
indivisual[144],0.051,0.007,0.039,0.062,0.003,0.002,7.0,35.0,1.61
indivisual[145],0.04,0.013,0.024,0.064,0.006,0.005,5.0,12.0,2.71
indivisual[146],0.003,0.001,0.002,0.004,0.0,0.0,6.0,26.0,1.74
indivisual[147],0.032,0.01,0.021,0.049,0.005,0.004,6.0,39.0,1.91
indivisual[148],0.024,0.005,0.018,0.033,0.003,0.002,5.0,28.0,2.17
indivisual[149],0.023,0.007,0.014,0.037,0.003,0.002,5.0,12.0,2.63
indivisual[150],0.002,0.0,0.001,0.002,0.0,0.0,5.0,11.0,2.44
indivisual[151],0.01,0.002,0.007,0.014,0.001,0.001,6.0,15.0,1.91
indivisual[152],0.044,0.019,0.019,0.072,0.009,0.007,5.0,25.0,2.88
indivisual[153],0.056,0.009,0.044,0.068,0.004,0.003,6.0,26.0,1.69
indivisual[154],0.002,0.001,0.001,0.004,0.0,0.0,6.0,16.0,1.96
indivisual[155],0.003,0.001,0.002,0.004,0.0,0.0,8.0,12.0,1.71
indivisual[156],0.003,0.001,0.001,0.003,0.0,0.0,9.0,31.0,1.85
indivisual[157],0.043,0.004,0.035,0.048,0.001,0.001,12.0,30.0,1.35
indivisual[158],0.027,0.004,0.021,0.035,0.002,0.001,5.0,11.0,2.06
indivisual[159],0.034,0.006,0.023,0.042,0.002,0.002,6.0,23.0,1.87
indivisual[160],0.016,0.003,0.011,0.02,0.001,0.001,6.0,28.0,1.72
indivisual[161],0.016,0.003,0.012,0.021,0.001,0.001,5.0,19.0,2.39
indivisual[162],0.016,0.004,0.012,0.023,0.002,0.001,6.0,37.0,1.81
indivisual[163],0.042,0.007,0.032,0.053,0.003,0.003,5.0,19.0,2.34
indivisual[164],0.004,0.001,0.003,0.006,0.0,0.0,6.0,23.0,2.04
indivisual[165],0.002,0.0,0.002,0.003,0.0,0.0,7.0,12.0,1.55
indivisual[166],0.003,0.001,0.002,0.004,0.0,0.0,5.0,13.0,2.55
indivisual[167],0.002,0.001,0.001,0.003,0.0,0.0,6.0,33.0,2.07
indivisual[168],0.003,0.001,0.002,0.004,0.0,0.0,4.0,13.0,3.2
indivisual[169],0.112,0.016,0.088,0.136,0.006,0.005,6.0,13.0,1.68
indivisual[170],0.017,0.003,0.014,0.021,0.001,0.001,6.0,30.0,1.77
indivisual[171],0.021,0.004,0.017,0.028,0.002,0.001,5.0,12.0,2.05
indivisual[172],0.656,0.127,0.447,0.845,0.059,0.045,5.0,12.0,2.22
indivisual[173],0.013,0.001,0.011,0.016,0.0,0.0,10.0,25.0,1.34
indivisual[174],0.064,0.012,0.046,0.082,0.006,0.004,5.0,17.0,2.31
indivisual[175],0.012,0.002,0.009,0.015,0.001,0.001,6.0,20.0,1.95
indivisual[176],0.008,0.001,0.006,0.01,0.001,0.0,6.0,23.0,1.74
indivisual[177],0.008,0.001,0.006,0.01,0.0,0.0,6.0,19.0,1.8
indivisual[178],0.006,0.002,0.004,0.01,0.001,0.001,5.0,11.0,3.02
indivisual[179],0.039,0.015,0.012,0.061,0.007,0.005,5.0,12.0,2.52
indivisual[180],0.043,0.01,0.026,0.059,0.005,0.003,5.0,20.0,2.71
indivisual[181],0.003,0.0,0.002,0.004,0.0,0.0,10.0,34.0,1.72
indivisual[182],0.002,0.001,0.001,0.003,0.0,0.0,5.0,12.0,2.18
indivisual[183],0.028,0.006,0.022,0.043,0.003,0.002,6.0,11.0,2.3
indivisual[184],0.02,0.008,0.009,0.033,0.004,0.003,6.0,23.0,1.98
indivisual[185],0.023,0.006,0.015,0.033,0.002,0.002,7.0,29.0,1.81
indivisual[186],0.024,0.007,0.014,0.036,0.003,0.002,5.0,36.0,2.21
indivisual[187],0.002,0.001,0.001,0.004,0.0,0.0,6.0,12.0,1.97
indivisual[188],0.014,0.005,0.007,0.021,0.002,0.002,6.0,13.0,2.01
indivisual[189],0.041,0.005,0.03,0.049,0.002,0.001,8.0,14.0,1.46
indivisual[190],0.176,0.019,0.136,0.208,0.006,0.004,9.0,48.0,1.47
indivisual[191],0.029,0.008,0.015,0.042,0.003,0.003,6.0,19.0,2.03
indivisual[192],0.002,0.001,0.001,0.003,0.0,0.0,8.0,26.0,1.82
indivisual[193],0.002,0.0,0.001,0.003,0.0,0.0,11.0,34.0,1.42
indivisual[194],0.002,0.001,0.001,0.003,0.0,0.0,7.0,31.0,1.66
indivisual[195],0.002,0.001,0.001,0.003,0.0,0.0,6.0,31.0,1.83
indivisual[196],0.026,0.005,0.017,0.033,0.002,0.002,6.0,13.0,2.09
indivisual[197],0.002,0.0,0.001,0.003,0.0,0.0,6.0,29.0,1.76
indivisual[198],0.002,0.001,0.001,0.003,0.0,0.0,5.0,21.0,2.07
indivisual[199],0.028,0.011,0.012,0.04,0.005,0.004,5.0,16.0,2.96
indivisual[200],0.002,0.001,0.001,0.003,0.0,0.0,5.0,14.0,2.42
indivisual[201],0.002,0.001,0.002,0.004,0.0,0.0,6.0,18.0,1.93
indivisual[202],0.044,0.011,0.025,0.059,0.005,0.004,6.0,30.0,2.01
indivisual[203],0.03,0.008,0.018,0.041,0.004,0.003,5.0,12.0,2.8
indivisual[204],0.046,0.009,0.026,0.058,0.004,0.003,5.0,11.0,2.19
indivisual[205],0.035,0.007,0.024,0.045,0.003,0.002,6.0,16.0,1.94
indivisual[206],0.026,0.006,0.016,0.037,0.003,0.002,5.0,11.0,2.58
indivisual[207],0.009,0.002,0.006,0.014,0.001,0.001,6.0,11.0,2.16
indivisual[208],0.01,0.002,0.008,0.014,0.001,0.001,5.0,12.0,2.22
indivisual[209],0.002,0.001,0.001,0.003,0.0,0.0,5.0,11.0,3.1
indivisual[210],0.04,0.008,0.03,0.054,0.004,0.003,4.0,11.0,3.13
indivisual[211],0.043,0.01,0.028,0.057,0.005,0.004,5.0,21.0,2.47
indivisual[212],0.038,0.007,0.024,0.049,0.003,0.003,5.0,25.0,2.29
indivisual[213],0.003,0.001,0.002,0.005,0.0,0.0,4.0,12.0,3.33
indivisual[214],0.003,0.001,0.002,0.005,0.0,0.0,7.0,21.0,1.65
indivisual[215],0.003,0.001,0.002,0.004,0.0,0.0,10.0,25.0,1.89
indivisual[216],0.003,0.001,0.002,0.005,0.0,0.0,10.0,27.0,1.64
indivisual[217],0.003,0.001,0.002,0.004,0.0,0.0,8.0,25.0,1.48
indivisual[218],0.024,0.005,0.016,0.032,0.002,0.001,8.0,30.0,1.49
indivisual[219],0.021,0.007,0.01,0.031,0.003,0.002,6.0,19.0,1.82
indivisual[220],0.092,0.029,0.056,0.136,0.013,0.01,5.0,24.0,2.16
indivisual[221],0.067,0.025,0.034,0.107,0.012,0.009,5.0,13.0,2.46
indivisual[222],0.041,0.011,0.018,0.058,0.006,0.004,4.0,14.0,4.0
indivisual[223],0.058,0.018,0.029,0.085,0.008,0.006,6.0,18.0,1.99
indivisual[224],0.027,0.008,0.016,0.037,0.003,0.002,7.0,67.0,1.94
indivisual[225],0.017,0.005,0.011,0.023,0.002,0.002,5.0,33.0,2.31
indivisual[226],0.03,0.01,0.018,0.048,0.005,0.004,4.0,11.0,3.31
indivisual[227],0.0,0.0,0.0,0.0,0.0,0.0,4.0,13.0,3.24
indivisual[228],0.05,0.016,0.025,0.076,0.007,0.006,5.0,11.0,2.41
indivisual[229],0.017,0.005,0.012,0.026,0.002,0.002,5.0,13.0,2.77
indivisual[230],0.036,0.005,0.029,0.046,0.002,0.001,8.0,27.0,1.87
indivisual[231],0.009,0.001,0.006,0.011,0.001,0.0,7.0,29.0,1.74
indivisual[232],0.015,0.004,0.008,0.023,0.002,0.002,5.0,12.0,2.44
indivisual[233],0.013,0.004,0.008,0.022,0.002,0.002,4.0,12.0,3.14
indivisual[234],0.008,0.001,0.005,0.011,0.0,0.0,7.0,12.0,2.03
indivisual[235],0.007,0.002,0.003,0.009,0.001,0.001,5.0,13.0,2.46
indivisual[236],0.107,0.042,0.051,0.167,0.021,0.016,5.0,16.0,2.61
indivisual[237],0.041,0.013,0.025,0.061,0.006,0.004,5.0,16.0,2.45
indivisual[238],0.052,0.017,0.027,0.075,0.007,0.005,6.0,21.0,1.85
indivisual[239],0.025,0.007,0.017,0.04,0.003,0.002,8.0,30.0,1.66
indivisual[240],0.033,0.009,0.023,0.048,0.004,0.003,5.0,18.0,2.65
indivisual[241],0.03,0.017,0.011,0.058,0.008,0.006,5.0,20.0,2.97
indivisual[242],0.03,0.005,0.022,0.037,0.001,0.001,9.0,28.0,1.44
indivisual[243],0.024,0.011,0.007,0.042,0.004,0.003,7.0,18.0,1.68
indivisual[244],0.027,0.006,0.02,0.039,0.002,0.002,8.0,26.0,1.55
indivisual[245],0.026,0.011,0.017,0.047,0.005,0.004,6.0,21.0,2.03
indivisual[246],0.023,0.007,0.009,0.031,0.002,0.002,9.0,25.0,1.63
indivisual[247],0.562,0.075,0.426,0.69,0.031,0.023,6.0,22.0,1.76
indivisual[248],0.049,0.031,0.025,0.117,0.014,0.011,4.0,12.0,3.22
indivisual[249],0.04,0.014,0.027,0.066,0.006,0.005,5.0,13.0,2.93
indivisual[250],0.012,0.002,0.009,0.017,0.001,0.001,6.0,28.0,1.92
indivisual[251],0.029,0.012,0.012,0.052,0.005,0.004,5.0,16.0,2.33
indivisual[252],0.011,0.003,0.007,0.016,0.001,0.001,7.0,19.0,1.9
indivisual[253],0.146,0.035,0.105,0.202,0.016,0.013,5.0,24.0,2.2
indivisual[254],0.053,0.017,0.016,0.07,0.007,0.005,6.0,11.0,1.94
indivisual[255],0.003,0.001,0.001,0.004,0.001,0.0,5.0,14.0,2.16
indivisual[256],0.003,0.001,0.002,0.004,0.0,0.0,12.0,22.0,1.96
indivisual[257],0.036,0.011,0.018,0.052,0.005,0.004,5.0,12.0,2.39
indivisual[258],0.042,0.016,0.02,0.071,0.008,0.006,5.0,16.0,2.49
indivisual[259],0.038,0.013,0.02,0.054,0.005,0.004,7.0,26.0,1.66
indivisual[260],0.019,0.007,0.012,0.032,0.003,0.002,5.0,15.0,2.18
indivisual[261],0.018,0.003,0.01,0.024,0.0,0.0,37.0,43.0,1.63
indivisual[262],0.019,0.006,0.012,0.029,0.003,0.002,8.0,55.0,2.14
indivisual[263],0.016,0.006,0.006,0.023,0.003,0.002,5.0,17.0,3.02
indivisual[264],0.008,0.002,0.005,0.012,0.0,0.0,12.0,30.0,1.43
indivisual[265],0.042,0.015,0.023,0.065,0.007,0.005,5.0,14.0,2.87
indivisual[266],0.009,0.004,0.002,0.017,0.002,0.002,5.0,11.0,3.1
indivisual[267],0.037,0.033,0.004,0.091,0.016,0.012,4.0,11.0,3.34
indivisual[268],0.038,0.011,0.021,0.058,0.004,0.003,6.0,12.0,1.95
indivisual[269],0.04,0.051,0.01,0.172,0.024,0.018,4.0,11.0,3.16
bookpow,6.401,0.528,5.437,7.371,0.196,0.145,8.0,14.0,1.46
hifuupow,5.489,0.588,4.566,6.346,0.243,0.185,7.0,18.0,1.6
miscpow,15.199,0.809,13.713,16.514,0.377,0.285,5.0,12.0,2.33
mu_i,inf,inf,inf,inf,,,17.0,40.0,1.17
mu_m,0.181,0.077,0.07,0.269,0.039,0.03,5.0,16.0,3.06
mu_b,0.206,0.08,0.147,0.353,0.04,0.031,5.0,36.0,2.12
mu_s,0.181,0.064,0.085,0.253,0.032,0.024,4.0,32.0,3.37
mu_t,0.064,0.03,0.023,0.109,0.015,0.011,5.0,28.0,3.05
sigma_i,inf,inf,inf,inf,,,637.0,1294.0,1.0
sigma_m,0.048,0.02,0.01,0.066,0.01,0.008,5.0,11.0,2.89
sigma_b,0.065,0.009,0.051,0.077,0.004,0.003,5.0,27.0,2.06
sigma_s,0.042,0.037,0.016,0.107,0.018,0.014,4.0,14.0,3.3
sigma_t,151.594,17.217,125.612,183.254,7.681,5.852,5.0,15.0,2.03
