,mean,sd,hdi_3%,hdi_97%,mcse_mean,mcse_sd,ess_bulk,ess_tail,r_hat
titlepow[14],0.158,0.128,0.001,0.379,0.007,0.005,134.0,928.0,1.03
titlepow[15],0.158,0.126,0.004,0.385,0.005,0.004,416.0,967.0,1.02
titlepow[16],0.159,0.127,0.004,0.392,0.005,0.003,401.0,867.0,1.02
titlepow[17],0.16,0.125,0.003,0.383,0.005,0.004,444.0,851.0,1.02
noninttitlepow[0],0.159,0.125,0.001,0.382,0.006,0.004,338.0,905.0,1.02
noninttitlepow[1],0.157,0.127,0.002,0.388,0.005,0.004,269.0,961.0,1.02
noninttitlepow[2],0.161,0.128,0.005,0.392,0.006,0.004,223.0,963.0,1.03
noninttitlepow[3],0.16,0.126,0.002,0.386,0.005,0.003,299.0,1005.0,1.02
noninttitlepow[4],0.167,0.136,0.0,0.405,0.005,0.004,391.0,880.0,1.03
noninttitlepow[5],0.16,0.128,0.003,0.392,0.006,0.004,208.0,915.0,1.03
noninttitlepow[6],0.164,0.13,0.002,0.397,0.005,0.003,441.0,850.0,1.02
noninttitlepow[7],0.158,0.127,0.0,0.384,0.005,0.004,449.0,951.0,1.03
noninttitlepow[8],0.158,0.126,0.0,0.385,0.005,0.004,368.0,892.0,1.02
noninttitlepow[9],0.159,0.123,0.002,0.383,0.005,0.003,457.0,911.0,1.02
noninttitlepow[10],0.168,0.141,0.006,0.415,0.006,0.004,326.0,904.0,1.02
noninttitlepow[11],0.158,0.125,0.005,0.379,0.006,0.004,253.0,942.0,1.02
noninttitlepow[12],0.154,0.119,0.001,0.369,0.006,0.004,292.0,963.0,1.02
noninttitlepow[13],0.164,0.131,0.005,0.399,0.006,0.004,208.0,963.0,1.03
noninttitlepow[14],0.159,0.127,0.001,0.381,0.005,0.004,339.0,909.0,1.02
noninttitlepow[15],0.155,0.123,0.001,0.375,0.005,0.004,259.0,961.0,1.02
noninttitlepow[16],0.159,0.125,0.002,0.387,0.005,0.003,541.0,925.0,1.02
noninttitlepow[17],0.14,0.102,0.001,0.327,0.004,0.003,557.0,593.0,1.02
indivisual[0],36.048,1.992,32.346,39.827,0.059,0.041,1136.0,2629.0,1.0
indivisual[1],37.577,2.398,32.934,42.048,0.089,0.063,725.0,680.0,1.01
indivisual[2],37.198,2.469,32.481,41.684,0.119,0.084,439.0,439.0,1.01
indivisual[3],12.737,0.965,10.913,14.536,0.022,0.015,2057.0,6715.0,1.01
indivisual[4],17.326,1.186,15.184,19.611,0.041,0.03,890.0,930.0,1.01
indivisual[5],7.356,0.672,6.089,8.608,0.015,0.011,1994.0,4560.0,1.01
indivisual[6],25.47,1.584,22.53,28.279,0.1,0.07,253.0,1169.0,1.02
indivisual[7],27.443,1.671,24.254,30.424,0.089,0.063,367.0,617.0,1.01
indivisual[8],24.16,1.439,21.539,26.915,0.035,0.025,1722.0,4965.0,1.0
indivisual[9],3.862,0.438,3.033,4.68,0.007,0.005,4317.0,10508.0,1.01
indivisual[10],13.846,1.001,11.977,15.71,0.026,0.019,1446.0,7564.0,1.0
indivisual[11],0.841,0.16,0.555,1.143,0.006,0.005,636.0,10981.0,1.01
indivisual[12],0.031,0.007,0.018,0.044,0.0,0.0,390.0,5261.0,1.01
indivisual[13],9.873,0.803,8.442,11.391,0.053,0.037,229.0,4058.0,1.02
indivisual[14],0.033,0.007,0.02,0.047,0.0,0.0,1267.0,6292.0,1.0
indivisual[15],0.029,0.006,0.017,0.041,0.0,0.0,5152.0,8576.0,1.02
indivisual[16],0.029,0.007,0.017,0.041,0.0,0.0,3482.0,6408.0,1.0
indivisual[17],0.651,0.125,0.422,0.892,0.001,0.001,7415.0,11279.0,1.01
indivisual[18],0.029,0.006,0.017,0.041,0.0,0.0,2147.0,3345.0,1.0
indivisual[19],3.217,0.41,2.478,4.018,0.007,0.005,3578.0,9425.0,1.0
indivisual[20],0.293,0.064,0.18,0.423,0.001,0.001,3061.0,863.0,1.01
indivisual[21],0.199,0.044,0.114,0.28,0.001,0.001,2291.0,847.0,1.0
indivisual[22],0.222,0.05,0.133,0.321,0.001,0.001,1482.0,813.0,1.01
indivisual[23],0.299,0.065,0.183,0.424,0.001,0.001,2366.0,4248.0,1.0
indivisual[24],0.461,0.095,0.29,0.643,0.002,0.001,2838.0,3121.0,1.0
indivisual[25],0.03,0.007,0.018,0.043,0.0,0.0,335.0,1434.0,1.01
indivisual[26],30.414,1.781,27.141,33.817,0.069,0.049,652.0,4716.0,1.01
indivisual[27],12.828,0.963,11.163,14.787,0.021,0.015,2207.0,2119.0,1.01
indivisual[28],5.601,0.656,4.193,6.663,0.078,0.055,76.0,19.0,1.04
indivisual[29],22.258,1.426,19.735,25.108,0.04,0.029,1334.0,748.0,1.01
indivisual[30],19.333,1.315,16.824,21.793,0.032,0.023,1777.0,5138.0,1.0
indivisual[31],2.68,0.397,1.945,3.407,0.012,0.009,1192.0,5165.0,1.01
indivisual[32],2.072,0.322,1.465,2.671,0.009,0.006,1404.0,8873.0,1.0
indivisual[33],2.019,0.321,1.42,2.595,0.015,0.011,467.0,2049.0,1.01
indivisual[34],0.029,0.007,0.017,0.042,0.0,0.0,4465.0,12412.0,1.0
indivisual[35],1.183,0.21,0.781,1.582,0.005,0.003,2092.0,917.0,1.01
indivisual[36],0.031,0.007,0.018,0.045,0.0,0.0,11485.0,12363.0,1.0
indivisual[37],4.66,0.506,3.714,5.623,0.008,0.006,4228.0,8388.0,1.01
indivisual[38],0.029,0.007,0.017,0.042,0.0,0.0,395.0,3122.0,1.01
indivisual[39],0.029,0.007,0.017,0.043,0.0,0.0,2558.0,3514.0,1.01
indivisual[40],0.029,0.007,0.017,0.041,0.0,0.0,828.0,970.0,1.01
indivisual[41],0.031,0.007,0.018,0.044,0.0,0.0,1384.0,658.0,1.0
indivisual[42],0.791,0.152,0.508,1.077,0.003,0.002,2666.0,12867.0,1.0
indivisual[43],0.029,0.007,0.016,0.042,0.0,0.0,1103.0,619.0,1.01
indivisual[44],0.411,0.089,0.251,0.581,0.003,0.002,1240.0,11639.0,1.01
indivisual[45],2.919,0.379,2.221,3.648,0.01,0.007,1298.0,2956.0,1.0
indivisual[46],0.277,0.065,0.152,0.39,0.005,0.004,134.0,97.0,1.02
indivisual[47],0.029,0.007,0.017,0.043,0.0,0.0,354.0,392.0,1.01
indivisual[48],17.137,1.251,14.859,19.452,0.047,0.033,728.0,4988.0,1.01
indivisual[49],10.073,0.865,8.399,11.635,0.035,0.025,629.0,4020.0,1.01
indivisual[50],22.309,1.436,19.564,24.933,0.037,0.026,1525.0,5250.0,1.0
indivisual[51],7.265,0.71,5.968,8.648,0.013,0.009,2903.0,7787.0,1.01
indivisual[52],9.945,0.853,8.319,11.532,0.016,0.011,3009.0,6789.0,1.0
indivisual[53],5.23,0.576,4.121,6.253,0.024,0.018,562.0,8198.0,1.01
indivisual[54],7.075,0.663,5.831,8.353,0.011,0.007,3803.0,6376.0,1.01
indivisual[55],3.686,0.474,2.768,4.542,0.01,0.007,2225.0,6369.0,1.0
indivisual[56],5.082,0.543,4.033,6.102,0.008,0.005,4736.0,11335.0,1.0
indivisual[57],0.029,0.007,0.017,0.043,0.0,0.0,1308.0,3154.0,1.01
indivisual[58],1.735,0.277,1.229,2.261,0.004,0.003,4457.0,7416.0,1.0
indivisual[59],4.416,0.525,3.465,5.474,0.012,0.009,2054.0,1191.0,1.01
indivisual[60],0.346,0.081,0.208,0.502,0.006,0.005,194.0,395.0,1.02
indivisual[61],0.027,0.007,0.016,0.041,0.0,0.0,215.0,854.0,1.02
indivisual[62],0.03,0.007,0.017,0.044,0.0,0.0,320.0,517.0,1.01
indivisual[63],0.903,0.177,0.584,1.244,0.005,0.004,1297.0,5423.0,1.01
indivisual[64],0.357,0.079,0.211,0.505,0.001,0.001,3963.0,8766.0,1.0
indivisual[65],0.032,0.007,0.018,0.046,0.0,0.0,1770.0,8504.0,1.0
indivisual[66],0.923,0.186,0.589,1.281,0.009,0.007,382.0,840.0,1.01
indivisual[67],0.85,0.175,0.533,1.183,0.005,0.003,1330.0,3146.0,1.0
indivisual[68],0.695,0.147,0.429,0.975,0.003,0.002,2671.0,4022.0,1.0
indivisual[69],0.028,0.007,0.015,0.04,0.0,0.0,3019.0,2975.0,1.0
indivisual[70],0.248,0.059,0.141,0.358,0.001,0.001,4296.0,7436.0,1.01
indivisual[71],1.147,0.225,0.754,1.569,0.011,0.008,380.0,8147.0,1.01
indivisual[72],0.028,0.007,0.016,0.041,0.0,0.0,628.0,4811.0,1.01
indivisual[73],24.677,1.592,21.717,27.791,0.046,0.032,1213.0,632.0,1.01
indivisual[74],10.522,0.961,8.694,12.359,0.03,0.021,1087.0,641.0,1.01
indivisual[75],17.701,1.215,15.438,19.972,0.03,0.021,1584.0,6817.0,1.0
indivisual[76],6.483,0.682,5.184,7.758,0.013,0.009,2848.0,1971.0,1.01
indivisual[77],12.568,1.026,10.705,14.492,0.025,0.018,1745.0,7718.0,1.01
indivisual[78],3.605,0.496,2.684,4.558,0.011,0.008,2375.0,1490.0,1.01
indivisual[79],0.034,0.009,0.02,0.052,0.0,0.0,582.0,7968.0,1.01
indivisual[80],4.784,0.554,3.752,5.838,0.019,0.013,845.0,2889.0,1.0
indivisual[81],1.048,0.204,0.68,1.442,0.004,0.003,3242.0,12964.0,1.0
indivisual[82],0.097,0.025,0.055,0.144,0.001,0.001,233.0,1491.0,1.02
indivisual[83],1.835,0.321,1.269,2.461,0.013,0.009,645.0,3481.0,1.01
indivisual[84],2.385,0.388,1.657,3.098,0.014,0.01,725.0,411.0,1.01
indivisual[85],0.032,0.008,0.018,0.047,0.0,0.0,5878.0,9388.0,1.0
indivisual[86],1.862,0.34,1.27,2.515,0.018,0.013,336.0,1148.0,1.01
indivisual[87],0.957,0.191,0.6,1.308,0.006,0.005,940.0,2972.0,1.01
indivisual[88],0.031,0.008,0.017,0.046,0.0,0.0,4747.0,9457.0,1.0
indivisual[89],0.621,0.136,0.378,0.876,0.003,0.002,2168.0,10456.0,1.0
indivisual[90],0.054,0.013,0.03,0.079,0.0,0.0,5111.0,3387.0,1.0
indivisual[91],0.558,0.124,0.332,0.795,0.002,0.001,4494.0,7079.0,1.01
indivisual[92],22.823,1.641,19.89,26.034,0.077,0.055,447.0,629.0,1.01
indivisual[93],13.857,1.108,11.753,15.96,0.024,0.018,2186.0,5935.0,1.0
indivisual[94],9.672,0.891,7.933,11.349,0.028,0.02,1048.0,612.0,1.0
indivisual[95],11.498,1.021,9.522,13.415,0.027,0.02,1533.0,824.0,1.01
indivisual[96],13.264,1.062,11.218,15.221,0.022,0.015,2431.0,5094.0,1.0
indivisual[97],5.593,0.71,4.243,6.953,0.011,0.008,3898.0,6794.0,1.01
indivisual[98],4.968,0.594,3.856,6.067,0.021,0.015,809.0,1761.0,1.01
indivisual[99],4.286,0.558,3.292,5.435,0.014,0.01,1698.0,483.0,1.01
indivisual[100],3.966,0.531,2.976,4.954,0.014,0.01,1573.0,6514.0,1.01
indivisual[101],1.79,0.311,1.215,2.356,0.013,0.01,535.0,1495.0,1.01
indivisual[102],1.226,0.247,0.783,1.677,0.015,0.011,246.0,313.0,1.02
indivisual[103],0.626,0.146,0.384,0.913,0.008,0.006,273.0,2348.0,1.01
indivisual[104],0.03,0.008,0.016,0.044,0.0,0.0,2206.0,2681.0,1.0
indivisual[105],2.754,0.393,2.029,3.5,0.006,0.004,4336.0,9798.0,1.0
indivisual[106],0.03,0.008,0.017,0.046,0.0,0.0,1516.0,932.0,1.0
indivisual[107],0.054,0.013,0.029,0.078,0.0,0.0,1069.0,12665.0,1.01
indivisual[108],0.03,0.008,0.017,0.045,0.0,0.0,3226.0,1418.0,1.0
indivisual[109],0.363,0.089,0.21,0.536,0.002,0.001,1961.0,1468.0,1.0
indivisual[110],0.775,0.17,0.453,1.088,0.006,0.004,725.0,802.0,1.01
indivisual[111],0.516,0.117,0.283,0.72,0.001,0.001,5662.0,5541.0,1.01
indivisual[112],0.03,0.008,0.016,0.044,0.0,0.0,2452.0,1465.0,1.0
indivisual[113],26.147,1.7,23.116,29.382,0.062,0.044,768.0,6496.0,1.01
indivisual[114],8.489,0.859,6.759,10.03,0.019,0.013,2048.0,647.0,1.01
indivisual[115],18.199,1.343,15.661,20.735,0.029,0.02,2176.0,5167.0,1.0
indivisual[116],12.771,1.097,10.702,14.801,0.035,0.025,994.0,6336.0,1.0
indivisual[117],8.346,0.823,6.899,9.993,0.015,0.011,2918.0,1085.0,1.01
indivisual[118],28.213,1.82,24.823,31.596,0.063,0.044,892.0,5924.0,1.01
indivisual[119],11.194,0.972,9.378,13.102,0.016,0.011,3838.0,5112.0,1.0
indivisual[120],5.185,0.648,3.953,6.403,0.011,0.008,3537.0,7038.0,1.0
indivisual[121],0.076,0.02,0.04,0.112,0.0,0.0,2433.0,7251.0,1.0
indivisual[122],3.203,0.505,2.271,4.154,0.02,0.014,621.0,7001.0,1.01
indivisual[123],1.58,0.326,0.987,2.199,0.007,0.005,2225.0,8336.0,1.0
indivisual[124],0.071,0.019,0.038,0.106,0.001,0.0,906.0,9834.0,1.01
indivisual[125],0.05,0.013,0.026,0.073,0.0,0.0,807.0,12739.0,1.01
indivisual[126],0.652,0.151,0.362,0.933,0.004,0.003,1518.0,867.0,1.0
indivisual[127],0.068,0.018,0.035,0.1,0.0,0.0,3939.0,10480.0,1.0
indivisual[128],0.523,0.15,0.255,0.806,0.024,0.02,66.0,20.0,1.04
indivisual[129],0.482,0.119,0.271,0.703,0.006,0.004,434.0,865.0,1.01
indivisual[130],0.748,0.168,0.459,1.081,0.003,0.002,2386.0,2138.0,1.01
indivisual[131],0.05,0.013,0.027,0.074,0.0,0.0,1027.0,12830.0,1.01
indivisual[132],0.367,0.09,0.206,0.536,0.001,0.001,4158.0,6797.0,1.0
indivisual[133],0.53,0.126,0.298,0.759,0.003,0.002,2087.0,7621.0,1.0
indivisual[134],10.121,1.034,8.198,12.105,0.016,0.012,3966.0,7092.0,1.01
indivisual[135],14.171,1.182,11.959,16.364,0.024,0.017,2519.0,7185.0,1.0
indivisual[136],8.364,0.847,6.809,10.015,0.014,0.01,3828.0,7768.0,1.0
indivisual[137],5.22,0.679,3.947,6.474,0.016,0.011,1913.0,2885.0,1.0
indivisual[138],9.236,0.938,7.502,10.998,0.022,0.016,1932.0,5297.0,1.0
indivisual[139],5.406,0.706,4.104,6.718,0.033,0.024,428.0,590.0,1.01
indivisual[140],11.05,0.991,9.103,12.846,0.015,0.011,4149.0,7462.0,1.01
indivisual[141],2.703,0.535,1.703,3.695,0.02,0.014,738.0,4412.0,1.01
indivisual[142],1.096,0.251,0.617,1.577,0.004,0.003,4591.0,6652.0,1.01
indivisual[143],0.909,0.201,0.531,1.271,0.004,0.003,2698.0,12110.0,1.0
indivisual[144],0.849,0.2,0.493,1.23,0.015,0.01,169.0,341.0,1.02
indivisual[145],0.736,0.169,0.415,1.049,0.002,0.002,5969.0,10280.0,1.01
indivisual[146],0.042,0.012,0.022,0.065,0.0,0.0,2034.0,899.0,1.01
indivisual[147],0.576,0.147,0.327,0.855,0.01,0.007,213.0,1030.0,1.02
indivisual[148],0.362,0.094,0.196,0.539,0.002,0.001,2744.0,6664.0,1.0
indivisual[149],0.445,0.121,0.227,0.663,0.01,0.007,122.0,153.0,1.03
indivisual[150],0.03,0.008,0.015,0.045,0.0,0.0,2468.0,6478.0,1.0
indivisual[151],0.171,0.046,0.087,0.254,0.002,0.001,704.0,7629.0,1.01
indivisual[152],5.8,0.743,4.409,7.125,0.03,0.022,638.0,10658.0,1.01
indivisual[153],9.315,1.001,7.493,11.274,0.041,0.029,577.0,647.0,1.01
indivisual[154],0.034,0.01,0.016,0.052,0.0,0.0,3823.0,3728.0,1.0
indivisual[155],0.043,0.012,0.022,0.066,0.0,0.0,5088.0,10989.0,1.0
indivisual[156],0.044,0.013,0.021,0.07,0.0,0.0,694.0,634.0,1.01
indivisual[157],10.642,1.128,8.563,12.749,0.032,0.023,1317.0,7651.0,1.01
indivisual[158],6.678,0.831,5.13,8.258,0.013,0.009,3994.0,7376.0,1.0
indivisual[159],9.774,1.102,7.726,11.874,0.026,0.019,1874.0,7206.0,1.0
indivisual[160],3.585,0.604,2.486,4.731,0.02,0.014,907.0,7859.0,1.01
indivisual[161],4.153,0.63,3.001,5.362,0.012,0.008,2722.0,988.0,1.01
indivisual[162],3.717,0.799,2.264,5.218,0.034,0.024,557.0,5412.0,1.01
indivisual[163],4.563,0.667,3.347,5.842,0.024,0.017,918.0,6252.0,1.01
indivisual[164],0.054,0.016,0.026,0.084,0.0,0.0,3453.0,12667.0,1.01
indivisual[165],0.04,0.012,0.019,0.062,0.0,0.0,5979.0,8602.0,1.01
indivisual[166],0.04,0.012,0.019,0.062,0.0,0.0,5281.0,3961.0,1.0
indivisual[167],0.039,0.012,0.02,0.063,0.0,0.0,2172.0,1885.0,1.0
indivisual[168],0.039,0.012,0.018,0.063,0.0,0.0,980.0,606.0,1.01
indivisual[169],17.812,1.586,14.706,20.602,0.105,0.075,237.0,607.0,1.02
indivisual[170],5.361,0.934,3.668,7.195,0.034,0.024,760.0,518.0,1.01
indivisual[171],7.372,0.902,5.716,9.097,0.015,0.011,3709.0,8289.0,1.01
indivisual[172],6.392,0.847,4.853,7.94,0.043,0.032,428.0,2210.0,1.01
indivisual[173],5.648,0.797,4.202,7.204,0.033,0.023,598.0,4883.0,1.01
indivisual[174],11.382,1.161,9.251,13.603,0.028,0.02,1626.0,2907.0,1.0
indivisual[175],4.136,0.774,2.689,5.506,0.042,0.03,370.0,988.0,1.01
indivisual[176],3.309,0.582,2.252,4.448,0.01,0.007,3223.0,12676.0,1.0
indivisual[177],2.181,0.484,1.252,3.062,0.007,0.005,4586.0,5389.0,1.01
indivisual[178],1.336,0.411,0.564,2.061,0.034,0.024,131.0,93.0,1.03
indivisual[179],0.568,0.161,0.289,0.874,0.006,0.004,826.0,10473.0,1.01
indivisual[180],0.611,0.171,0.308,0.933,0.008,0.006,493.0,2023.0,1.01
indivisual[181],0.037,0.012,0.017,0.059,0.0,0.0,1231.0,2588.0,1.01
indivisual[182],0.036,0.011,0.016,0.058,0.0,0.0,9152.0,10731.0,1.01
indivisual[183],0.391,0.115,0.183,0.597,0.005,0.003,643.0,9332.0,1.01
indivisual[184],0.391,0.119,0.188,0.613,0.006,0.004,310.0,522.0,1.01
indivisual[185],0.325,0.097,0.13,0.493,0.002,0.001,1971.0,596.0,1.01
indivisual[186],0.297,0.095,0.137,0.469,0.005,0.004,289.0,519.0,1.01
indivisual[187],0.036,0.011,0.017,0.057,0.0,0.0,1260.0,9798.0,1.01
indivisual[188],0.285,0.088,0.132,0.448,0.002,0.002,1301.0,8840.0,1.01
indivisual[189],6.116,0.942,4.323,7.805,0.039,0.027,576.0,817.0,1.01
indivisual[190],3.581,0.617,2.447,4.736,0.018,0.013,1189.0,9242.0,1.01
indivisual[191],0.495,0.151,0.23,0.787,0.004,0.003,1406.0,935.0,1.01
indivisual[192],0.033,0.011,0.015,0.054,0.0,0.0,2471.0,7989.0,1.0
indivisual[193],0.033,0.011,0.014,0.053,0.0,0.0,882.0,6510.0,1.01
indivisual[194],0.033,0.011,0.015,0.054,0.0,0.0,5285.0,10361.0,1.0
indivisual[195],0.033,0.011,0.014,0.056,0.001,0.001,270.0,858.0,1.01
indivisual[196],0.478,0.145,0.218,0.752,0.004,0.003,1107.0,9682.0,1.0
indivisual[197],0.033,0.011,0.015,0.054,0.0,0.0,1594.0,10309.0,1.0
indivisual[198],0.033,0.011,0.013,0.054,0.0,0.0,942.0,875.0,1.0
indivisual[199],0.349,0.109,0.163,0.559,0.003,0.002,1251.0,13160.0,1.0
indivisual[200],0.032,0.011,0.013,0.053,0.001,0.0,214.0,700.0,1.02
indivisual[201],0.033,0.011,0.015,0.055,0.0,0.0,2229.0,2327.0,1.01
indivisual[202],12.278,1.385,9.69,14.951,0.019,0.013,5391.0,7427.0,1.01
indivisual[203],8.744,1.152,6.642,10.979,0.016,0.012,5042.0,11230.0,1.01
indivisual[204],11.626,1.382,9.157,14.387,0.029,0.021,2353.0,9117.0,1.0
indivisual[205],8.69,1.214,6.41,11.0,0.033,0.024,1368.0,8416.0,1.01
indivisual[206],6.192,1.042,4.322,8.225,0.018,0.013,3218.0,9836.0,1.0
indivisual[207],2.014,0.561,1.015,3.132,0.028,0.02,419.0,570.0,1.01
indivisual[208],2.408,0.591,1.302,3.533,0.009,0.006,4309.0,6453.0,1.0
indivisual[209],0.035,0.012,0.013,0.057,0.0,0.0,3433.0,9409.0,1.0
indivisual[210],0.794,0.229,0.364,1.211,0.003,0.002,6872.0,10922.0,1.0
indivisual[211],0.6,0.187,0.281,0.96,0.007,0.005,599.0,10545.0,1.01
indivisual[212],0.593,0.181,0.265,0.924,0.007,0.005,691.0,9345.0,1.01
indivisual[213],0.04,0.014,0.015,0.066,0.0,0.0,2660.0,888.0,1.01
indivisual[214],0.043,0.017,0.016,0.076,0.002,0.002,103.0,46.0,1.03
indivisual[215],0.041,0.014,0.016,0.067,0.0,0.0,6791.0,12690.0,1.01
indivisual[216],0.042,0.015,0.018,0.071,0.001,0.001,276.0,1464.0,1.02
indivisual[217],0.041,0.014,0.016,0.068,0.0,0.0,3706.0,7381.0,1.01
indivisual[218],0.382,0.127,0.162,0.633,0.002,0.002,1885.0,801.0,1.01
indivisual[219],0.404,0.134,0.172,0.662,0.003,0.002,2161.0,625.0,1.01
indivisual[220],1.729,0.448,0.92,2.597,0.009,0.007,2652.0,1861.0,1.01
indivisual[221],1.625,0.46,0.733,2.412,0.042,0.03,107.0,38.0,1.03
indivisual[222],0.792,0.252,0.333,1.269,0.004,0.003,4409.0,6652.0,1.0
indivisual[223],0.952,0.291,0.438,1.507,0.004,0.003,5128.0,9775.0,1.0
indivisual[224],0.495,0.166,0.194,0.81,0.002,0.001,8510.0,9474.0,1.01
indivisual[225],0.365,0.131,0.139,0.61,0.005,0.004,599.0,10710.0,1.01
indivisual[226],0.412,0.144,0.16,0.683,0.005,0.004,811.0,1133.0,1.01
indivisual[227],0.041,0.016,0.012,0.069,0.0,0.0,2804.0,7218.0,1.0
indivisual[228],6.818,1.346,4.334,9.462,0.031,0.023,1828.0,2612.0,1.0
indivisual[229],3.97,0.93,2.201,5.724,0.02,0.014,2197.0,8697.0,1.01
indivisual[230],6.761,1.12,4.744,8.914,0.021,0.015,2804.0,7271.0,1.0
indivisual[231],1.486,0.655,0.255,2.705,0.011,0.008,3740.0,6618.0,1.01
indivisual[232],2.167,0.784,0.736,3.651,0.028,0.024,989.0,630.0,1.01
indivisual[233],1.998,0.722,0.715,3.414,0.014,0.011,2580.0,3278.0,1.0
indivisual[234],1.84,0.687,0.592,3.106,0.018,0.013,1374.0,991.0,1.0
indivisual[235],0.639,0.417,0.0,1.356,0.018,0.013,536.0,7138.0,1.01
indivisual[236],2.057,0.551,1.056,3.097,0.014,0.01,1406.0,4632.0,1.0
indivisual[237],0.833,0.299,0.312,1.413,0.024,0.019,191.0,242.0,1.02
indivisual[238],0.794,0.276,0.297,1.299,0.008,0.006,1382.0,1172.0,1.0
indivisual[239],0.595,0.212,0.231,0.994,0.003,0.002,5681.0,10461.0,1.0
indivisual[240],0.599,0.227,0.198,1.011,0.013,0.009,259.0,527.0,1.02
indivisual[241],0.588,0.209,0.218,0.977,0.003,0.002,5151.0,11585.0,1.01
indivisual[242],0.509,0.187,0.18,0.871,0.003,0.002,4036.0,1520.0,1.01
indivisual[243],0.562,0.2,0.218,0.952,0.003,0.002,6110.0,3451.0,1.01
indivisual[244],0.519,0.205,0.148,0.867,0.018,0.013,89.0,30.0,1.03
indivisual[245],0.539,0.206,0.197,0.918,0.015,0.011,132.0,132.0,1.02
indivisual[246],0.423,0.16,0.134,0.7,0.006,0.004,598.0,874.0,1.01
indivisual[247],12.811,1.732,9.624,16.077,0.054,0.04,1181.0,10756.0,1.01
indivisual[248],7.558,1.598,4.656,10.654,0.033,0.024,2398.0,8198.0,1.0
indivisual[249],6.139,1.449,3.52,8.759,0.079,0.056,317.0,602.0,1.01
indivisual[250],4.706,1.36,2.316,7.316,0.054,0.038,648.0,4193.0,1.01
indivisual[251],3.996,1.18,1.75,6.141,0.027,0.019,1803.0,6212.0,1.0
indivisual[252],3.026,1.136,0.886,5.094,0.041,0.029,777.0,4749.0,1.01
indivisual[253],3.587,1.003,1.821,5.447,0.078,0.061,193.0,1036.0,1.02
indivisual[254],1.371,0.52,0.452,2.302,0.022,0.015,619.0,10022.0,1.01
indivisual[255],1.023,0.518,0.105,1.954,0.007,0.005,5616.0,5647.0,1.01
indivisual[256],1.234,0.542,0.272,2.245,0.02,0.014,785.0,1344.0,1.01
indivisual[257],1.094,0.441,0.306,1.906,0.007,0.005,3497.0,5686.0,1.01
indivisual[258],0.75,0.324,0.209,1.357,0.009,0.006,1497.0,10873.0,1.0
indivisual[259],0.708,0.309,0.177,1.294,0.007,0.005,2403.0,951.0,1.0
indivisual[260],6.218,1.901,2.793,9.557,0.148,0.105,149.0,144.0,1.02
indivisual[261],5.464,1.663,2.496,8.683,0.047,0.033,1255.0,1180.0,1.0
indivisual[262],5.148,1.614,2.213,8.204,0.048,0.035,1279.0,6487.0,1.0
indivisual[263],3.662,1.482,1.061,6.484,0.064,0.045,523.0,952.0,1.01
indivisual[264],2.991,1.176,0.964,5.304,0.082,0.063,255.0,393.0,1.02
indivisual[265],1.874,0.92,0.214,3.527,0.022,0.015,2039.0,5826.0,1.0
indivisual[266],1.548,0.842,0.057,3.048,0.041,0.029,426.0,673.0,1.01
indivisual[267],0.962,0.573,0.0,1.954,0.009,0.006,3549.0,4101.0,1.01
indivisual[268],6.679,2.297,2.631,11.064,0.047,0.033,2432.0,5157.0,1.0
indivisual[269],1.633,0.886,0.156,3.248,0.012,0.008,3853.0,7525.0,1.0
mu_i,2.374,0.48,1.502,3.29,0.026,0.018,357.0,7775.0,1.01
mu_m,0.45,0.32,0.018,1.016,0.018,0.013,369.0,364.0,1.02
mu_b,0.141,0.047,0.049,0.226,0.003,0.002,302.0,374.0,1.02
mu_s,0.619,0.133,0.367,0.862,0.005,0.004,659.0,895.0,1.01
mu_t,0.157,0.107,0.01,0.356,0.006,0.004,211.0,691.0,1.03
sigma_i,7.2,0.477,6.326,8.055,0.029,0.02,269.0,684.0,1.02
sigma_m,0.127,0.15,0.003,0.36,0.009,0.007,206.0,376.0,1.03
sigma_b,0.046,0.026,0.003,0.091,0.002,0.001,152.0,162.0,1.03
sigma_s,0.163,0.089,0.009,0.318,0.007,0.005,115.0,86.0,1.05
sigma_t,0.047,0.048,0.001,0.133,0.002,0.002,153.0,488.0,1.02
