,mean,sd,hdi_3%,hdi_97%,mcse_mean,mcse_sd,ess_bulk,ess_tail,r_hat
indivisual[327],0.028,0.009,0.012,0.044,0.0,0.0,13193.0,5499.0,1.0
indivisual[328],0.029,0.009,0.013,0.045,0.0,0.0,13147.0,6169.0,1.0
indivisual[329],0.028,0.009,0.013,0.044,0.0,0.0,12054.0,5110.0,1.0
indivisual[330],0.028,0.009,0.013,0.044,0.0,0.0,15842.0,5177.0,1.0
indivisual[331],0.028,0.009,0.013,0.045,0.0,0.0,11885.0,5500.0,1.0
indivisual[332],0.028,0.009,0.013,0.044,0.0,0.0,14177.0,5653.0,1.0
indivisual[333],0.028,0.009,0.014,0.045,0.0,0.0,9651.0,5142.0,1.0
indivisual[334],0.028,0.009,0.013,0.044,0.0,0.0,12668.0,5954.0,1.0
indivisual[335],0.029,0.009,0.014,0.045,0.0,0.0,11488.0,5818.0,1.0
indivisual[336],0.03,0.008,0.016,0.046,0.0,0.0,12479.0,5281.0,1.0
indivisual[337],0.03,0.009,0.013,0.047,0.0,0.0,10287.0,4847.0,1.0
indivisual[338],0.032,0.01,0.014,0.051,0.0,0.0,11552.0,4649.0,1.0
indivisual[339],0.032,0.01,0.014,0.051,0.0,0.0,11853.0,5245.0,1.0
indivisual[340],0.031,0.01,0.013,0.049,0.0,0.0,12861.0,5052.0,1.0
indivisual[341],0.035,0.011,0.016,0.055,0.0,0.0,12085.0,5314.0,1.0
indivisual[342],0.031,0.01,0.013,0.05,0.0,0.0,10907.0,5290.0,1.0
indivisual[343],0.031,0.01,0.014,0.05,0.0,0.0,10863.0,5204.0,1.0
indivisual[344],0.033,0.01,0.015,0.052,0.0,0.0,9921.0,5042.0,1.0
indivisual[345],0.032,0.01,0.014,0.051,0.0,0.0,12715.0,5326.0,1.0
indivisual[346],0.032,0.01,0.014,0.051,0.0,0.0,12713.0,5110.0,1.0
indivisual[347],0.032,0.01,0.014,0.05,0.0,0.0,12477.0,4521.0,1.0
indivisual[348],0.032,0.01,0.014,0.051,0.0,0.0,11561.0,5925.0,1.0
indivisual[349],0.034,0.011,0.016,0.054,0.0,0.0,12014.0,5404.0,1.0
indivisual[350],0.033,0.01,0.015,0.052,0.0,0.0,12790.0,4956.0,1.0
indivisual[351],0.033,0.011,0.015,0.053,0.0,0.0,11872.0,5023.0,1.0
indivisual[352],0.032,0.011,0.014,0.052,0.0,0.0,12754.0,5342.0,1.0
indivisual[353],0.033,0.01,0.014,0.052,0.0,0.0,12212.0,5935.0,1.0
indivisual[354],0.384,0.102,0.198,0.578,0.001,0.001,12435.0,5011.0,1.0
indivisual[355],0.024,0.007,0.011,0.038,0.0,0.0,13364.0,5210.0,1.0
indivisual[356],0.026,0.008,0.012,0.042,0.0,0.0,11323.0,4860.0,1.0
indivisual[357],0.029,0.009,0.012,0.046,0.0,0.0,11064.0,4924.0,1.0
indivisual[358],0.032,0.01,0.014,0.051,0.0,0.0,11160.0,5229.0,1.0
indivisual[359],0.029,0.009,0.012,0.046,0.0,0.0,11567.0,5394.0,1.0
indivisual[360],0.026,0.008,0.011,0.041,0.0,0.0,11835.0,5519.0,1.0
indivisual[361],0.032,0.01,0.014,0.051,0.0,0.0,12069.0,5089.0,1.0
indivisual[362],0.032,0.01,0.015,0.051,0.0,0.0,11861.0,5711.0,1.0
indivisual[363],0.032,0.01,0.014,0.051,0.0,0.0,12938.0,4857.0,1.0
indivisual[364],0.032,0.01,0.014,0.051,0.0,0.0,13026.0,5403.0,1.0
indivisual[365],0.032,0.01,0.015,0.051,0.0,0.0,10440.0,5906.0,1.0
indivisual[366],0.032,0.01,0.014,0.051,0.0,0.0,12840.0,5326.0,1.0
indivisual[367],0.033,0.01,0.015,0.052,0.0,0.0,12224.0,5749.0,1.0
indivisual[368],0.033,0.01,0.015,0.052,0.0,0.0,11316.0,5488.0,1.0
indivisual[369],0.032,0.01,0.015,0.052,0.0,0.0,12176.0,5292.0,1.0
indivisual[370],0.033,0.01,0.015,0.053,0.0,0.0,11780.0,5634.0,1.0
indivisual[371],0.033,0.01,0.014,0.052,0.0,0.0,12561.0,5676.0,1.0
indivisual[372],0.033,0.011,0.013,0.051,0.0,0.0,12676.0,5450.0,1.0
indivisual[373],0.033,0.011,0.014,0.052,0.0,0.0,11728.0,4915.0,1.0
indivisual[374],0.033,0.011,0.015,0.053,0.0,0.0,14098.0,5771.0,1.0
indivisual[375],0.033,0.01,0.014,0.052,0.0,0.0,10443.0,4696.0,1.0
indivisual[376],0.033,0.011,0.015,0.053,0.0,0.0,10973.0,4956.0,1.0
indivisual[377],0.034,0.011,0.014,0.053,0.0,0.0,10051.0,4639.0,1.0
indivisual[378],0.035,0.011,0.015,0.054,0.0,0.0,13864.0,5230.0,1.0
indivisual[379],0.036,0.011,0.016,0.057,0.0,0.0,11548.0,6076.0,1.0
indivisual[380],0.028,0.015,0.001,0.054,0.0,0.0,2382.0,2110.0,1.0
indivisual[381],0.029,0.015,0.0,0.054,0.0,0.0,2640.0,2464.0,1.0
indivisual[382],0.045,0.018,0.012,0.078,0.0,0.0,2453.0,1795.0,1.0
indivisual[383],0.03,0.016,0.001,0.057,0.0,0.0,2329.0,2446.0,1.0
indivisual[384],0.027,0.009,0.011,0.044,0.0,0.0,14417.0,5294.0,1.0
indivisual[385],0.027,0.009,0.011,0.044,0.0,0.0,11111.0,4805.0,1.0
indivisual[386],0.028,0.009,0.012,0.044,0.0,0.0,13357.0,5497.0,1.0
indivisual[387],0.028,0.009,0.012,0.044,0.0,0.0,13461.0,5465.0,1.0
indivisual[388],0.035,0.011,0.015,0.056,0.0,0.0,13267.0,5218.0,1.0
indivisual[389],0.036,0.012,0.015,0.058,0.0,0.0,12952.0,5071.0,1.0
indivisual[390],0.03,0.018,0.0,0.061,0.0,0.0,3511.0,2943.0,1.0
indivisual[391],0.028,0.015,0.001,0.053,0.0,0.0,2554.0,2604.0,1.0
indivisual[392],0.029,0.015,0.0,0.054,0.0,0.0,2437.0,1828.0,1.0
indivisual[393],0.271,0.074,0.136,0.407,0.001,0.001,10628.0,4922.0,1.0
indivisual[394],0.029,0.016,0.0,0.056,0.0,0.0,2816.0,2293.0,1.0
indivisual[395],0.03,0.015,0.002,0.057,0.0,0.0,2647.0,2393.0,1.0
indivisual[396],0.031,0.016,0.003,0.061,0.0,0.0,2795.0,2640.0,1.0
indivisual[397],0.039,0.012,0.017,0.062,0.0,0.0,11926.0,5388.0,1.0
indivisual[398],0.039,0.013,0.017,0.063,0.0,0.0,11294.0,5246.0,1.0
indivisual[399],0.042,0.013,0.018,0.067,0.0,0.0,11052.0,4553.0,1.0
indivisual[400],0.046,0.014,0.019,0.072,0.0,0.0,12047.0,5435.0,1.0
indivisual[401],0.044,0.014,0.02,0.071,0.0,0.0,9519.0,4911.0,1.0
indivisual[402],0.043,0.013,0.019,0.068,0.0,0.0,13838.0,5722.0,1.0
indivisual[403],0.042,0.014,0.019,0.068,0.0,0.0,11543.0,5276.0,1.0
indivisual[404],0.045,0.014,0.021,0.071,0.0,0.0,12374.0,5134.0,1.0
indivisual[405],0.044,0.014,0.019,0.069,0.0,0.0,12267.0,4822.0,1.0
indivisual[406],0.044,0.014,0.019,0.07,0.0,0.0,11094.0,5091.0,1.0
indivisual[407],0.044,0.014,0.019,0.07,0.0,0.0,12882.0,5503.0,1.0
indivisual[408],0.044,0.014,0.018,0.07,0.0,0.0,12635.0,4673.0,1.0
indivisual[409],0.044,0.014,0.018,0.069,0.0,0.0,11757.0,5457.0,1.0
indivisual[410],0.044,0.014,0.02,0.07,0.0,0.0,11844.0,5140.0,1.0
indivisual[411],0.045,0.014,0.02,0.073,0.0,0.0,13928.0,4910.0,1.0
indivisual[412],0.045,0.014,0.019,0.072,0.0,0.0,11162.0,5300.0,1.0
indivisual[413],0.046,0.014,0.02,0.073,0.0,0.0,11122.0,5420.0,1.0
indivisual[414],0.065,0.025,0.021,0.112,0.0,0.0,4975.0,3333.0,1.0
indivisual[415],0.066,0.025,0.02,0.113,0.0,0.0,5411.0,3876.0,1.0
indivisual[416],0.065,0.024,0.022,0.112,0.0,0.0,3959.0,2807.0,1.0
indivisual[417],0.067,0.025,0.022,0.115,0.0,0.0,5867.0,4040.0,1.0
indivisual[418],0.068,0.026,0.021,0.118,0.0,0.0,5220.0,3625.0,1.0
indivisual[419],0.049,0.016,0.021,0.078,0.0,0.0,12487.0,5138.0,1.0
indivisual[420],0.048,0.015,0.022,0.077,0.0,0.0,12762.0,5227.0,1.0
indivisual[421],0.051,0.016,0.023,0.08,0.0,0.0,12275.0,5231.0,1.0
indivisual[422],0.051,0.016,0.023,0.082,0.0,0.0,11794.0,5026.0,1.0
indivisual[423],0.054,0.017,0.024,0.086,0.0,0.0,12060.0,5344.0,1.0
indivisual[424],0.032,0.01,0.014,0.05,0.0,0.0,13929.0,5811.0,1.0
indivisual[425],0.059,0.019,0.029,0.096,0.0,0.0,13615.0,5619.0,1.0
indivisual[426],0.048,0.015,0.02,0.076,0.0,0.0,13098.0,4840.0,1.0
indivisual[427],0.049,0.015,0.021,0.076,0.0,0.0,10901.0,5547.0,1.0
indivisual[428],0.06,0.019,0.027,0.095,0.0,0.0,11087.0,4995.0,1.0
indivisual[429],0.049,0.015,0.022,0.078,0.0,0.0,13991.0,5559.0,1.0
indivisual[430],0.061,0.019,0.026,0.096,0.0,0.0,12207.0,5018.0,1.0
indivisual[431],0.062,0.019,0.028,0.098,0.0,0.0,11878.0,5599.0,1.0
indivisual[432],0.064,0.02,0.029,0.101,0.0,0.0,11894.0,5362.0,1.0
indivisual[433],0.072,0.022,0.032,0.113,0.0,0.0,13361.0,5732.0,1.0
indivisual[434],0.07,0.022,0.031,0.112,0.0,0.0,11222.0,5137.0,1.0
indivisual[435],0.08,0.024,0.037,0.127,0.0,0.0,12458.0,5143.0,1.0
indivisual[436],0.036,0.012,0.014,0.059,0.0,0.0,11164.0,4829.0,1.0
indivisual[437],0.042,0.014,0.018,0.068,0.0,0.0,14873.0,4832.0,1.0
indivisual[438],0.042,0.014,0.018,0.068,0.0,0.0,9748.0,5186.0,1.0
indivisual[439],0.042,0.014,0.017,0.069,0.0,0.0,10877.0,5062.0,1.0
indivisual[440],0.043,0.014,0.018,0.069,0.0,0.0,12971.0,4450.0,1.0
indivisual[441],0.042,0.014,0.018,0.069,0.0,0.0,11117.0,4938.0,1.0
indivisual[442],0.043,0.014,0.019,0.071,0.0,0.0,11738.0,4767.0,1.0
indivisual[443],0.045,0.015,0.018,0.072,0.0,0.0,13098.0,5428.0,1.0
indivisual[444],0.045,0.014,0.019,0.071,0.0,0.0,11327.0,5412.0,1.0
indivisual[445],0.045,0.015,0.02,0.074,0.0,0.0,13470.0,5300.0,1.0
indivisual[446],0.044,0.015,0.018,0.072,0.0,0.0,11700.0,5174.0,1.0
indivisual[447],0.047,0.016,0.02,0.077,0.0,0.0,12716.0,4861.0,1.0
indivisual[448],0.046,0.015,0.021,0.076,0.0,0.0,12782.0,5587.0,1.0
indivisual[449],0.046,0.015,0.02,0.074,0.0,0.0,11038.0,5020.0,1.0
indivisual[450],0.047,0.016,0.022,0.079,0.0,0.0,12929.0,5151.0,1.0
indivisual[451],0.048,0.016,0.021,0.078,0.0,0.0,11044.0,5474.0,1.0
indivisual[452],0.051,0.017,0.023,0.084,0.0,0.0,10668.0,4858.0,1.0
indivisual[453],0.053,0.018,0.022,0.087,0.0,0.0,12859.0,4712.0,1.0
indivisual[454],0.055,0.017,0.024,0.087,0.0,0.0,11409.0,4959.0,1.0
indivisual[455],0.057,0.018,0.024,0.091,0.0,0.0,11473.0,5179.0,1.0
indivisual[456],0.062,0.02,0.027,0.098,0.0,0.0,12442.0,5136.0,1.0
indivisual[457],0.06,0.019,0.028,0.096,0.0,0.0,11570.0,5134.0,1.0
indivisual[458],0.059,0.019,0.025,0.094,0.0,0.0,11864.0,4737.0,1.0
indivisual[459],0.06,0.019,0.027,0.096,0.0,0.0,12785.0,4653.0,1.0
indivisual[460],0.068,0.022,0.029,0.109,0.0,0.0,12411.0,5425.0,1.0
indivisual[461],0.07,0.022,0.032,0.11,0.0,0.0,11362.0,5776.0,1.0
indivisual[462],0.065,0.02,0.029,0.102,0.0,0.0,13143.0,5499.0,1.0
indivisual[463],0.065,0.021,0.029,0.104,0.0,0.0,13390.0,5960.0,1.0
indivisual[464],0.068,0.022,0.031,0.11,0.0,0.0,11165.0,5081.0,1.0
indivisual[465],0.069,0.021,0.03,0.108,0.0,0.0,12415.0,5571.0,1.0
indivisual[466],0.069,0.022,0.029,0.111,0.0,0.0,11785.0,5009.0,1.0
indivisual[467],0.08,0.025,0.037,0.128,0.0,0.0,14413.0,5648.0,1.0
indivisual[468],0.071,0.023,0.03,0.113,0.0,0.0,11510.0,5010.0,1.0
indivisual[469],0.071,0.022,0.033,0.112,0.0,0.0,12810.0,5326.0,1.0
indivisual[470],0.075,0.024,0.034,0.12,0.0,0.0,12243.0,5281.0,1.0
indivisual[471],0.109,0.032,0.05,0.167,0.0,0.0,9383.0,5690.0,1.0
indivisual[472],0.051,0.016,0.023,0.082,0.0,0.0,13313.0,5305.0,1.0
indivisual[473],0.089,0.027,0.042,0.141,0.0,0.0,11844.0,4735.0,1.0
indivisual[474],0.081,0.026,0.037,0.131,0.0,0.0,11524.0,5237.0,1.0
indivisual[475],0.081,0.025,0.036,0.129,0.0,0.0,11248.0,5232.0,1.0
indivisual[476],0.079,0.026,0.035,0.128,0.0,0.0,11475.0,5035.0,1.0
indivisual[477],0.081,0.026,0.037,0.13,0.0,0.0,11904.0,5196.0,1.0
indivisual[478],0.086,0.027,0.04,0.138,0.0,0.0,12784.0,5930.0,1.0
indivisual[479],0.083,0.026,0.037,0.133,0.0,0.0,12793.0,4874.0,1.0
indivisual[480],0.087,0.028,0.041,0.14,0.0,0.0,12040.0,5601.0,1.0
indivisual[481],0.089,0.027,0.042,0.142,0.0,0.0,13433.0,5500.0,1.0
indivisual[482],0.092,0.029,0.04,0.145,0.0,0.0,11176.0,5369.0,1.0
indivisual[483],0.107,0.033,0.047,0.166,0.0,0.0,11218.0,4929.0,1.0
indivisual[484],0.09,0.029,0.038,0.143,0.0,0.0,12977.0,4965.0,1.0
indivisual[485],0.092,0.029,0.041,0.146,0.0,0.0,10540.0,5153.0,1.0
indivisual[486],0.101,0.031,0.048,0.163,0.0,0.0,12305.0,4990.0,1.0
indivisual[487],0.102,0.032,0.044,0.16,0.0,0.0,13285.0,5410.0,1.0
indivisual[488],0.111,0.035,0.046,0.174,0.0,0.0,12913.0,5178.0,1.0
indivisual[489],0.099,0.031,0.045,0.155,0.0,0.0,13088.0,5589.0,1.0
indivisual[490],0.107,0.033,0.051,0.171,0.0,0.0,10955.0,4795.0,1.0
indivisual[491],0.123,0.038,0.056,0.192,0.0,0.0,13079.0,4609.0,1.0
indivisual[492],0.128,0.039,0.062,0.205,0.0,0.0,9871.0,5021.0,1.0
indivisual[493],0.163,0.051,0.072,0.258,0.0,0.0,13344.0,5309.0,1.0
indivisual[494],0.059,0.023,0.017,0.102,0.0,0.0,4533.0,2982.0,1.0
indivisual[495],0.062,0.024,0.017,0.104,0.0,0.0,4691.0,3476.0,1.0
indivisual[496],0.062,0.023,0.02,0.106,0.0,0.0,4889.0,3700.0,1.0
indivisual[497],0.063,0.024,0.021,0.112,0.0,0.0,4983.0,3588.0,1.0
indivisual[498],0.066,0.025,0.022,0.113,0.0,0.0,4932.0,3404.0,1.0
indivisual[499],0.189,0.056,0.091,0.295,0.001,0.0,9981.0,4599.0,1.0
indivisual[500],0.191,0.077,0.04,0.329,0.001,0.001,2556.0,2658.0,1.0
indivisual[501],0.105,0.033,0.048,0.168,0.0,0.0,12036.0,5243.0,1.0
indivisual[502],0.124,0.04,0.055,0.198,0.0,0.0,13980.0,5768.0,1.0
indivisual[503],0.125,0.04,0.054,0.198,0.0,0.0,12851.0,5805.0,1.0
indivisual[504],0.127,0.039,0.06,0.201,0.0,0.0,12358.0,5468.0,1.0
indivisual[505],0.137,0.043,0.064,0.219,0.0,0.0,12859.0,5807.0,1.0
indivisual[506],0.141,0.043,0.066,0.222,0.0,0.0,11546.0,5829.0,1.0
indivisual[507],0.19,0.059,0.085,0.301,0.001,0.0,12427.0,5225.0,1.0
indivisual[508],0.225,0.069,0.104,0.355,0.001,0.0,11061.0,5078.0,1.0
indivisual[509],0.3,0.084,0.145,0.454,0.001,0.001,10081.0,5311.0,1.0
indivisual[510],0.258,0.09,0.099,0.436,0.001,0.001,3508.0,2762.0,1.0
indivisual[511],0.121,0.038,0.053,0.191,0.0,0.0,11831.0,5605.0,1.0
indivisual[512],0.189,0.058,0.089,0.301,0.001,0.0,11665.0,4534.0,1.0
indivisual[513],0.208,0.06,0.099,0.319,0.001,0.0,11692.0,5646.0,1.0
indivisual[514],0.206,0.063,0.099,0.331,0.001,0.0,12846.0,5580.0,1.0
indivisual[515],0.182,0.057,0.082,0.287,0.001,0.0,11556.0,5504.0,1.0
indivisual[516],0.27,0.084,0.124,0.429,0.001,0.001,12537.0,5557.0,1.0
indivisual[517],0.25,0.074,0.121,0.392,0.001,0.001,12345.0,5334.0,1.0
indivisual[518],0.282,0.085,0.133,0.441,0.001,0.001,12314.0,4703.0,1.0
indivisual[519],0.306,0.093,0.148,0.486,0.001,0.001,12811.0,5458.0,1.0
indivisual[520],0.388,0.113,0.186,0.599,0.001,0.001,12918.0,5252.0,1.0
indivisual[521],0.306,0.089,0.151,0.475,0.001,0.001,11962.0,6006.0,1.0
indivisual[522],0.321,0.095,0.149,0.498,0.001,0.001,10959.0,5048.0,1.0
indivisual[523],0.363,0.105,0.176,0.562,0.001,0.001,13654.0,5358.0,1.0
indivisual[524],0.355,0.102,0.177,0.55,0.001,0.001,12858.0,5380.0,1.0
indivisual[525],0.583,0.147,0.329,0.874,0.001,0.001,11878.0,5699.0,1.0
indivisual[526],0.467,0.133,0.224,0.717,0.001,0.001,12644.0,5759.0,1.0
indivisual[527],0.712,0.189,0.386,1.09,0.002,0.001,11816.0,5498.0,1.0
indivisual[528],0.453,0.115,0.236,0.661,0.001,0.001,12334.0,5147.0,1.0
indivisual[529],0.687,0.165,0.381,0.985,0.002,0.001,10472.0,5230.0,1.0
indivisual[530],0.75,0.172,0.424,1.065,0.002,0.001,11863.0,4778.0,1.0
indivisual[531],0.23,0.066,0.109,0.352,0.001,0.0,13975.0,5613.0,1.0
indivisual[532],0.257,0.074,0.121,0.393,0.001,0.0,12261.0,5674.0,1.0
indivisual[533],0.548,0.14,0.285,0.8,0.001,0.001,12486.0,4420.0,1.0
indivisual[534],0.3,0.083,0.156,0.459,0.001,0.001,13012.0,5875.0,1.0
indivisual[535],0.27,0.075,0.137,0.416,0.001,0.0,12840.0,5654.0,1.0
indivisual[536],0.352,0.094,0.184,0.531,0.001,0.001,10486.0,5149.0,1.0
indivisual[537],0.541,0.136,0.296,0.8,0.001,0.001,12596.0,4601.0,1.0
indivisual[538],0.386,0.103,0.206,0.587,0.001,0.001,11175.0,5800.0,1.0
indivisual[539],0.59,0.15,0.322,0.886,0.001,0.001,11888.0,4999.0,1.0
indivisual[540],0.635,0.158,0.359,0.94,0.001,0.001,11157.0,5238.0,1.0
indivisual[541],0.494,0.124,0.267,0.726,0.001,0.001,13318.0,5283.0,1.0
indivisual[542],1.404,0.279,0.853,1.903,0.003,0.002,11148.0,5007.0,1.0
indivisual[543],1.697,0.315,1.125,2.314,0.003,0.002,11988.0,5909.0,1.0
indivisual[544],1.978,0.352,1.313,2.64,0.003,0.002,10025.0,5079.0,1.0
indivisual[545],2.528,0.402,1.747,3.241,0.004,0.003,11715.0,5327.0,1.0
indivisual[546],3.127,0.46,2.188,3.92,0.004,0.003,11483.0,5442.0,1.0
indivisual[547],1.763,0.321,1.164,2.371,0.003,0.002,12327.0,5490.0,1.0
indivisual[548],4.797,0.59,3.717,5.936,0.006,0.004,10045.0,5514.0,1.0
indivisual[549],0.501,0.134,0.256,0.75,0.001,0.001,11084.0,5376.0,1.0
indivisual[550],0.415,0.114,0.211,0.627,0.001,0.001,11517.0,6117.0,1.0
indivisual[551],0.695,0.165,0.386,0.998,0.001,0.001,12570.0,4901.0,1.0
indivisual[552],1.163,0.246,0.703,1.624,0.002,0.001,15331.0,4841.0,1.0
indivisual[553],1.243,0.26,0.768,1.724,0.002,0.002,11396.0,5971.0,1.0
indivisual[554],1.111,0.233,0.687,1.547,0.002,0.002,11176.0,5203.0,1.0
indivisual[555],1.429,0.279,0.922,1.963,0.002,0.002,13080.0,5556.0,1.0
indivisual[556],2.028,0.355,1.353,2.686,0.003,0.002,13217.0,5084.0,1.0
indivisual[557],2.36,0.384,1.669,3.093,0.003,0.002,12338.0,5426.0,1.0
indivisual[558],9.374,0.853,7.793,10.987,0.009,0.006,9798.0,5497.0,1.0
indivisual[559],5.342,0.629,4.149,6.491,0.006,0.004,11928.0,5845.0,1.0
indivisual[560],4.661,0.577,3.627,5.783,0.006,0.004,10402.0,5837.0,1.0
indivisual[561],2.7,0.416,1.962,3.485,0.004,0.003,12107.0,5515.0,1.0
indivisual[562],2.861,0.436,2.044,3.655,0.004,0.003,9794.0,5713.0,1.0
indivisual[563],17.056,1.166,14.95,19.328,0.013,0.009,7586.0,5799.0,1.0
indivisual[564],9.193,0.847,7.572,10.75,0.008,0.006,10693.0,6254.0,1.0
indivisual[565],13.05,1.036,11.154,15.047,0.011,0.008,8922.0,5682.0,1.0
indivisual[566],0.108,0.039,0.035,0.182,0.0,0.0,6240.0,3726.0,1.0
indivisual[567],0.205,0.061,0.096,0.323,0.001,0.0,10026.0,5064.0,1.0
indivisual[568],0.038,0.018,0.003,0.07,0.0,0.0,3201.0,2748.0,1.0
indivisual[569],0.059,0.017,0.03,0.09,0.0,0.0,12380.0,5468.0,1.0
indivisual[570],0.098,0.03,0.042,0.154,0.0,0.0,5805.0,4114.0,1.0
indivisual[571],0.15,0.044,0.072,0.236,0.0,0.0,8951.0,4478.0,1.0
indivisual[572],0.249,0.069,0.12,0.372,0.001,0.0,11354.0,5139.0,1.0
indivisual[573],0.288,0.079,0.143,0.433,0.001,0.001,10681.0,5379.0,1.0
indivisual[574],0.097,0.031,0.043,0.158,0.0,0.0,5629.0,4306.0,1.0
indivisual[575],0.328,0.088,0.17,0.493,0.001,0.001,10331.0,5604.0,1.0
indivisual[576],0.072,0.024,0.03,0.12,0.0,0.0,4414.0,3488.0,1.0
indivisual[577],0.076,0.026,0.029,0.125,0.0,0.0,4639.0,3031.0,1.0
indivisual[578],0.339,0.09,0.176,0.508,0.001,0.001,11071.0,5326.0,1.0
indivisual[579],0.073,0.024,0.03,0.12,0.0,0.0,4931.0,3754.0,1.0
indivisual[580],0.131,0.039,0.06,0.205,0.0,0.0,8648.0,4858.0,1.0
indivisual[581],0.253,0.07,0.123,0.38,0.001,0.0,12275.0,5153.0,1.0
indivisual[582],0.28,0.077,0.14,0.422,0.001,0.001,10339.0,4810.0,1.0
mu_t,0.076,0.008,0.061,0.091,0.0,0.0,5165.0,5662.0,1.0
mu_i,0.372,0.048,0.285,0.465,0.001,0.001,3559.0,5433.0,1.0
sigma_t,0.057,0.006,0.046,0.068,0.0,0.0,5338.0,5450.0,1.0
sigma_i,0.298,0.041,0.219,0.372,0.001,0.001,3354.0,4935.0,1.0
