,mean,sd,hdi_3%,hdi_97%,mcse_mean,mcse_sd,ess_bulk,ess_tail,r_hat
"inttitlepow[14, 15]",0.262,0.073,0.126,0.399,0.002,0.001,2272.0,2875.0,1.0
"inttitlepow[14, 16]",0.262,0.074,0.128,0.402,0.002,0.001,1863.0,3207.0,1.0
"inttitlepow[14, 17]",0.261,0.073,0.12,0.395,0.002,0.001,1890.0,2962.0,1.01
"inttitlepow[15, 0]",0.261,0.074,0.123,0.403,0.002,0.001,1613.0,2530.0,1.0
"inttitlepow[15, 1]",0.262,0.05,0.172,0.36,0.002,0.001,716.0,1562.0,1.0
"inttitlepow[15, 2]",0.178,0.036,0.109,0.242,0.001,0.001,762.0,1418.0,1.0
"inttitlepow[15, 3]",0.261,0.074,0.123,0.397,0.002,0.001,2039.0,2555.0,1.0
"inttitlepow[15, 4]",0.263,0.072,0.132,0.406,0.002,0.001,1619.0,3400.0,1.0
"inttitlepow[15, 5]",0.261,0.073,0.121,0.394,0.002,0.001,2294.0,3717.0,1.0
"inttitlepow[15, 6]",0.261,0.073,0.12,0.395,0.002,0.001,2104.0,2753.0,1.0
"inttitlepow[15, 7]",0.261,0.073,0.132,0.404,0.002,0.001,1875.0,3263.0,1.0
"inttitlepow[15, 8]",0.261,0.073,0.132,0.408,0.002,0.001,2272.0,2448.0,1.0
"inttitlepow[15, 9]",0.261,0.073,0.117,0.392,0.002,0.001,1761.0,3328.0,1.0
"inttitlepow[15, 10]",0.262,0.074,0.132,0.409,0.002,0.001,1993.0,2840.0,1.0
"inttitlepow[15, 11]",0.262,0.073,0.12,0.394,0.002,0.001,1535.0,3013.0,1.0
"inttitlepow[15, 12]",0.261,0.074,0.125,0.404,0.002,0.001,1293.0,1755.0,1.01
"inttitlepow[15, 13]",0.261,0.074,0.126,0.402,0.002,0.001,2018.0,3774.0,1.0
"inttitlepow[15, 14]",0.26,0.075,0.123,0.406,0.002,0.001,1916.0,1570.0,1.0
"inttitlepow[15, 15]",0.261,0.076,0.117,0.404,0.002,0.001,2001.0,2864.0,1.0
"inttitlepow[15, 16]",0.261,0.074,0.121,0.4,0.002,0.001,1577.0,2538.0,1.0
"inttitlepow[15, 17]",0.261,0.073,0.128,0.401,0.002,0.001,2007.0,2655.0,1.0
"inttitlepow[16, 0]",0.26,0.074,0.122,0.4,0.002,0.001,1798.0,3192.0,1.0
"inttitlepow[16, 1]",0.263,0.072,0.124,0.394,0.002,0.001,1754.0,2964.0,1.01
"inttitlepow[16, 2]",0.26,0.074,0.118,0.394,0.002,0.001,1603.0,2624.0,1.0
"inttitlepow[16, 3]",0.262,0.072,0.131,0.399,0.002,0.001,2140.0,3114.0,1.0
"inttitlepow[16, 4]",0.26,0.074,0.124,0.397,0.002,0.001,1687.0,1664.0,1.0
"inttitlepow[16, 5]",0.262,0.071,0.132,0.398,0.001,0.001,2372.0,3558.0,1.0
"inttitlepow[16, 6]",0.261,0.071,0.129,0.397,0.002,0.001,1825.0,4235.0,1.0
"inttitlepow[16, 7]",0.262,0.073,0.131,0.407,0.002,0.001,1887.0,3047.0,1.0
"inttitlepow[16, 8]",0.262,0.071,0.128,0.391,0.002,0.001,2054.0,3695.0,1.0
"inttitlepow[16, 9]",0.261,0.073,0.125,0.399,0.002,0.001,1677.0,2793.0,1.0
"inttitlepow[16, 10]",0.261,0.074,0.115,0.395,0.002,0.001,1281.0,3033.0,1.01
"inttitlepow[16, 11]",0.26,0.073,0.123,0.396,0.002,0.001,2310.0,3345.0,1.0
"inttitlepow[16, 12]",0.261,0.072,0.131,0.401,0.002,0.001,1859.0,3633.0,1.0
"inttitlepow[16, 13]",0.262,0.071,0.13,0.395,0.002,0.001,1712.0,2769.0,1.0
"inttitlepow[16, 14]",0.259,0.074,0.112,0.391,0.002,0.001,2169.0,3297.0,1.0
"inttitlepow[16, 15]",0.26,0.075,0.125,0.403,0.002,0.001,2354.0,3493.0,1.0
"inttitlepow[16, 16]",0.262,0.073,0.122,0.397,0.002,0.001,1470.0,2640.0,1.01
"inttitlepow[16, 17]",0.262,0.073,0.125,0.4,0.002,0.001,2004.0,3460.0,1.0
"inttitlepow[17, 0]",0.261,0.073,0.124,0.399,0.002,0.001,2195.0,2762.0,1.0
"inttitlepow[17, 1]",0.261,0.074,0.116,0.395,0.001,0.001,2542.0,3648.0,1.0
"inttitlepow[17, 2]",0.262,0.073,0.124,0.397,0.002,0.001,2121.0,3371.0,1.0
"inttitlepow[17, 3]",0.262,0.073,0.128,0.397,0.002,0.001,1857.0,3842.0,1.0
"inttitlepow[17, 4]",0.261,0.073,0.125,0.399,0.001,0.001,2417.0,3215.0,1.0
"inttitlepow[17, 5]",0.261,0.072,0.128,0.399,0.002,0.001,2115.0,3303.0,1.0
"inttitlepow[17, 6]",0.26,0.073,0.122,0.399,0.002,0.001,2286.0,2304.0,1.0
"inttitlepow[17, 7]",0.261,0.074,0.115,0.395,0.002,0.001,2320.0,2579.0,1.0
"inttitlepow[17, 8]",0.261,0.074,0.121,0.401,0.002,0.001,1829.0,2557.0,1.0
"inttitlepow[17, 9]",0.262,0.073,0.12,0.397,0.002,0.001,2101.0,3516.0,1.0
"inttitlepow[17, 10]",0.262,0.073,0.129,0.403,0.002,0.001,2108.0,3300.0,1.0
"inttitlepow[17, 11]",0.261,0.073,0.124,0.396,0.001,0.001,2541.0,2784.0,1.0
"inttitlepow[17, 12]",0.262,0.073,0.124,0.396,0.002,0.001,1667.0,2666.0,1.0
"inttitlepow[17, 13]",0.26,0.073,0.122,0.399,0.002,0.001,2253.0,3815.0,1.0
"inttitlepow[17, 14]",0.261,0.073,0.124,0.4,0.002,0.001,2162.0,2106.0,1.0
"inttitlepow[17, 15]",0.261,0.073,0.133,0.407,0.002,0.001,1678.0,2563.0,1.0
"inttitlepow[17, 16]",0.261,0.074,0.124,0.401,0.002,0.001,1320.0,2265.0,1.0
"inttitlepow[17, 17]",0.26,0.073,0.123,0.399,0.002,0.001,1878.0,2702.0,1.0
"noninttitlepow[0, 0]",0.134,0.06,0.023,0.243,0.002,0.001,884.0,1583.0,1.0
"noninttitlepow[0, 1]",0.172,0.063,0.057,0.294,0.002,0.002,869.0,2418.0,1.0
"noninttitlepow[0, 2]",0.188,0.066,0.068,0.308,0.002,0.002,886.0,2847.0,1.0
"noninttitlepow[0, 3]",0.297,0.08,0.154,0.451,0.003,0.002,728.0,1977.0,1.0
"noninttitlepow[0, 4]",0.367,0.087,0.2,0.524,0.004,0.003,568.0,1604.0,1.0
"noninttitlepow[0, 5]",0.591,0.107,0.391,0.789,0.005,0.004,394.0,1117.0,1.0
"noninttitlepow[0, 6]",0.897,0.138,0.645,1.156,0.008,0.006,289.0,661.0,1.0
"noninttitlepow[0, 7]",0.859,0.133,0.61,1.11,0.008,0.006,271.0,625.0,1.0
"noninttitlepow[0, 8]",0.828,0.134,0.596,1.092,0.008,0.006,305.0,804.0,1.0
"noninttitlepow[0, 9]",0.809,0.128,0.583,1.057,0.008,0.005,292.0,691.0,1.01
"noninttitlepow[0, 10]",0.851,0.133,0.622,1.113,0.008,0.006,308.0,683.0,1.0
"noninttitlepow[0, 11]",0.9,0.137,0.649,1.163,0.008,0.006,308.0,555.0,1.0
"noninttitlepow[0, 12]",0.912,0.138,0.653,1.166,0.008,0.006,287.0,829.0,1.01
"noninttitlepow[0, 13]",0.898,0.137,0.656,1.168,0.008,0.006,277.0,798.0,1.0
"noninttitlepow[0, 14]",0.859,0.134,0.612,1.113,0.008,0.006,302.0,680.0,1.01
"noninttitlepow[0, 15]",0.768,0.125,0.538,1.004,0.007,0.005,306.0,717.0,1.0
"noninttitlepow[0, 16]",0.729,0.12,0.52,0.968,0.006,0.005,361.0,579.0,1.0
"noninttitlepow[0, 17]",0.646,0.115,0.432,0.859,0.006,0.004,392.0,863.0,1.0
"noninttitlepow[1, 0]",0.699,0.211,0.286,1.091,0.005,0.004,1673.0,2851.0,1.0
"noninttitlepow[1, 1]",0.705,0.203,0.337,1.099,0.006,0.004,1057.0,2860.0,1.0
"noninttitlepow[1, 2]",0.707,0.206,0.33,1.1,0.006,0.004,1250.0,2384.0,1.0
"noninttitlepow[1, 3]",0.705,0.205,0.296,1.081,0.006,0.005,1083.0,1936.0,1.0
"noninttitlepow[1, 4]",0.707,0.208,0.31,1.1,0.006,0.005,1142.0,1804.0,1.0
"noninttitlepow[1, 5]",0.704,0.207,0.318,1.098,0.007,0.005,1034.0,1670.0,1.0
"noninttitlepow[1, 6]",0.707,0.204,0.318,1.077,0.007,0.005,931.0,2116.0,1.0
"noninttitlepow[1, 7]",0.706,0.204,0.338,1.099,0.006,0.005,1052.0,1849.0,1.0
"noninttitlepow[1, 8]",0.707,0.206,0.31,1.093,0.007,0.005,925.0,1616.0,1.0
"noninttitlepow[1, 9]",0.699,0.211,0.305,1.093,0.006,0.005,1128.0,2450.0,1.0
"noninttitlepow[1, 10]",0.703,0.21,0.307,1.095,0.006,0.005,1140.0,1800.0,1.0
"noninttitlepow[1, 11]",0.702,0.206,0.311,1.088,0.007,0.005,1008.0,1798.0,1.0
"noninttitlepow[1, 12]",0.711,0.198,0.329,1.073,0.007,0.005,932.0,2074.0,1.0
"noninttitlepow[1, 13]",0.704,0.203,0.322,1.088,0.006,0.004,1074.0,2454.0,1.0
"noninttitlepow[1, 14]",0.702,0.209,0.305,1.091,0.007,0.005,970.0,1457.0,1.0
"noninttitlepow[1, 15]",0.71,0.202,0.331,1.083,0.007,0.005,960.0,2806.0,1.0
"noninttitlepow[1, 16]",0.702,0.208,0.324,1.107,0.007,0.005,937.0,2067.0,1.0
"noninttitlepow[1, 17]",0.703,0.206,0.296,1.066,0.006,0.005,1107.0,2305.0,1.0
"noninttitlepow[2, 0]",0.708,0.202,0.332,1.085,0.006,0.005,1048.0,2265.0,1.0
"noninttitlepow[2, 1]",0.433,0.066,0.314,0.556,0.004,0.003,257.0,621.0,1.0
"noninttitlepow[2, 2]",0.544,0.076,0.418,0.697,0.005,0.004,219.0,377.0,1.01
"noninttitlepow[2, 3]",0.59,0.08,0.451,0.749,0.006,0.004,204.0,399.0,1.0
"noninttitlepow[2, 4]",0.652,0.088,0.497,0.824,0.006,0.005,193.0,375.0,1.01
"noninttitlepow[2, 5]",0.728,0.095,0.556,0.911,0.007,0.005,187.0,370.0,1.01
"noninttitlepow[2, 6]",0.668,0.089,0.515,0.847,0.007,0.005,187.0,389.0,1.01
"noninttitlepow[2, 7]",0.706,0.092,0.551,0.892,0.007,0.005,182.0,364.0,1.01
"noninttitlepow[2, 8]",0.737,0.096,0.569,0.927,0.007,0.005,177.0,339.0,1.01
"noninttitlepow[2, 9]",0.898,0.111,0.693,1.104,0.009,0.006,173.0,314.0,1.01
"noninttitlepow[2, 10]",0.896,0.111,0.704,1.115,0.008,0.006,183.0,357.0,1.01
"noninttitlepow[2, 11]",0.93,0.115,0.727,1.157,0.009,0.006,172.0,328.0,1.01
"noninttitlepow[2, 12]",0.89,0.11,0.694,1.103,0.009,0.006,161.0,278.0,1.01
"noninttitlepow[2, 13]",0.87,0.109,0.661,1.072,0.009,0.006,170.0,317.0,1.01
"noninttitlepow[2, 14]",0.805,0.102,0.62,0.998,0.008,0.006,169.0,357.0,1.01
"noninttitlepow[2, 15]",0.805,0.102,0.626,1.002,0.008,0.006,174.0,324.0,1.01
"noninttitlepow[2, 16]",0.704,0.208,0.328,1.118,0.007,0.005,954.0,2306.0,1.0
"noninttitlepow[2, 17]",0.703,0.206,0.314,1.087,0.007,0.005,892.0,2580.0,1.0
"noninttitlepow[3, 0]",0.845,0.128,0.608,1.087,0.008,0.006,265.0,527.0,1.01
"noninttitlepow[3, 1]",1.044,0.145,0.785,1.318,0.009,0.007,246.0,517.0,1.01
"noninttitlepow[3, 2]",0.813,0.119,0.585,1.036,0.007,0.005,271.0,585.0,1.0
"noninttitlepow[3, 3]",0.702,0.11,0.509,0.914,0.007,0.005,281.0,592.0,1.01
"noninttitlepow[3, 4]",0.714,0.11,0.514,0.923,0.007,0.005,290.0,550.0,1.01
"noninttitlepow[3, 5]",0.726,0.112,0.512,0.928,0.007,0.005,297.0,681.0,1.01
"noninttitlepow[3, 6]",0.693,0.108,0.499,0.89,0.006,0.005,302.0,641.0,1.0
"noninttitlepow[3, 7]",0.686,0.108,0.481,0.881,0.006,0.005,299.0,605.0,1.01
"noninttitlepow[3, 8]",0.862,0.125,0.635,1.097,0.008,0.006,259.0,674.0,1.01
"noninttitlepow[3, 9]",0.84,0.123,0.618,1.072,0.008,0.005,277.0,603.0,1.01
"noninttitlepow[3, 10]",0.726,0.112,0.522,0.936,0.007,0.005,286.0,633.0,1.01
"noninttitlepow[3, 11]",0.729,0.113,0.533,0.947,0.007,0.005,269.0,659.0,1.01
"noninttitlepow[3, 12]",0.725,0.114,0.523,0.946,0.007,0.005,288.0,689.0,1.01
"noninttitlepow[3, 13]",0.665,0.105,0.479,0.869,0.006,0.004,304.0,627.0,1.0
"noninttitlepow[3, 14]",0.606,0.1,0.425,0.793,0.006,0.004,328.0,716.0,1.01
"noninttitlepow[3, 15]",0.706,0.205,0.314,1.089,0.007,0.005,998.0,1978.0,1.0
"noninttitlepow[3, 16]",0.706,0.205,0.328,1.1,0.006,0.004,1224.0,2487.0,1.0
"noninttitlepow[3, 17]",0.707,0.203,0.332,1.093,0.007,0.005,954.0,2593.0,1.0
"noninttitlepow[4, 0]",0.871,0.128,0.637,1.119,0.008,0.005,296.0,644.0,1.0
"noninttitlepow[4, 1]",0.747,0.097,0.566,0.928,0.007,0.005,211.0,526.0,1.01
"noninttitlepow[4, 2]",0.685,0.089,0.525,0.856,0.006,0.004,206.0,536.0,1.0
"noninttitlepow[4, 3]",0.758,0.096,0.583,0.943,0.007,0.005,194.0,517.0,1.01
"noninttitlepow[4, 4]",0.713,0.091,0.552,0.895,0.007,0.005,198.0,452.0,1.01
"noninttitlepow[4, 5]",0.707,0.09,0.539,0.875,0.006,0.004,208.0,546.0,1.01
"noninttitlepow[4, 6]",0.666,0.086,0.505,0.826,0.006,0.004,205.0,485.0,1.01
"noninttitlepow[4, 7]",0.771,0.097,0.586,0.946,0.007,0.005,197.0,476.0,1.01
"noninttitlepow[4, 8]",0.79,0.098,0.613,0.981,0.007,0.005,199.0,451.0,1.01
"noninttitlepow[4, 9]",0.872,0.109,0.67,1.077,0.008,0.006,192.0,482.0,1.01
"noninttitlepow[4, 10]",0.812,0.102,0.637,1.028,0.007,0.005,195.0,536.0,1.01
"noninttitlepow[4, 11]",0.736,0.094,0.557,0.905,0.007,0.005,194.0,467.0,1.01
"noninttitlepow[4, 12]",0.726,0.092,0.554,0.897,0.006,0.005,206.0,505.0,1.01
"noninttitlepow[4, 13]",0.657,0.085,0.496,0.817,0.006,0.004,209.0,456.0,1.01
"noninttitlepow[4, 14]",0.706,0.21,0.318,1.105,0.007,0.005,1063.0,2367.0,1.0
"noninttitlepow[4, 15]",0.709,0.206,0.341,1.104,0.006,0.004,1208.0,2458.0,1.0
"noninttitlepow[4, 16]",0.705,0.208,0.309,1.092,0.007,0.005,907.0,2674.0,1.0
"noninttitlepow[4, 17]",0.704,0.21,0.313,1.107,0.006,0.005,1148.0,2076.0,1.0
"noninttitlepow[5, 0]",0.704,0.207,0.306,1.084,0.007,0.005,978.0,2378.0,1.0
"noninttitlepow[5, 1]",1.214,0.164,0.911,1.522,0.011,0.008,225.0,501.0,1.01
"noninttitlepow[5, 2]",1.068,0.15,0.789,1.352,0.01,0.007,244.0,490.0,1.01
"noninttitlepow[5, 3]",0.798,0.125,0.57,1.031,0.007,0.005,299.0,681.0,1.01
"noninttitlepow[5, 4]",0.632,0.106,0.427,0.82,0.006,0.004,349.0,881.0,1.01
"noninttitlepow[5, 5]",0.479,0.089,0.323,0.654,0.004,0.003,445.0,756.0,1.0
"noninttitlepow[5, 6]",0.556,0.097,0.388,0.744,0.005,0.004,377.0,915.0,1.01
"noninttitlepow[5, 7]",0.617,0.105,0.432,0.819,0.006,0.004,364.0,903.0,1.0
"noninttitlepow[5, 8]",0.687,0.113,0.485,0.895,0.006,0.004,339.0,752.0,1.01
"noninttitlepow[5, 9]",0.613,0.105,0.427,0.813,0.006,0.004,347.0,716.0,1.01
"noninttitlepow[5, 10]",0.512,0.096,0.337,0.688,0.005,0.003,403.0,973.0,1.0
"noninttitlepow[5, 11]",0.446,0.085,0.303,0.617,0.004,0.003,471.0,1218.0,1.0
"noninttitlepow[5, 12]",0.415,0.08,0.269,0.566,0.004,0.003,455.0,1005.0,1.0
"noninttitlepow[5, 13]",0.706,0.21,0.303,1.095,0.007,0.005,821.0,2174.0,1.0
"noninttitlepow[5, 14]",0.7,0.211,0.315,1.11,0.006,0.005,1190.0,1943.0,1.0
"noninttitlepow[5, 15]",0.704,0.208,0.307,1.084,0.007,0.005,1004.0,2230.0,1.0
"noninttitlepow[5, 16]",0.701,0.207,0.312,1.095,0.007,0.005,1017.0,2084.0,1.0
"noninttitlepow[5, 17]",0.713,0.207,0.317,1.095,0.007,0.005,1056.0,1980.0,1.0
"noninttitlepow[6, 0]",0.652,0.18,0.317,0.994,0.006,0.004,935.0,1751.0,1.0
"noninttitlepow[6, 1]",1.027,0.13,0.791,1.279,0.009,0.007,192.0,445.0,1.01
"noninttitlepow[6, 2]",0.902,0.118,0.689,1.127,0.008,0.006,202.0,581.0,1.01
"noninttitlepow[6, 3]",0.86,0.114,0.657,1.08,0.008,0.006,215.0,535.0,1.01
"noninttitlepow[6, 4]",0.755,0.102,0.571,0.947,0.007,0.005,217.0,475.0,1.01
"noninttitlepow[6, 5]",0.817,0.108,0.622,1.02,0.007,0.005,223.0,421.0,1.01
"noninttitlepow[6, 6]",0.79,0.104,0.597,0.979,0.007,0.005,226.0,577.0,1.01
"noninttitlepow[6, 7]",0.766,0.102,0.573,0.954,0.007,0.005,228.0,611.0,1.01
"noninttitlepow[6, 8]",0.73,0.101,0.551,0.921,0.007,0.005,221.0,543.0,1.01
"noninttitlepow[6, 9]",0.642,0.091,0.472,0.806,0.006,0.004,242.0,610.0,1.01
"noninttitlepow[6, 10]",0.57,0.081,0.431,0.73,0.005,0.004,258.0,842.0,1.0
"noninttitlepow[6, 11]",0.48,0.073,0.345,0.611,0.005,0.003,259.0,800.0,1.0
"noninttitlepow[6, 12]",0.703,0.205,0.332,1.085,0.006,0.005,1139.0,2504.0,1.0
"noninttitlepow[6, 13]",0.702,0.206,0.318,1.096,0.006,0.005,1090.0,2066.0,1.0
"noninttitlepow[6, 14]",0.705,0.203,0.326,1.08,0.007,0.005,915.0,1843.0,1.0
"noninttitlepow[6, 15]",0.704,0.204,0.322,1.089,0.006,0.005,1044.0,1889.0,1.0
"noninttitlepow[6, 16]",0.703,0.207,0.308,1.079,0.006,0.005,1107.0,2472.0,1.0
"noninttitlepow[6, 17]",0.707,0.207,0.299,1.076,0.006,0.005,1221.0,1813.0,1.0
"noninttitlepow[7, 0]",0.699,0.209,0.324,1.109,0.006,0.005,1125.0,1700.0,1.0
"noninttitlepow[7, 1]",0.704,0.204,0.334,1.109,0.007,0.005,948.0,2635.0,1.0
"noninttitlepow[7, 2]",0.701,0.204,0.326,1.106,0.007,0.005,990.0,1943.0,1.0
"noninttitlepow[7, 3]",0.705,0.206,0.315,1.092,0.007,0.005,1020.0,2172.0,1.0
"noninttitlepow[7, 4]",0.703,0.209,0.292,1.079,0.007,0.005,917.0,1833.0,1.0
"noninttitlepow[7, 5]",0.705,0.208,0.335,1.112,0.007,0.005,894.0,1841.0,1.0
"noninttitlepow[7, 6]",0.706,0.207,0.328,1.111,0.006,0.004,1263.0,2433.0,1.0
"noninttitlepow[7, 7]",0.701,0.206,0.299,1.079,0.006,0.004,1418.0,1889.0,1.0
"noninttitlepow[7, 8]",0.703,0.206,0.317,1.107,0.007,0.005,978.0,1548.0,1.0
"noninttitlepow[7, 9]",0.705,0.208,0.306,1.099,0.007,0.005,904.0,1579.0,1.0
"noninttitlepow[7, 10]",0.706,0.207,0.325,1.098,0.007,0.005,922.0,1882.0,1.0
"noninttitlepow[7, 11]",0.703,0.204,0.311,1.084,0.006,0.005,1044.0,2964.0,1.0
"noninttitlepow[7, 12]",0.704,0.208,0.312,1.085,0.006,0.004,1298.0,2505.0,1.0
"noninttitlepow[7, 13]",0.706,0.204,0.325,1.093,0.006,0.005,1082.0,2377.0,1.0
"noninttitlepow[7, 14]",0.703,0.214,0.318,1.125,0.007,0.005,1091.0,1709.0,1.0
"noninttitlepow[7, 15]",0.708,0.201,0.311,1.07,0.007,0.005,919.0,2633.0,1.0
"noninttitlepow[7, 16]",0.704,0.21,0.307,1.1,0.006,0.005,1155.0,1667.0,1.0
"noninttitlepow[7, 17]",0.708,0.205,0.325,1.085,0.007,0.005,911.0,1607.0,1.0
"noninttitlepow[8, 0]",0.705,0.208,0.319,1.094,0.007,0.005,916.0,1490.0,1.0
"noninttitlepow[8, 1]",0.935,0.143,0.675,1.211,0.008,0.006,322.0,771.0,1.0
"noninttitlepow[8, 2]",0.749,0.126,0.513,0.986,0.006,0.005,394.0,879.0,1.0
"noninttitlepow[8, 3]",0.727,0.124,0.495,0.954,0.006,0.004,408.0,918.0,1.0
"noninttitlepow[8, 4]",0.741,0.124,0.53,0.994,0.006,0.005,385.0,1197.0,1.0
"noninttitlepow[8, 5]",0.59,0.111,0.391,0.802,0.005,0.004,466.0,1186.0,1.0
"noninttitlepow[8, 6]",0.7,0.119,0.478,0.926,0.006,0.004,395.0,919.0,1.0
"noninttitlepow[8, 7]",0.578,0.108,0.373,0.774,0.005,0.004,441.0,1199.0,1.0
"noninttitlepow[8, 8]",0.651,0.113,0.443,0.862,0.006,0.004,396.0,930.0,1.0
"noninttitlepow[8, 9]",0.57,0.105,0.38,0.771,0.005,0.004,446.0,1123.0,1.0
"noninttitlepow[8, 10]",0.703,0.207,0.319,1.087,0.006,0.005,1147.0,1981.0,1.0
"noninttitlepow[8, 11]",0.708,0.207,0.336,1.111,0.007,0.005,1041.0,1916.0,1.0
"noninttitlepow[8, 12]",0.705,0.207,0.319,1.097,0.006,0.005,1040.0,1806.0,1.0
"noninttitlepow[8, 13]",0.703,0.212,0.301,1.09,0.007,0.005,921.0,1971.0,1.0
"noninttitlepow[8, 14]",0.703,0.212,0.299,1.101,0.006,0.005,1184.0,2215.0,1.0
"noninttitlepow[8, 15]",0.706,0.204,0.326,1.088,0.007,0.005,925.0,2113.0,1.0
"noninttitlepow[8, 16]",0.702,0.205,0.306,1.084,0.006,0.005,1105.0,2380.0,1.0
"noninttitlepow[8, 17]",0.706,0.211,0.298,1.098,0.007,0.005,953.0,1587.0,1.0
"noninttitlepow[9, 0]",0.705,0.21,0.304,1.104,0.006,0.005,1094.0,2363.0,1.0
"noninttitlepow[9, 1]",0.86,0.147,0.584,1.133,0.008,0.005,369.0,1100.0,1.0
"noninttitlepow[9, 2]",0.788,0.14,0.532,1.047,0.007,0.005,417.0,1207.0,1.0
"noninttitlepow[9, 3]",0.772,0.14,0.513,1.034,0.007,0.005,418.0,849.0,1.0
"noninttitlepow[9, 4]",0.769,0.141,0.514,1.031,0.007,0.005,426.0,1037.0,1.0
"noninttitlepow[9, 5]",0.728,0.136,0.478,0.982,0.007,0.005,424.0,1012.0,1.0
"noninttitlepow[9, 6]",0.66,0.129,0.42,0.898,0.006,0.004,475.0,1531.0,1.0
"noninttitlepow[9, 7]",0.636,0.127,0.404,0.883,0.006,0.004,446.0,1231.0,1.0
"noninttitlepow[9, 8]",0.524,0.117,0.313,0.746,0.005,0.003,617.0,1774.0,1.0
"noninttitlepow[9, 9]",0.706,0.207,0.323,1.092,0.007,0.005,979.0,2351.0,1.0
"noninttitlepow[9, 10]",0.706,0.207,0.325,1.108,0.007,0.005,977.0,2485.0,1.0
"noninttitlepow[9, 11]",0.708,0.208,0.313,1.1,0.006,0.005,1082.0,1900.0,1.0
"noninttitlepow[9, 12]",0.708,0.2,0.328,1.079,0.007,0.005,935.0,1934.0,1.0
"noninttitlepow[9, 13]",0.709,0.204,0.339,1.109,0.007,0.005,879.0,2616.0,1.0
"noninttitlepow[9, 14]",0.706,0.207,0.312,1.093,0.006,0.005,1059.0,2539.0,1.0
"noninttitlepow[9, 15]",0.704,0.204,0.304,1.07,0.006,0.004,1174.0,1858.0,1.0
"noninttitlepow[9, 16]",0.702,0.208,0.329,1.109,0.007,0.005,899.0,2063.0,1.0
"noninttitlepow[9, 17]",0.705,0.206,0.299,1.073,0.007,0.005,974.0,1563.0,1.0
"noninttitlepow[10, 0]",0.769,0.125,0.534,0.99,0.007,0.005,300.0,724.0,1.0
"noninttitlepow[10, 1]",0.786,0.125,0.568,1.033,0.007,0.005,308.0,757.0,1.0
"noninttitlepow[10, 2]",0.736,0.118,0.517,0.953,0.007,0.005,324.0,758.0,1.0
"noninttitlepow[10, 3]",0.76,0.12,0.539,0.985,0.007,0.005,298.0,683.0,1.0
"noninttitlepow[10, 4]",0.643,0.11,0.438,0.85,0.006,0.005,317.0,742.0,1.0
"noninttitlepow[10, 5]",0.574,0.101,0.381,0.758,0.006,0.004,333.0,995.0,1.0
"noninttitlepow[10, 6]",0.551,0.097,0.366,0.73,0.005,0.004,364.0,951.0,1.0
"noninttitlepow[10, 7]",0.48,0.089,0.316,0.641,0.005,0.003,395.0,1143.0,1.0
"noninttitlepow[10, 8]",0.705,0.207,0.329,1.115,0.007,0.005,1036.0,2191.0,1.0
"noninttitlepow[10, 9]",0.706,0.205,0.301,1.084,0.007,0.005,1000.0,1799.0,1.0
"noninttitlepow[10, 10]",0.701,0.21,0.292,1.074,0.007,0.005,1055.0,1877.0,1.0
"noninttitlepow[10, 11]",0.706,0.209,0.321,1.11,0.007,0.005,1031.0,2317.0,1.0
"noninttitlepow[10, 12]",0.704,0.206,0.312,1.086,0.007,0.005,957.0,2865.0,1.0
"noninttitlepow[10, 13]",0.704,0.206,0.33,1.101,0.006,0.005,1163.0,2683.0,1.0
"noninttitlepow[10, 14]",0.711,0.204,0.344,1.108,0.006,0.004,1409.0,2761.0,1.0
"noninttitlepow[10, 15]",0.706,0.208,0.322,1.109,0.007,0.005,796.0,1477.0,1.0
"noninttitlepow[10, 16]",0.706,0.208,0.33,1.127,0.006,0.004,1195.0,2232.0,1.0
"noninttitlepow[10, 17]",0.706,0.205,0.328,1.099,0.007,0.005,938.0,2086.0,1.0
"noninttitlepow[11, 0]",0.703,0.204,0.34,1.104,0.006,0.005,1153.0,1926.0,1.0
"noninttitlepow[11, 1]",0.707,0.204,0.32,1.084,0.007,0.005,918.0,2090.0,1.0
"noninttitlepow[11, 2]",0.711,0.2,0.342,1.079,0.006,0.005,1041.0,1960.0,1.0
"noninttitlepow[11, 3]",0.703,0.208,0.325,1.094,0.006,0.005,1064.0,1854.0,1.0
"noninttitlepow[11, 4]",0.708,0.205,0.332,1.098,0.007,0.005,942.0,1733.0,1.0
"noninttitlepow[11, 5]",0.705,0.207,0.295,1.08,0.006,0.005,1067.0,1885.0,1.0
"noninttitlepow[11, 6]",0.708,0.203,0.333,1.1,0.006,0.005,1066.0,2183.0,1.0
"noninttitlepow[11, 7]",0.704,0.209,0.319,1.1,0.006,0.005,1276.0,2063.0,1.0
"noninttitlepow[11, 8]",0.703,0.205,0.314,1.085,0.007,0.005,897.0,1560.0,1.0
"noninttitlepow[11, 9]",0.704,0.207,0.32,1.1,0.006,0.005,1118.0,1953.0,1.0
"noninttitlepow[11, 10]",0.705,0.205,0.303,1.076,0.007,0.005,841.0,1723.0,1.0
"noninttitlepow[11, 11]",0.705,0.209,0.322,1.1,0.006,0.005,1165.0,1930.0,1.0
"noninttitlepow[11, 12]",0.704,0.203,0.325,1.091,0.007,0.005,980.0,2111.0,1.0
